,index_price
2022-02-24,37800.83
2022-02-25,39421.18
2022-02-26,39126.09
2022-02-27,37459.59
2022-02-28,43210.9
2022-03-01,44283.81
2022-03-02,44008.03
2022-03-03,42513.1
2022-03-04,39190.13
2022-03-05,39556.17
2022-03-06,38431.77
2022-03-07,38479.38
2022-03-08,38757.89
2022-03-09,41858.69
2022-03-10,39335.15
2022-03-11,38415.85
2022-03-12,39101.56
2022-03-13,37786.45
2022-03-14,39607.21
2022-03-15,39480.5
2022-03-16,41148.05
2022-03-17,40727.59
2022-03-18,41837.47
2022-03-19,42192.94
2022-03-20,41257.16
2022-03-21,41212.09
2022-03-22,42446.5
2022-03-23,42904.84
2022-03-24,43991.86
2022-03-25,44318.41
2022-03-26,44551.34
2022-03-27,46850.28
2022-03-28,47133.91
2022-03-29,47320.91
2022-03-30,47149.54
2022-03-31,45454.03
2022-04-01,46288.33
2022-04-02,46142.93
2022-04-03,46448.42
2022-04-04,46786.85
2022-04-05,45538.89
2022-04-06,43366.65
2022-04-07,43462.36
2022-04-08,42274.12
2022-04-09,42717.26
2022-04-10,42379.64
2022-04-11,39439.69
2022-04-12,40163.91
2022-04-13,41171.76
2022-04-14,39870.63
2022-04-15,40586.23
2022-04-16,40409.79
2022-04-17,39731.65
2022-04-18,40812.57
2022-04-19,41494.15
2022-04-20,41360.87
2022-04-21,40525.12
2022-04-22,39713.45
2022-04-23,39540.62
2022-04-24,39509.15
2022-04-25,40470.08
2022-04-26,37953.21
2022-04-27,39231.97
2022-04-28,39711.13
2022-04-29,38578.74
2022-04-30,37660.69
2022-05-01,38478.36
2022-05-02,38508.85
2022-05-03,37735.33
2022-05-04,39681.82
2022-05-05,36579.79
2022-05-06,36019.41
2022-05-07,35505.88
2022-05-08,34028.85
2022-05-09,30089.16
2022-05-10,30906.26
2022-05-11,28970.64
2022-05-12,28917.99
2022-05-13,29212.32
2022-05-14,30055.24
2022-05-15,31306.95
2022-05-16,29805.26
2022-05-17,30429.98
2022-05-18,28648.64
2022-05-19,30285.34
2022-05-20,29151.11
2022-05-21,29407.93
2022-05-22,30266.01
2022-05-23,29065.36
2022-05-24,29645.04
2022-05-25,29557.53
2022-05-26,29232.97
