,index_price
2023-01-26,22985.98
2023-01-27,23045.94
2023-01-28,23010.78
2023-01-29,23747.26
2023-01-30,22667.86
2023-01-31,23211.29
2023-02-01,23755.84
2023-02-02,23448.45
2023-02-03,23417.5
2023-02-04,23308.98
2023-02-05,22924.36
2023-02-06,22761.17
2023-02-07,23272.31
2023-02-08,22905.82
2023-02-09,21822.29
2023-02-10,21653.21
2023-02-11,21805.61
2023-02-12,21771.47
2023-02-13,21795.3
2023-02-14,22255.82
2023-02-15,24315.34
2023-02-16,23609.22
2023-02-17,24597.93
2023-02-18,24636.73
2023-02-19,24424.23
2023-02-20,24779.04
2023-02-21,24439.14
2023-02-22,24183.28
2023-02-23,23894.61
2023-02-24,23193.36
2023-02-25,23131.18
2023-02-26,23544.42
2023-02-27,23519.35
2023-02-28,23139.05
2023-03-01,23644.19
2023-03-02,23449.26
2023-03-03,22247.93
2023-03-04,22331.69
2023-03-05,22407.39
2023-03-06,22429.41
2023-03-07,22198.41
2023-03-08,21697.51
2023-03-09,20360.2
2023-03-10,20203.28
2023-03-11,20622.95
2023-03-12,22182.58
2023-03-13,24205.49
2023-03-14,24786.19
2023-03-15,24365.48
2023-03-16,25077.1
2023-03-17,27444.8
2023-03-18,26932.09
2023-03-19,28125.38
2023-03-20,27770.89
2023-03-21,28208.03
2023-03-22,27315.35
2023-03-23,28380.89
2023-03-24,27452.09
2023-03-25,27468.37
2023-03-26,28140.85
2023-03-27,27167.93
2023-03-28,27307.93
2023-03-29,28368.45
2023-03-30,28020.31
2023-03-31,28484.74
2023-04-01,28546.82
2023-04-02,28205.26
2023-04-03,27751.47
2023-04-04,28179.34
2023-04-05,28212.27
2023-04-06,28038.89
2023-04-07,27937.89
2023-04-08,27956.58
2023-04-09,28340.92
2023-04-10,29661.36
2023-04-11,30248.8
2023-04-12,29896.83
2023-04-13,30414.39
2023-04-14,30443.74
2023-04-15,30323.6
2023-04-16,30297.92
2023-04-17,29433.45
2023-04-18,30409.72
2023-04-19,28822.33
2023-04-20,28239.96
2023-04-21,27247.96
2023-04-22,27811.21
2023-04-23,27599.39
2023-04-24,27516.92
2023-04-25,28304.8
2023-04-26,28384.86
2023-04-27,29479.26
