,index_price
2021-12-30,47259.77
2021-12-31,46362.92
2022-01-01,47572.16
2022-01-02,47688.07
2022-01-03,45869.58
2022-01-04,45880.33
2022-01-05,43426.61
2022-01-06,43159.14
2022-01-07,41932.91
2022-01-08,41900.4
2022-01-09,41864.31
2022-01-10,41265.64
2022-01-11,42765.8
2022-01-12,43833.6
2022-01-13,42644.95
2022-01-14,43266.65
2022-01-15,43210.56
2022-01-16,43126.33
2022-01-17,42252.69
2022-01-18,42434.98
2022-01-19,41994.37
2022-01-20,40590.42
2022-01-21,36567.7
2022-01-22,35081.91
2022-01-23,35444.38
2022-01-24,36527.3
2022-01-25,36700.71
2022-01-26,36864.43
2022-01-27,36175.99
2022-01-28,37823.36
2022-01-29,38172.75
2022-01-30,37748.52
2022-01-31,38518.22
2022-02-01,38725.09
2022-02-02,36974.7
2022-02-03,37092.02
2022-02-04,40700.12
2022-02-05,41603.96
2022-02-06,42445.36
2022-02-07,43809.72
2022-02-08,44220.63
2022-02-09,44592.05
2022-02-10,43879.65
2022-02-11,42054.17
2022-02-12,42147.24
2022-02-13,42236.29
2022-02-14,42657.72
2022-02-15,44608.13
2022-02-16,43965.85
2022-02-17,40720.65
2022-02-18,40025.29
2022-02-19,39924.76
2022-02-20,38489.93
2022-02-21,37238.39
2022-02-22,38045.41
2022-02-23,37146.64
2022-02-24,38323.83
2022-02-25,39412.47
2022-02-26,39073.26
2022-02-27,37579.9
2022-02-28,43250.45
2022-03-01,44177.16
2022-03-02,43897.9
2022-03-03,42491.33
2022-03-04,39154.74
2022-03-05,39317.81
2022-03-06,38389.8
2022-03-07,38207.64
2022-03-08,38587.3
2022-03-09,41965.57
2022-03-10,39424.47
2022-03-11,38786.52
2022-03-12,39056.9
2022-03-13,37786.71
2022-03-14,39585.08
2022-03-15,39459.44
2022-03-16,41112.97
2022-03-17,40923.56
2022-03-18,41957.5
2022-03-19,41916.3
2022-03-20,41227.24
2022-03-21,41358.41
2022-03-22,42436.11
2022-03-23,42997.3
2022-03-24,43977.01
2022-03-25,44374.66
2022-03-26,44545.66
2022-03-27,46848.93
2022-03-28,47283.93
2022-03-29,47460.14
2022-03-30,46993.39
2022-03-31,45294.71
2022-04-01,46286.57
2022-04-02,45953.4
2022-04-03,46410.0
2022-04-04,46585.0
2022-04-05,45928.2
2022-04-06,43509.12
2022-04-07,43506.15
2022-04-08,42149.48
2022-04-09,42638.25
2022-04-10,42319.3
2022-04-11,39501.15
2022-04-12,40094.36
2022-04-13,41160.45
2022-04-14,39963.32
2022-04-15,40353.68
2022-04-16,40483.37
2022-04-17,39641.8
2022-04-18,40852.29
2022-04-19,41482.08
2022-04-20,41512.94
2022-04-21,40381.12
2022-04-22,39612.29
2022-04-23,39485.74
2022-04-24,39526.22
2022-04-25,40470.09
2022-04-26,38129.82
2022-04-27,39240.09
2022-04-28,40030.88
