,index_price
2022-05-26,29219.36
2022-05-27,28678.1
2022-05-28,29011.01
2022-05-29,29445.94
2022-05-30,31746.95
2022-05-31,31756.18
2022-06-01,29781.6
2022-06-02,30495.59
2022-06-03,29678.98
2022-06-04,29815.62
2022-06-05,29907.53
2022-06-06,31373.39
2022-06-07,31175.53
2022-06-08,30093.17
2022-06-09,30131.18
2022-06-10,29061.44
2022-06-11,28334.84
2022-06-12,26564.23
2022-06-13,22452.82
2022-06-14,22132.06
2022-06-15,22525.51
2022-06-16,20308.15
2022-06-17,20492.71
2022-06-18,18992.52
2022-06-19,20522.86
2022-06-20,20346.07
2022-06-21,20715.62
2022-06-22,19858.53
2022-06-23,21076.49
2022-06-24,21218.48
2022-06-25,21489.32
2022-06-26,20993.81
2022-06-27,20712.39
2022-06-28,20227.98
2022-06-29,20075.66
2022-06-30,19924.2
2022-07-01,19410.4
2022-07-02,19219.35
2022-07-03,19248.89
2022-07-04,20219.19
2022-07-05,20234.89
2022-07-06,20533.66
2022-07-07,21678.25
2022-07-08,21813.17
2022-07-09,21685.63
2022-07-10,20860.07
2022-07-11,19941.49
2022-07-12,19266.63
2022-07-13,20267.46
2022-07-14,20573.96
2022-07-15,20807.77
2022-07-16,21202.68
2022-07-17,20778.83
2022-07-18,22594.57
2022-07-19,23413.11
2022-07-20,23236.11
2022-07-21,23125.95
2022-07-22,22696.03
2022-07-23,22292.49
2022-07-24,22679.41
2022-07-25,21304.86
2022-07-26,21260.8
2022-07-27,22945.92
2022-07-28,23811.35
2022-07-29,23787.99
2022-07-30,23618.45
2022-07-31,23302.1
2022-08-01,23290.73
2022-08-02,22989.3
2022-08-03,22848.98
2022-08-04,22651.76
2022-08-05,23309.99
2022-08-06,22997.53
2022-08-07,23172.96
2022-08-08,23806.46
2022-08-09,23151.15
2022-08-10,23907.29
2022-08-11,23963.86
2022-08-12,24433.83
2022-08-13,24379.7
2022-08-14,24301.88
2022-08-15,24157.66
2022-08-16,23866.55
2022-08-17,23302.85
2022-08-18,23202.56
2022-08-19,20834.85
2022-08-20,21153.73
2022-08-21,21513.18
2022-08-22,21400.55
2022-08-23,21546.6
2022-08-24,21374.19
2022-08-25,21566.07
