,index_price
2020-01-01,7211.03
2020-01-02,6939.81
2020-01-03,7269.1
2020-01-04,7329.05
2020-01-05,7341.75
2020-01-06,7800.41
2020-01-07,8092.71
2020-01-08,7895.51
2020-01-09,7755.15
2020-01-10,8098.63
2020-01-11,8142.97
2020-01-12,8179.26
2020-01-13,8121.86
2020-01-14,8852.36
2020-01-15,8838.64
2020-01-16,8692.3
2020-01-17,8926.53
2020-01-18,8905.22
2020-01-19,8703.34
2020-01-20,8612.58
2020-01-21,8737.19
2020-01-22,8642.27
2020-01-23,8414.25
2020-01-24,8486.34
2020-01-25,8322.79
2020-01-26,8564.06
2020-01-27,8922.47
2020-01-28,9357.48
2020-01-29,9316.33
2020-01-30,9539.91
2020-01-31,9337.06
2020-02-01,9358.05
2020-02-02,9375.92
2020-02-03,9271.86
2020-02-04,9181.42
2020-02-05,9675.09
2020-02-06,9731.12
2020-02-07,9798.55
2020-02-08,9913.21
2020-02-09,10112.14
2020-02-10,9852.46
2020-02-11,10282.98
2020-02-12,10367.66
2020-02-13,10217.78
2020-02-14,10353.07
2020-02-15,9897.92
2020-02-16,9964.64
2020-02-17,9665.15
2020-02-18,10214.35
2020-02-19,9613.87
2020-02-20,9619.12
2020-02-21,9691.54
2020-02-22,9686.39
2020-02-23,9983.07
2020-02-24,9646.02
2020-02-25,9337.11
2020-02-26,8795.2
2020-02-27,8800.54
2020-02-28,8773.48
2020-02-29,8640.71
2020-03-01,8540.32
2020-03-02,8962.53
2020-03-03,8758.17
2020-03-04,8740.15
2020-03-05,9111.98
2020-03-06,9150.26
2020-03-07,8909.59
2020-03-08,8024.94
2020-03-09,7906.4
2020-03-10,7937.86
2020-03-11,7932.56
2020-03-12,4769.71
2020-03-13,5551.67
2020-03-14,5156.61
2020-03-15,5374.77
2020-03-16,5028.48
2020-03-17,5333.89
2020-03-18,5386.07
2020-03-19,6200.39
2020-03-20,6130.72
2020-03-21,6193.89
2020-03-22,5843.45
2020-03-23,6514.25
2020-03-24,6802.34
2020-03-25,6695.28
2020-03-26,6733.0
2020-03-27,6353.24
2020-03-28,6208.89
2020-03-29,5876.92
2020-03-30,6464.09
2020-03-31,6445.03
2020-04-01,6673.47
2020-04-02,6772.17
2020-04-03,6737.45
2020-04-04,6851.04
2020-04-05,6799.89
2020-04-06,7347.38
2020-04-07,7170.22
2020-04-08,7352.52
2020-04-09,7300.98
2020-04-10,6852.41
2020-04-11,6865.52
2020-04-12,6981.71
2020-04-13,6874.9
2020-04-14,6878.74
2020-04-15,6632.32
2020-04-16,7100.95
2020-04-17,7035.53
2020-04-18,7275.77
2020-04-19,7152.18
2020-04-20,6886.67
2020-04-21,6866.44
2020-04-22,7122.09
2020-04-23,7459.16
2020-04-24,7498.55
2020-04-25,7548.48
2020-04-26,7702.33
2020-04-27,7770.9
2020-04-28,7747.99
2020-04-29,8735.3
2020-04-30,8707.44
2020-05-01,8861.81
2020-05-02,8928.66
2020-05-03,8903.85
2020-05-04,8877.44
2020-05-05,8977.54
2020-05-06,9202.65
2020-05-07,10065.59
2020-05-08,9816.37
2020-05-09,9538.02
2020-05-10,8761.5
2020-05-11,8602.02
2020-05-12,8820.78
2020-05-13,9335.03
2020-05-14,9810.84
2020-05-15,9388.59
2020-05-16,9376.27
2020-05-17,9772.68
2020-05-18,9736.09
2020-05-19,9735.72
2020-05-20,9531.73
2020-05-21,9105.92
2020-05-22,9195.72
2020-05-23,9239.45
2020-05-24,8728.36
2020-05-25,8875.37
2020-05-26,8837.4
2020-05-27,9196.6
2020-05-28,9568.08
2020-05-29,9383.14
2020-05-30,9697.46
2020-05-31,9457.47
2020-06-01,10258.96
2020-06-02,9513.48
2020-06-03,9657.29
2020-06-04,9771.64
2020-06-05,9660.3
2020-06-06,9656.33
2020-06-07,9750.95
2020-06-08,9692.84
2020-06-09,9783.6
2020-06-10,9877.76
2020-06-11,9254.07
2020-06-12,9478.11
2020-06-13,9472.4
2020-06-14,9331.4
2020-06-15,9424.2
2020-06-16,9528.88
2020-06-17,9462.27
2020-06-18,9372.84
2020-06-19,9325.51
2020-06-20,9354.49
2020-06-21,9280.11
2020-06-22,9678.21
2020-06-23,9602.03
2020-06-24,9287.36
2020-06-25,9249.41
2020-06-26,9153.17
2020-06-27,9004.67
2020-06-28,9115.61
2020-06-29,9184.69
2020-06-30,9139.38
2020-07-01,9245.07
2020-07-02,9121.32
2020-07-03,9068.56
2020-07-04,9140.94
2020-07-05,9086.87
2020-07-06,9347.14
2020-07-07,9261.02
2020-07-08,9463.61
2020-07-09,9227.11
2020-07-10,9305.78
2020-07-11,9222.16
2020-07-12,9295.11
2020-07-13,9236.34
2020-07-14,9250.04
2020-07-15,9192.22
2020-07-16,9134.6
2020-07-17,9157.42
2020-07-18,9178.26
2020-07-19,9214.52
2020-07-20,9165.79
2020-07-21,9383.79
2020-07-22,9539.03
2020-07-23,9612.25
2020-07-24,9553.72
2020-07-25,9682.89
2020-07-26,9922.22
2020-07-27,11044.4
2020-07-28,10976.74
2020-07-29,11102.94
2020-07-30,11164.47
2020-07-31,11352.85
2020-08-01,11822.63
2020-08-02,11060.79
2020-08-03,11248.3
2020-08-04,11190.23
2020-08-05,11748.2
2020-08-06,11791.9
2020-08-07,11641.19
2020-08-08,11745.35
2020-08-09,11665.35
2020-08-10,11897.4
2020-08-11,11398.55
2020-08-12,11564.9
2020-08-13,11777.43
2020-08-14,11774.02
2020-08-15,11873.62
2020-08-16,11911.67
2020-08-17,12298.15
2020-08-18,11963.28
2020-08-19,11745.36
2020-08-20,11874.49
2020-08-21,11523.39
2020-08-22,11676.44
2020-08-23,11651.13
2020-08-24,11767.25
2020-08-25,11368.49
2020-08-26,11463.33
2020-08-27,11302.68
2020-08-28,11535.16
2020-08-29,11478.46
2020-08-30,11698.89
2020-08-31,11663.45
2020-09-01,11875.52
2020-09-02,11392.31
2020-09-03,10193.21
2020-09-04,10480.24
2020-09-05,10081.65
2020-09-06,10275.39
2020-09-07,10368.77
2020-09-08,10113.73
2020-09-09,10225.13
2020-09-10,10343.03
2020-09-11,10385.6
2020-09-12,10419.19
2020-09-13,10322.06
2020-09-14,10677.47
2020-09-15,10788.36
2020-09-16,10964.67
2020-09-17,10927.45
2020-09-18,10935.74
2020-09-19,11057.14
2020-09-20,10918.38
2020-09-21,10413.07
2020-09-22,10507.14
2020-09-23,10235.66
2020-09-24,10733.98
