,index_price
2020-08-27,11287.35
2020-08-28,11473.43
2020-08-29,11495.08
2020-08-30,11713.91
2020-08-31,11694.57
2020-09-01,11986.89
2020-09-02,11409.06
2020-09-03,10166.31
2020-09-04,10479.79
2020-09-05,10163.59
2020-09-06,10254.51
2020-09-07,10353.5
2020-09-08,10115.79
2020-09-09,10234.98
2020-09-10,10346.49
2020-09-11,10395.86
2020-09-12,10422.95
2020-09-13,10308.63
2020-09-14,10639.86
2020-09-15,10783.5
2020-09-16,10951.87
2020-09-17,10926.88
2020-09-18,10936.96
2020-09-19,11064.13
2020-09-20,10923.41
2020-09-21,10431.56
2020-09-22,10530.9
2020-09-23,10230.33
2020-09-24,10736.27
2020-09-25,10691.42
2020-09-26,10738.1
2020-09-27,10769.8
2020-09-28,10692.43
2020-09-29,10841.83
2020-09-30,10773.83
2020-10-01,10619.24
2020-10-02,10574.65
2020-10-03,10565.91
2020-10-04,10678.28
2020-10-05,10792.41
2020-10-06,10606.75
2020-10-07,10669.15
2020-10-08,10932.5
2020-10-09,11087.87
2020-10-10,11306.49
2020-10-11,11394.08
2020-10-12,11553.25
2020-10-13,11427.94
2020-10-14,11416.47
2020-10-15,11494.63
2020-10-16,11335.54
2020-10-17,11346.41
2020-10-18,11516.0
2020-10-19,11757.66
2020-10-20,11924.66
2020-10-21,12836.01
2020-10-22,12994.84
2020-10-23,12946.06
2020-10-24,13124.47
2020-10-25,13042.63
2020-10-26,13074.64
2020-10-27,13669.81
2020-10-28,13299.3
2020-10-29,13470.86
