,index_price
2021-10-28,60482.59
2021-10-29,62209.29
2021-10-30,61732.08
2021-10-31,61486.34
2021-11-01,61104.27
2021-11-02,63110.96
2021-11-03,62907.63
2021-11-04,61480.43
2021-11-05,60897.33
2021-11-06,61531.18
2021-11-07,62846.26
2021-11-08,67411.1
2021-11-09,67286.11
2021-11-10,64619.35
2021-11-11,65157.88
2021-11-12,64337.27
2021-11-13,64475.96
2021-11-14,65418.54
2021-11-15,63667.76
2021-11-16,60169.02
2021-11-17,60384.2
2021-11-18,56721.45
2021-11-19,58018.49
2021-11-20,59809.47
2021-11-21,58888.71
2021-11-22,56498.49
2021-11-23,57636.92
2021-11-24,57182.51
2021-11-25,58938.4
2021-11-26,53710.56
2021-11-27,54983.38
2021-11-28,57175.97
2021-11-29,57965.61
2021-11-30,57239.33
2021-12-01,57200.48
2021-12-02,56822.3
2021-12-03,53675.97
2021-12-04,49273.22
2021-12-05,49401.06
2021-12-06,50589.65
2021-12-07,50649.76
2021-12-08,50527.54
2021-12-09,47614.53
2021-12-10,47091.21
2021-12-11,49190.31
2021-12-12,50119.12
2021-12-13,46749.22
2021-12-14,48310.53
2021-12-15,48941.59
2021-12-16,47599.34
2021-12-17,46160.51
2021-12-18,46769.1
2021-12-19,46785.16
2021-12-20,46903.32
2021-12-21,48993.59
2021-12-22,48628.57
2021-12-23,50724.97
2021-12-24,50723.38
2021-12-25,50429.86
2021-12-26,51048.9
2021-12-27,50663.66
2021-12-28,47651.0
2021-12-29,46406.61
2021-12-30,47006.6
2021-12-31,46173.8
2022-01-01,47739.33
2022-01-02,47328.11
2022-01-03,46438.36
2022-01-04,45837.58
2022-01-05,43455.48
2022-01-06,43109.05
2022-01-07,41504.27
2022-01-08,41764.16
2022-01-09,41896.76
2022-01-10,41819.26
2022-01-11,42735.44
2022-01-12,43932.37
2022-01-13,42609.43
2022-01-14,43081.89
2022-01-15,43114.9
2022-01-16,43136.57
2022-01-17,42255.48
2022-01-18,42380.5
2022-01-19,41703.65
2022-01-20,40731.56
2022-01-21,36482.96
2022-01-22,35084.74
2022-01-23,36274.88
2022-01-24,36666.96
2022-01-25,36952.32
2022-01-26,36828.43
2022-01-27,37157.4
