,index_price
2023-12-28,42572.32
2023-12-29,42008.71
2023-12-30,42274.95
2023-12-31,42215.39
2024-01-01,44156.61
2024-01-02,44999.57
2024-01-03,42777.25
2024-01-04,44236.6
2024-01-05,44226.16
2024-01-06,43849.43
2024-01-07,43896.86
2024-01-08,47042.82
2024-01-09,46034.49
2024-01-10,46591.26
2024-01-11,46338.81
2024-01-12,42724.27
2024-01-13,42927.63
2024-01-14,41717.39
2024-01-15,42567.45
2024-01-16,43432.7
2024-01-17,42618.03
2024-01-18,41278.92
2024-01-19,41813.28
2024-01-20,41579.89
2024-01-21,41673.16
2024-01-22,39487.9
2024-01-23,39735.5
2024-01-24,39838.35
2024-01-25,39835.47
2024-01-26,41970.99
2024-01-27,42120.51
2024-01-28,41723.71
2024-01-29,43102.24
2024-01-30,42709.34
2024-01-31,42626.55
2024-02-01,43052.7
2024-02-02,43098.89
2024-02-03,43004.24
2024-02-04,42360.11
2024-02-05,42398.27
2024-02-06,43180.09
2024-02-07,44330.99
2024-02-08,45325.27
2024-02-09,47216.3
2024-02-10,47987.16
2024-02-11,48092.91
2024-02-12,49958.91
2024-02-13,49500.11
2024-02-14,51812.78
2024-02-15,51932.8
2024-02-16,52184.87
2024-02-17,51725.83
2024-02-18,52057.71
2024-02-19,51948.97
2024-02-20,52223.66
2024-02-21,50700.0
2024-02-22,51459.32
2024-02-23,50736.08
2024-02-24,51559.24
2024-02-25,51727.1
2024-02-26,54536.69
2024-02-27,57045.55
2024-02-28,62592.21
2024-02-29,61322.9
2024-03-01,62437.27
2024-03-02,62057.96
2024-03-03,62911.09
2024-03-04,68305.99
2024-03-05,63769.91
2024-03-06,66420.02
2024-03-07,66994.52
2024-03-08,68107.37
2024-03-09,68479.01
2024-03-10,69010.77
2024-03-11,72124.44
2024-03-12,71482.85
2024-03-13,73003.29
2024-03-14,71478.72
2024-03-15,69367.79
2024-03-16,65278.03
2024-03-17,68207.62
2024-03-18,67517.57
