,index_price
2020-03-26,6759.22
2020-03-27,6346.88
2020-03-28,6223.83
2020-03-29,5891.39
2020-03-30,6442.42
2020-03-31,6423.91
2020-04-01,6664.96
2020-04-02,6792.64
2020-04-03,6771.36
2020-04-04,6847.43
2020-04-05,6796.04
2020-04-06,7362.64
2020-04-07,7181.91
2020-04-08,7363.27
2020-04-09,7313.8
2020-04-10,6907.73
2020-04-11,6816.03
2020-04-12,6974.17
2020-04-13,6897.7
2020-04-14,6872.88
2020-04-15,6629.02
2020-04-16,7140.23
2020-04-17,7067.6
2020-04-18,7230.74
2020-04-19,7152.18
2020-04-20,6853.93
2020-04-21,6901.76
2020-04-22,7115.68
2020-04-23,7511.51
2020-04-24,7512.58
2020-04-25,7542.45
2020-04-26,7654.34
2020-04-27,7755.73
2020-04-28,7731.07
2020-04-29,8788.34
2020-04-30,8792.3
2020-05-01,8825.45
2020-05-02,8907.39
2020-05-03,8888.81
2020-05-04,8956.78
2020-05-05,8969.94
2020-05-06,9185.11
2020-05-07,10005.68
2020-05-08,9809.15
2020-05-09,9550.78
2020-05-10,8734.48
2020-05-11,8587.52
2020-05-12,8815.66
2020-05-13,9319.83
2020-05-14,9838.74
2020-05-15,9363.55
2020-05-16,9402.77
2020-05-17,9704.71
2020-05-18,9718.49
2020-05-19,9736.43
2020-05-20,9530.89
2020-05-21,9064.74
2020-05-22,9211.91
2020-05-23,9173.95
2020-05-24,8732.26
2020-05-25,8904.7
2020-05-26,8825.84
2020-05-27,9097.5
2020-05-28,9550.04
2020-05-29,9391.19
2020-05-30,9693.22
2020-05-31,9443.3
2020-06-01,10292.5
2020-06-02,9512.74
2020-06-03,9589.43
2020-06-04,9817.93
2020-06-05,9670.35
2020-06-06,9648.47
2020-06-07,9738.79
2020-06-08,9788.31
2020-06-09,9792.05
2020-06-10,9899.02
2020-06-11,9269.86
2020-06-12,9450.87
2020-06-13,9442.0
2020-06-14,9331.43
2020-06-15,9415.28
2020-06-16,9508.85
2020-06-17,9420.64
2020-06-18,9374.23
2020-06-19,9288.42
2020-06-20,9353.5
2020-06-21,9280.27
2020-06-22,9683.93
2020-06-23,9608.9
2020-06-24,9277.6
2020-06-25,9223.03
2020-06-26,9153.24
2020-06-27,9014.72
2020-06-28,9090.99
2020-06-29,9219.12
2020-06-30,9147.45
2020-07-01,9236.9
2020-07-02,9122.74
2020-07-03,9073.19
2020-07-04,9130.46
2020-07-05,9087.07
2020-07-06,9352.16
2020-07-07,9250.7
2020-07-08,9439.06
2020-07-09,9237.46
2020-07-10,9284.99
2020-07-11,9211.96
2020-07-12,9285.05
2020-07-13,9229.9
2020-07-14,9254.99
2020-07-15,9191.75
2020-07-16,9135.27
2020-07-17,9157.25
2020-07-18,9178.5
2020-07-19,9214.62
2020-07-20,9173.4
2020-07-21,9396.72
2020-07-22,9523.54
2020-07-23,9612.75
2020-07-24,9552.89
