,index_price
2023-05-25,26516.57
2023-05-26,26753.5
2023-05-27,26886.84
2023-05-28,28077.72
2023-05-29,27705.78
2023-05-30,27729.5
2023-05-31,27245.46
2023-06-01,26828.97
2023-06-02,27247.32
2023-06-03,26997.18
2023-06-04,27083.9
2023-06-05,25761.09
2023-06-06,27260.44
2023-06-07,26346.95
2023-06-08,26508.84
2023-06-09,26435.6
2023-06-10,25919.79
2023-06-11,26116.06
2023-06-12,25895.32
2023-06-13,25882.15
2023-06-14,25127.48
2023-06-15,25539.09
2023-06-16,26338.15
2023-06-17,26494.41
2023-06-18,26357.27
2023-06-19,26753.77
2023-06-20,28323.88
2023-06-21,30158.48
2023-06-22,29942.45
2023-06-23,30647.67
2023-06-24,30515.54
2023-06-25,30464.97
2023-06-26,30230.31
2023-06-27,30716.04
2023-06-28,30075.46
2023-06-29,30468.35
2023-06-30,30487.91
2023-07-01,30589.64
2023-07-02,30710.08
2023-07-03,31123.74
2023-07-04,30845.74
2023-07-05,30498.52
2023-07-06,29921.78
2023-07-07,30334.0
2023-07-08,30268.21
2023-07-09,30174.84
2023-07-10,30355.36
2023-07-11,30621.25
2023-07-12,30412.32
2023-07-13,31495.98
2023-07-14,30326.7
2023-07-15,30293.24
2023-07-16,30263.42
2023-07-17,30159.11
2023-07-18,29865.92
2023-07-19,29922.5
2023-07-20,29810.86
2023-07-21,29907.08
2023-07-22,29769.96
2023-07-23,30068.56
2023-07-24,29178.38
2023-07-25,29223.5
2023-07-26,29346.81
2023-07-27,29216.72
2023-07-28,29318.41
2023-07-29,29358.38
2023-07-30,29269.22
2023-07-31,29229.54
2023-08-01,29696.3
2023-08-02,29144.06
2023-08-03,29182.17
2023-08-04,29077.64
2023-08-05,29052.01
2023-08-06,29054.1
2023-08-07,29181.31
2023-08-08,29761.65
2023-08-09,29588.48
2023-08-10,29439.35
2023-08-11,29400.37
2023-08-12,29411.68
2023-08-13,29282.83
2023-08-14,29410.97
2023-08-15,29170.62
2023-08-16,28703.58
2023-08-17,26632.06
2023-08-18,26052.39
2023-08-19,26114.55
2023-08-20,26182.23
2023-08-21,26117.11
2023-08-22,26032.13
2023-08-23,26409.96
2023-08-24,26167.72
