,index_price
2023-10-26,34212.19
2023-10-27,33857.42
2023-10-28,34093.51
2023-10-29,34594.81
2023-10-30,34525.82
2023-10-31,34672.94
2023-11-01,35417.69
2023-11-02,34912.6
2023-11-03,34732.24
2023-11-04,35134.3
2023-11-05,35072.39
2023-11-06,35041.09
2023-11-07,35448.19
2023-11-08,35664.4
2023-11-09,36764.45
2023-11-10,37379.35
2023-11-11,36861.16
2023-11-12,37082.1
2023-11-13,36541.51
2023-11-14,35550.31
2023-11-15,37907.64
2023-11-16,36149.53
2023-11-17,36589.58
2023-11-18,36586.37
2023-11-19,37436.81
2023-11-20,37479.6
2023-11-21,35761.22
2023-11-22,37398.79
2023-11-23,37319.45
2023-11-24,37737.78
2023-11-25,37799.93
2023-11-26,37510.0
2023-11-27,37257.36
2023-11-28,37798.1
2023-11-29,37812.8
2023-11-30,37732.83
2023-12-01,38698.11
2023-12-02,39473.18
2023-12-03,39983.9
2023-12-04,41987.12
2023-12-05,44111.74
2023-12-06,43726.6
2023-12-07,43267.22
2023-12-08,44218.04
2023-12-09,43718.01
2023-12-10,43780.15
2023-12-11,41234.3
2023-12-12,41447.09
2023-12-13,42888.58
2023-12-14,43020.39
2023-12-15,41927.27
2023-12-16,42204.97
2023-12-17,41343.27
2023-12-18,42653.56
2023-12-19,42281.86
2023-12-20,43646.94
2023-12-21,43836.66
2023-12-22,43973.35
2023-12-23,43760.47
2023-12-24,42991.83
2023-12-25,43636.81
2023-12-26,42482.92
2023-12-27,43450.65
2023-12-28,42687.63
2023-12-29,42078.06
2023-12-30,42142.83
2023-12-31,42224.71
2024-01-01,44170.03
2024-01-02,44855.77
2024-01-03,42862.96
2024-01-04,44194.09
2024-01-05,44153.45
2024-01-06,43784.15
2024-01-07,43939.51
2024-01-08,46932.56
2024-01-09,46105.0
2024-01-10,46653.63
2024-01-11,46410.01
2024-01-12,42785.26
2024-01-13,42844.01
2024-01-14,41809.24
2024-01-15,42536.66
2024-01-16,43131.19
2024-01-17,42704.92
2024-01-18,41273.73
2024-01-19,41605.53
2024-01-20,41656.32
2024-01-21,41545.99
2024-01-22,39486.08
2024-01-23,39860.75
2024-01-24,40073.42
2024-01-25,39921.75
