,index_price
2021-11-25,58855.04
2021-11-26,53588.58
2021-11-27,54432.98
2021-11-28,57273.09
2021-11-29,57803.3
2021-11-30,57347.6
2021-12-01,57233.49
2021-12-02,56589.28
2021-12-03,53820.76
2021-12-04,49165.95
2021-12-05,49336.07
2021-12-06,50471.95
2021-12-07,50361.34
2021-12-08,50506.8
2021-12-09,47923.89
2021-12-10,46984.45
2021-12-11,49447.8
2021-12-12,50118.59
2021-12-13,46927.03
2021-12-14,48413.8
2021-12-15,48904.56
2021-12-16,47681.36
2021-12-17,45710.74
2021-12-18,46743.09
2021-12-19,47502.72
2021-12-20,46831.22
2021-12-21,49080.65
2021-12-22,48999.05
2021-12-23,50639.45
2021-12-24,50885.85
2021-12-25,50642.25
2021-12-26,50765.42
2021-12-27,50881.01
2021-12-28,47556.24
2021-12-29,46399.21
2021-12-30,47116.44
2021-12-31,46406.23
2022-01-01,47736.46
2022-01-02,47385.25
2022-01-03,46432.36
2022-01-04,45926.57
2022-01-05,43510.81
2022-01-06,43134.67
2022-01-07,41527.49
2022-01-08,41750.54
2022-01-09,41909.84
2022-01-10,41758.17
2022-01-11,42815.73
2022-01-12,44015.42
2022-01-13,42532.4
2022-01-14,43062.09
2022-01-15,43116.72
2022-01-16,43149.87
2022-01-17,42198.8
2022-01-18,42376.39
2022-01-19,41679.93
2022-01-20,40739.12
2022-01-21,36464.78
2022-01-22,35030.84
2022-01-23,36297.92
2022-01-24,36680.54
2022-01-25,36969.61
2022-01-26,36822.3
2022-01-27,37157.4
2022-01-28,37746.21
2022-01-29,38198.74
2022-01-30,37919.22
2022-01-31,38528.53
2022-02-01,38725.76
2022-02-02,36930.65
2022-02-03,37291.67
2022-02-04,41572.67
2022-02-05,41537.31
2022-02-06,42406.5
2022-02-07,43904.06
2022-02-08,44085.88
2022-02-09,44418.34
2022-02-10,43543.1
2022-02-11,42415.36
2022-02-12,42217.09
2022-02-13,42195.41
2022-02-14,42567.79
2022-02-15,44551.47
2022-02-16,43914.49
2022-02-17,40570.87
2022-02-18,40084.46
2022-02-19,40130.48
2022-02-20,38387.08
2022-02-21,37026.2
2022-02-22,38364.84
2022-02-23,37256.98
2022-02-24,38376.74
