,index_price
2021-04-29,53595.06
2021-04-30,58012.27
2021-05-01,57848.56
2021-05-02,56733.81
2021-05-03,57371.58
2021-05-04,53190.99
2021-05-05,57300.87
2021-05-06,56791.12
2021-05-07,57313.11
2021-05-08,58803.75
2021-05-09,58205.37
2021-05-10,55846.82
2021-05-11,56825.08
2021-05-12,48626.77
2021-05-13,49463.0
2021-05-14,49879.47
2021-05-15,47003.55
2021-05-16,45943.56
2021-05-17,43464.87
2021-05-18,43199.34
2021-05-19,36784.9
2021-05-20,40493.14
2021-05-21,37367.49
2021-05-22,37455.83
2021-05-23,34837.22
2021-05-24,38758.41
2021-05-25,38127.51
2021-05-26,39274.36
2021-05-27,38636.58
2021-05-28,35715.1
2021-05-29,34611.49
2021-05-30,35631.16
2021-05-31,37352.75
2021-06-01,36783.35
2021-06-02,37645.02
2021-06-03,38817.98
2021-06-04,36832.33
2021-06-05,35397.6
2021-06-06,35715.75
2021-06-07,33623.7
2021-06-08,33449.33
2021-06-09,37381.2
2021-06-10,36900.76
2021-06-11,37210.99
2021-06-12,35787.45
2021-06-13,38763.39
2021-06-14,40486.82
2021-06-15,40243.55
2021-06-16,38316.09
2021-06-17,38099.78
2021-06-18,35818.12
2021-06-19,35556.94
2021-06-20,35685.19
2021-06-21,31688.16
2021-06-22,32451.65
2021-06-23,33652.39
2021-06-24,34744.32
2021-06-25,31602.84
2021-06-26,32127.69
2021-06-27,34701.66
2021-06-28,34482.1
2021-06-29,35869.82
2021-06-30,35076.72
2021-07-01,33552.88
2021-07-02,33869.42
2021-07-03,34682.15
2021-07-04,35434.6
2021-07-05,33717.13
2021-07-06,34283.36
2021-07-07,33828.15
2021-07-08,32897.3
2021-07-09,33786.63
2021-07-10,33643.78
2021-07-11,34245.8
2021-07-12,33213.8
2021-07-13,32720.65
2021-07-14,32817.22
2021-07-15,31883.49
2021-07-16,31419.81
2021-07-17,31585.88
2021-07-18,31822.91
2021-07-19,30811.13
2021-07-20,29801.88
2021-07-21,32162.85
2021-07-22,32326.86
2021-07-23,33593.97
2021-07-24,34287.45
2021-07-25,35420.29
2021-07-26,37293.11
2021-07-27,39453.18
2021-07-28,40013.67
2021-07-29,40026.87
