,index_price
2024-01-18,41260.77
2024-01-19,41557.37
2024-01-20,41750.04
2024-01-21,41514.63
2024-01-22,39594.67
2024-01-23,39867.66
2024-01-24,39640.52
2024-01-25,39884.45
2024-01-26,41861.43
2024-01-27,42174.34
2024-01-28,41776.37
2024-01-29,43287.37
2024-01-30,42815.28
2024-01-31,42613.92
2024-02-01,43155.46
2024-02-02,43026.65
2024-02-03,43050.5
2024-02-04,42542.24
2024-02-05,42649.99
2024-02-06,43119.43
2024-02-07,44174.68
2024-02-08,45339.2
2024-02-09,47113.83
2024-02-10,47768.67
2024-02-11,48161.86
2024-02-12,49960.25
2024-02-13,49773.7
2024-02-14,51858.53
2024-02-15,51945.12
2024-02-16,52143.21
2024-02-17,51713.82
2024-02-18,52319.92
2024-02-19,51728.67
2024-02-20,52271.87
2024-02-21,51847.98
2024-02-22,51235.44
2024-02-23,50811.2
2024-02-24,51613.58
2024-02-25,51674.91
2024-02-26,54527.97
2024-02-27,57005.07
2024-02-28,62513.12
2024-02-29,61325.24
2024-03-01,62536.15
2024-03-02,62073.94
2024-03-03,63139.23
2024-03-04,68343.45
2024-03-05,63871.0
2024-03-06,66067.36
2024-03-07,67009.2
2024-03-08,68298.84
2024-03-09,68509.29
2024-03-10,69010.52
2024-03-11,72119.27
2024-03-12,71496.86
2024-03-13,73125.72
2024-03-14,71396.05
2024-03-15,69606.48
2024-03-16,65227.11
2024-03-17,68521.86
2024-03-18,67894.07
