,index_price
2020-01-01,7188.32
2020-01-02,6944.64
2020-01-03,7328.15
2020-01-04,7330.17
2020-01-05,7377.38
2020-01-06,7760.0
2020-01-07,8170.5
2020-01-08,8054.79
2020-01-09,7809.73
2020-01-10,8172.36
2020-01-11,8055.29
2020-01-12,8176.26
2020-01-13,8132.72
2020-01-14,8848.02
2020-01-15,8818.64
2020-01-16,8714.34
2020-01-17,8841.68
2020-01-18,8927.22
2020-01-19,8638.98
2020-01-20,8620.54
2020-01-21,8736.83
2020-01-22,8657.45
2020-01-23,8350.47
2020-01-24,8437.7
2020-01-25,8381.81
2020-01-26,8566.53
2020-01-27,8903.48
2020-01-28,9365.72
2020-01-29,9334.61
2020-01-30,9508.15
2020-01-31,9319.63
2020-02-01,9359.71
2020-02-02,9349.14
2020-02-03,9277.73
2020-02-04,9170.44
2020-02-05,9623.36
2020-02-06,9682.0
2020-02-07,9812.89
2020-02-08,9911.8
2020-02-09,10158.55
2020-02-10,9844.96
2020-02-11,10277.01
2020-02-12,10354.69
2020-02-13,10248.14
2020-02-14,10353.68
2020-02-15,9929.31
2020-02-16,9948.1
2020-02-17,9674.29
2020-02-18,10170.94
2020-02-19,9592.63
2020-02-20,9607.52
2020-02-21,9656.67
2020-02-22,9672.38
2020-02-23,9993.67
2020-02-24,9646.0
2020-02-25,9362.02
2020-02-26,8813.26
2020-02-27,8803.0
2020-02-28,8773.73
2020-02-29,8550.67
2020-03-01,8549.75
2020-03-02,8941.08
2020-03-03,8778.8
2020-03-04,8746.65
2020-03-05,9065.72
2020-03-06,9153.55
2020-03-07,8880.61
2020-03-08,8011.18
2020-03-09,7883.77
2020-03-10,7905.99
2020-03-11,7934.75
2020-03-12,4854.28
2020-03-13,5562.62
2020-03-14,5165.95
2020-03-15,5341.51
2020-03-16,5006.97
2020-03-17,5367.98
2020-03-18,5383.23
2020-03-19,6198.78
2020-03-20,6195.76
2020-03-21,6197.83
2020-03-22,5832.94
2020-03-23,6514.94
2020-03-24,6784.13
2020-03-25,6684.56
2020-03-26,6717.67
2020-03-27,6372.55
2020-03-28,6261.76
2020-03-29,5914.71
2020-03-30,6448.55
2020-03-31,6450.66
2020-04-01,6681.94
2020-04-02,6864.06
2020-04-03,6745.26
2020-04-04,6874.02
2020-04-05,6795.57
2020-04-06,7333.8
2020-04-07,7185.28
2020-04-08,7369.88
2020-04-09,7299.38
2020-04-10,6941.82
2020-04-11,6884.28
2020-04-12,6935.69
2020-04-13,6846.44
2020-04-14,6876.53
2020-04-15,6619.11
2020-04-16,7107.5
2020-04-17,7122.39
2020-04-18,7251.9
2020-04-19,7186.45
2020-04-20,6862.17
2020-04-21,6908.63
2020-04-22,7125.22
2020-04-23,7464.69
2020-04-24,7506.49
2020-04-25,7531.44
2020-04-26,7693.65
2020-04-27,7784.1
2020-04-28,7772.1
2020-04-29,8766.96
2020-04-30,8687.88
2020-05-01,8887.13
2020-05-02,8988.69
2020-05-03,8904.84
2020-05-04,8887.23
2020-05-05,9025.68
2020-05-06,9219.83
2020-05-07,9987.5
2020-05-08,9816.37
2020-05-09,9552.38
2020-05-10,8767.84
2020-05-11,8589.61
2020-05-12,8810.35
2020-05-13,9335.36
2020-05-14,9785.19
2020-05-15,9255.69
2020-05-16,9386.51
2020-05-17,9671.43
2020-05-18,9737.63
2020-05-19,9791.82
2020-05-20,9510.82
2020-05-21,9042.06
2020-05-22,9162.18
2020-05-23,9175.43
2020-05-24,8727.99
2020-05-25,8894.32
2020-05-26,8831.46
2020-05-27,9183.1
2020-05-28,9570.52
2020-05-29,9426.77
2020-05-30,9697.58
2020-05-31,9465.43
2020-06-01,10207.99
2020-06-02,9520.75
2020-06-03,9663.17
2020-06-04,9790.82
2020-06-05,9623.96
2020-06-06,9657.8
2020-06-07,9746.67
2020-06-08,9784.36
2020-06-09,9796.79
2020-06-10,9886.11
2020-06-11,9263.23
2020-06-12,9460.95
2020-06-13,9465.29
2020-06-14,9333.39
2020-06-15,9462.82
2020-06-16,9531.63
2020-06-17,9450.81
2020-06-18,9398.9
2020-06-19,9273.25
2020-06-20,9359.08
2020-06-21,9279.2
2020-06-22,9690.66
2020-06-23,9607.42
2020-06-24,9293.67
2020-06-25,9241.68
