,index_price
2023-07-27,29212.22
2023-07-28,29317.46
2023-07-29,29364.65
2023-07-30,29236.57
2023-07-31,29203.91
2023-08-01,29685.41
2023-08-02,29160.71
2023-08-03,29312.26
2023-08-04,29047.92
2023-08-05,29053.0
2023-08-06,29043.33
2023-08-07,29147.0
2023-08-08,29766.48
2023-08-09,29595.22
2023-08-10,29427.37
2023-08-11,29400.37
2023-08-12,29415.03
2023-08-13,29294.42
2023-08-14,29406.84
2023-08-15,29161.01
2023-08-16,28718.51
2023-08-17,26635.06
2023-08-18,26077.99
2023-08-19,26084.27
2023-08-20,26204.17
2023-08-21,26147.04
2023-08-22,25916.81
2023-08-23,26429.92
2023-08-24,26143.45
2023-08-25,26048.19
2023-08-26,26001.32
2023-08-27,26075.29
2023-08-28,26105.56
2023-08-29,27723.68
2023-08-30,27314.92
2023-08-31,25925.16
2023-09-01,25825.77
2023-09-02,25864.23
2023-09-03,25972.97
2023-09-04,25803.88
2023-09-05,25784.83
2023-09-06,25758.27
2023-09-07,26254.92
2023-09-08,25906.18
2023-09-09,25887.92
2023-09-10,25831.91
2023-09-11,25134.81
2023-09-12,25851.76
2023-09-13,26218.16
2023-09-14,26556.03
2023-09-15,26652.16
2023-09-16,26538.1
2023-09-17,26533.48
2023-09-18,26756.44
2023-09-19,27203.64
2023-09-20,27132.47
2023-09-21,26573.01
2023-09-22,26576.67
2023-09-23,26580.44
2023-09-24,26249.3
2023-09-25,26302.2
2023-09-26,26209.8
2023-09-27,26357.28
2023-09-28,27022.7
2023-09-29,26910.67
2023-09-30,26976.61
2023-10-01,27968.9
2023-10-02,27592.42
2023-10-03,27459.35
2023-10-04,27795.49
2023-10-05,27442.0
2023-10-06,27955.28
2023-10-07,27963.19
2023-10-08,27937.45
2023-10-09,27594.24
2023-10-10,27440.9
2023-10-11,26875.01
2023-10-12,26759.02
2023-10-13,26855.88
2023-10-14,26862.68
2023-10-15,27163.06
2023-10-16,28520.76
2023-10-17,28419.18
2023-10-18,28324.2
2023-10-19,28698.02
2023-10-20,29673.87
2023-10-21,29914.82
2023-10-22,29996.28
2023-10-23,33079.15
2023-10-24,33912.18
2023-10-25,34500.78
2023-10-26,34158.83
