,index_price
2022-09-29,19524.04
2022-09-30,19359.21
2022-10-01,19255.75
2022-10-02,19162.61
2022-10-03,19510.75
2022-10-04,20332.16
2022-10-05,19842.61
2022-10-06,19878.87
2022-10-07,19469.48
2022-10-08,19281.37
2022-10-09,19386.9
2022-10-10,19045.04
2022-10-11,19049.85
2022-10-12,19157.44
2022-10-13,19435.63
2022-10-14,19337.77
2022-10-15,19132.63
2022-10-16,19151.18
2022-10-17,19572.88
2022-10-18,19335.4
2022-10-19,19114.56
2022-10-20,19039.02
2022-10-21,19178.51
2022-10-22,19222.11
2022-10-23,19571.23
2022-10-24,19204.4
2022-10-25,20066.04
2022-10-26,20785.14
2022-10-27,20219.52
2022-10-28,20718.83
2022-10-29,20891.79
2022-10-30,20531.2
2022-10-31,20501.99
2022-11-01,20473.47
2022-11-02,20153.61
2022-11-03,20206.19
2022-11-04,21188.45
2022-11-05,21336.33
2022-11-06,21222.51
2022-11-07,20625.19
2022-11-08,18402.4
2022-11-09,15786.33
2022-11-10,17790.97
2022-11-11,16782.11
2022-11-12,16799.19
2022-11-13,16347.65
2022-11-14,16385.46
2022-11-15,16832.71
2022-11-16,16521.63
2022-11-17,16603.55
2022-11-18,16606.8
2022-11-19,16693.5
2022-11-20,16172.78
2022-11-21,15499.39
2022-11-22,16206.52
2022-11-23,16483.41
2022-11-24,16591.93
2022-11-25,16518.03
2022-11-26,16407.68
2022-11-27,16465.85
2022-11-28,16230.48
2022-11-29,16371.39
2022-11-30,17093.43
2022-12-01,16936.1
2022-12-02,16910.63
2022-12-03,16979.01
2022-12-04,17095.15
2022-12-05,16946.62
2022-12-06,16957.31
2022-12-07,16830.94
2022-12-08,17240.05
2022-12-09,17117.63
2022-12-10,17159.52
2022-12-11,17244.19
2022-12-12,17221.15
2022-12-13,17759.61
2022-12-14,17944.41
2022-12-15,17368.75
2022-12-16,16558.56
2022-12-17,16769.0
2022-12-18,16707.3
2022-12-19,16376.74
2022-12-20,16856.68
2022-12-21,16766.79
2022-12-22,16611.18
2022-12-23,16836.5
2022-12-24,16830.76
2022-12-25,16777.91
2022-12-26,16914.6
2022-12-27,16620.81
2022-12-28,16484.89
2022-12-29,16625.99
2022-12-30,16606.47
2022-12-31,16567.09
2023-01-01,16607.91
2023-01-02,16699.66
2023-01-03,16674.24
2023-01-04,16819.01
2023-01-05,16832.88
2023-01-06,16961.25
2023-01-07,16937.63
2023-01-08,17133.76
2023-01-09,17222.7
2023-01-10,17444.57
2023-01-11,17865.22
2023-01-12,18856.38
2023-01-13,19872.29
2023-01-14,20986.38
2023-01-15,20868.03
2023-01-16,21162.73
2023-01-17,21215.47
2023-01-18,20701.82
2023-01-19,20946.9
2023-01-20,22657.81
2023-01-21,22775.2
2023-01-22,22592.01
2023-01-23,22897.52
2023-01-24,22716.62
2023-01-25,23160.13
2023-01-26,22985.98
2023-01-27,23064.53
2023-01-28,23005.83
2023-01-29,23762.94
2023-01-30,22717.16
2023-01-31,23290.91
2023-02-01,23731.96
2023-02-02,23479.86
2023-02-03,23444.63
2023-02-04,23412.33
2023-02-05,22966.68
2023-02-06,22646.49
2023-02-07,23239.56
2023-02-08,22932.23
2023-02-09,21783.0
2023-02-10,21716.63
2023-02-11,21672.61
2023-02-12,21724.37
2023-02-13,21795.99
2023-02-14,22193.55
2023-02-15,24335.51
2023-02-16,23585.7
2023-02-17,24570.44
2023-02-18,24616.79
2023-02-19,24524.32
2023-02-20,24704.49
2023-02-21,24382.67
2023-02-22,24201.36
2023-02-23,23848.04
2023-02-24,23138.86
2023-02-25,23015.32
2023-02-26,23661.96
2023-02-27,23269.71
2023-02-28,23169.98
2023-03-01,23538.35
2023-03-02,23495.79
2023-03-03,22372.04
2023-03-04,22227.31
2023-03-05,22445.36
