,index_price
2020-11-26,17277.66
2020-11-27,17117.02
2020-11-28,17710.13
2020-11-29,18154.09
2020-11-30,19493.49
2020-12-01,18844.5
2020-12-02,19134.44
2020-12-03,19503.36
2020-12-04,18700.96
2020-12-05,19045.78
2020-12-06,19358.71
2020-12-07,19108.64
2020-12-08,18332.46
2020-12-09,18557.96
2020-12-10,18364.97
2020-12-11,18051.78
2020-12-12,18826.65
2020-12-13,19098.77
2020-12-14,19277.09
2020-12-15,19426.05
2020-12-16,21388.93
2020-12-17,22644.55
2020-12-18,22973.27
2020-12-19,23856.8
2020-12-20,23487.7
2020-12-21,23024.4
2020-12-22,23834.73
2020-12-23,23272.3
2020-12-24,23650.44
2020-12-25,24655.87
2020-12-26,26371.82
2020-12-27,26391.5
2020-12-28,27031.1
2020-12-29,27385.95
2020-12-30,28872.93
2020-12-31,28846.49
2021-01-01,29395.44
2021-01-02,32124.46
2021-01-03,32741.79
2021-01-04,32019.49
2021-01-05,33968.7
2021-01-06,36867.2
2021-01-07,39371.11
2021-01-08,40791.34
2021-01-09,40140.63
2021-01-10,38463.2
2021-01-11,35449.54
2021-01-12,33786.79
2021-01-13,37289.89
2021-01-14,39208.18
2021-01-15,36772.61
2021-01-16,36170.94
2021-01-17,35823.47
2021-01-18,36757.45
2021-01-19,35952.87
2021-01-20,35587.59
2021-01-21,30678.11
2021-01-22,33023.84
2021-01-23,32032.97
2021-01-24,32264.25
2021-01-25,32229.63
2021-01-26,32529.47
2021-01-27,30340.04
2021-01-28,33333.88
2021-01-29,34371.25
2021-01-30,34323.49
2021-01-31,33180.39
2021-02-01,33543.96
2021-02-02,35547.69
2021-02-03,37711.0
2021-02-04,36988.56
2021-02-05,38076.13
2021-02-06,39325.42
2021-02-07,38889.51
2021-02-08,46452.27
2021-02-09,46592.86
2021-02-10,44974.68
2021-02-11,48001.6
2021-02-12,47405.8
2021-02-13,47098.68
2021-02-14,48748.09
2021-02-15,47985.4
2021-02-16,49151.41
2021-02-17,52131.38
2021-02-18,51603.54
2021-02-19,55941.35
2021-02-20,56097.95
2021-02-21,57527.58
2021-02-22,54120.04
2021-02-23,48906.36
2021-02-24,49697.85
2021-02-25,46996.74
