,index_price
2020-02-27,8792.13
2020-02-28,8782.12
2020-02-29,8529.83
2020-03-01,8553.69
2020-03-02,8902.71
2020-03-03,8741.97
2020-03-04,8753.09
2020-03-05,9067.02
2020-03-06,9093.25
2020-03-07,8881.09
2020-03-08,8032.57
2020-03-09,7906.72
2020-03-10,7900.8
2020-03-11,7933.16
2020-03-12,4967.07
2020-03-13,5623.54
2020-03-14,5171.92
2020-03-15,5374.18
2020-03-16,5039.33
2020-03-17,5339.81
2020-03-18,5408.46
2020-03-19,6166.9
2020-03-20,6218.68
2020-03-21,6222.67
2020-03-22,5815.66
2020-03-23,6485.56
2020-03-24,6764.53
2020-03-25,6707.69
2020-03-26,6756.2
2020-03-27,6373.77
2020-03-28,6210.63
2020-03-29,5923.39
2020-03-30,6395.89
2020-03-31,6428.28
2020-04-01,6651.52
2020-04-02,6776.98
2020-04-03,6730.76
2020-04-04,6866.68
2020-04-05,6793.51
2020-04-06,7346.21
2020-04-07,7185.53
2020-04-08,7387.68
2020-04-09,7297.9
2020-04-10,6863.2
2020-04-11,6879.16
2020-04-12,6905.56
2020-04-13,6857.01
2020-04-14,6895.13
2020-04-15,6623.16
2020-04-16,7104.56
2020-04-17,7027.87
2020-04-18,7250.41
2020-04-19,7125.93
2020-04-20,6861.11
2020-04-21,6854.03
2020-04-22,7134.9
2020-04-23,7466.74
