,index_price
2021-09-23,44810.34
2021-09-24,42166.35
2021-09-25,42598.84
2021-09-26,43256.73
2021-09-27,42722.55
2021-09-28,40944.97
2021-09-29,41816.54
2021-09-30,43916.68
2021-10-01,48234.11
2021-10-02,48064.24
2021-10-03,48865.45
2021-10-04,49089.67
2021-10-05,51710.83
2021-10-06,55029.08
2021-10-07,53778.45
2021-10-08,54343.02
2021-10-09,54790.92
2021-10-10,56207.41
2021-10-11,57180.08
2021-10-12,55422.58
2021-10-13,57469.15
2021-10-14,57599.76
2021-10-15,62285.22
2021-10-16,60870.02
2021-10-17,60328.98
2021-10-18,62040.6
2021-10-19,63969.56
2021-10-20,66014.55
2021-10-21,62835.7
2021-10-22,60756.33
2021-10-23,61283.96
2021-10-24,60911.64
2021-10-25,63076.18
2021-10-26,60366.32
2021-10-27,58820.12
2021-10-28,61616.76
2021-10-29,62559.64
2021-10-30,61514.52
2021-10-31,61619.61
2021-11-01,61052.22
2021-11-02,63106.3
2021-11-03,63065.98
2021-11-04,61300.95
2021-11-05,61136.39
2021-11-06,61370.05
2021-11-07,62877.25
2021-11-08,67577.72
2021-11-09,67305.85
2021-11-10,64955.09
2021-11-11,65114.36
2021-11-12,64193.31
2021-11-13,64313.64
2021-11-14,64992.62
2021-11-15,63810.69
2021-11-16,60307.53
2021-11-17,59994.62
2021-11-18,56673.2
2021-11-19,57937.18
2021-11-20,59464.1
2021-11-21,59397.37
2021-11-22,56474.2
2021-11-23,57647.2
2021-11-24,57383.97
2021-11-25,59307.31
2021-11-26,54390.18
2021-11-27,54806.08
2021-11-28,57287.49
2021-11-29,58309.41
2021-11-30,57277.81
2021-12-01,57228.33
2021-12-02,56813.17
2021-12-03,53799.15
2021-12-04,49262.72
2021-12-05,49228.18
2021-12-06,50594.1
2021-12-07,51351.84
2021-12-08,50657.12
2021-12-09,47956.69
2021-12-10,47080.76
2021-12-11,48654.32
2021-12-12,50079.11
2021-12-13,46967.66
2021-12-14,48073.55
2021-12-15,49031.7
2021-12-16,48260.13
2021-12-17,45977.98
2021-12-18,47061.74
2021-12-19,46841.44
2021-12-20,46634.39
2021-12-21,48990.26
2021-12-22,48777.33
2021-12-23,50777.88
2021-12-24,50838.39
2021-12-25,50614.06
2021-12-26,51090.0
2021-12-27,51029.29
2021-12-28,47650.83
2021-12-29,46246.69
2021-12-30,47112.7
2021-12-31,46407.15
2022-01-01,47523.76
2022-01-02,46949.02
2022-01-03,45876.68
2022-01-04,46164.23
2022-01-05,43491.86
2022-01-06,43453.38
2022-01-07,41548.43
2022-01-08,42195.32
2022-01-09,41870.05
2022-01-10,41766.14
2022-01-11,42820.88
2022-01-12,43992.0
2022-01-13,42845.09
2022-01-14,43074.42
2022-01-15,43163.67
2022-01-16,43222.62
2022-01-17,42147.4
2022-01-18,41556.54
2022-01-19,41716.84
2022-01-20,40688.64
2022-01-21,36374.59
2022-01-22,34880.0
2022-01-23,36268.73
2022-01-24,36744.59
2022-01-25,36787.63
2022-01-26,36892.91
2022-01-27,36970.03
2022-01-28,37909.54
2022-01-29,38082.9
2022-01-30,37585.9
2022-01-31,38469.62
2022-02-01,38832.91
2022-02-02,37032.34
2022-02-03,37029.04
2022-02-04,41706.14
2022-02-05,41420.48
2022-02-06,42490.27
2022-02-07,43901.71
2022-02-08,42751.02
2022-02-09,44580.19
2022-02-10,43565.76
2022-02-11,42088.87
2022-02-12,41984.48
2022-02-13,42357.92
2022-02-14,42120.55
2022-02-15,44534.45
2022-02-16,44184.89
2022-02-17,40730.25
2022-02-18,40065.81
2022-02-19,40093.08
2022-02-20,38530.19
2022-02-21,37005.97
2022-02-22,38360.18
2022-02-23,37691.77
2022-02-24,38339.41
2022-02-25,39461.57
2022-02-26,39123.6
2022-02-27,37730.68
2022-02-28,43193.86
2022-03-01,44288.24
2022-03-02,43939.78
2022-03-03,42532.4
2022-03-04,38956.92
2022-03-05,39424.18
2022-03-06,38412.36
2022-03-07,38303.82
2022-03-08,38750.57
2022-03-09,41993.45
2022-03-10,39422.12
2022-03-11,38783.37
2022-03-12,39101.74
2022-03-13,37788.06
2022-03-14,39585.62
2022-03-15,39451.53
2022-03-16,40922.85
2022-03-17,40830.34
2022-03-18,41789.76
2022-03-19,42356.92
2022-03-20,41229.8
2022-03-21,41066.18
2022-03-22,42521.97
2022-03-23,42762.96
2022-03-24,43948.67
2022-03-25,44384.26
2022-03-26,44516.84
2022-03-27,46864.11
2022-03-28,46916.65
2022-03-29,47067.26
2022-03-30,47007.43
2022-03-31,45540.69
2022-04-01,46278.49
2022-04-02,45895.15
2022-04-03,46451.29
2022-04-04,46802.18
2022-04-05,45681.07
2022-04-06,43160.34
2022-04-07,43501.68
2022-04-08,42378.33
2022-04-09,42676.69
2022-04-10,42184.32
2022-04-11,39480.92
2022-04-12,40144.71
2022-04-13,41156.02
2022-04-14,39905.34
2022-04-15,40577.85
2022-04-16,40408.47
2022-04-17,39666.94
2022-04-18,40763.49
2022-04-19,41483.5
2022-04-20,41397.09
2022-04-21,40541.26
2022-04-22,39789.12
2022-04-23,39504.59
2022-04-24,39518.78
2022-04-25,40463.5
2022-04-26,38397.81
2022-04-27,39190.59
2022-04-28,39704.99
2022-04-29,38598.68
2022-04-30,37700.5
2022-05-01,38465.05
2022-05-02,38543.46
2022-05-03,37779.44
2022-05-04,39691.57
2022-05-05,36456.35
2022-05-06,36017.76
2022-05-07,35499.52
2022-05-08,34120.38
2022-05-09,30066.49
2022-05-10,30964.3
2022-05-11,28970.64
2022-05-12,29082.5
2022-05-13,29385.78
2022-05-14,30060.92
2022-05-15,31314.47
2022-05-16,29984.13
2022-05-17,30502.23
2022-05-18,28689.7
2022-05-19,30285.94
2022-05-20,29167.09
2022-05-21,29400.45
2022-05-22,30354.16
