,index_price
2021-01-29,34476.53
2021-01-30,34584.34
2021-01-31,33078.88
2021-02-01,33487.15
2021-02-02,35640.35
2021-02-03,37472.69
2021-02-04,37345.52
2021-02-05,37942.89
2021-02-06,39183.93
2021-02-07,38943.77
2021-02-08,46419.87
2021-02-09,46626.54
2021-02-10,44974.68
2021-02-11,47374.83
2021-02-12,47484.28
2021-02-13,47177.07
2021-02-14,49062.85
2021-02-15,48252.21
2021-02-16,49130.1
2021-02-17,52315.91
2021-02-18,51672.95
2021-02-19,55908.2
2021-02-20,55778.17
2021-02-21,57328.48
2021-02-22,54370.1
2021-02-23,48890.89
2021-02-24,49545.64
2021-02-25,47131.47
2021-02-26,46290.18
2021-02-27,45647.87
2021-02-28,44981.26
2021-03-01,49529.69
2021-03-02,48096.83
2021-03-03,50392.83
2021-03-04,48391.17
2021-03-05,48895.83
2021-03-06,48876.23
2021-03-07,51425.85
2021-03-08,52086.71
2021-03-09,54752.4
2021-03-10,56032.09
2021-03-11,57768.79
2021-03-12,57272.37
2021-03-13,61358.9
2021-03-14,58994.65
2021-03-15,55645.38
2021-03-16,56152.93
2021-03-17,58871.56
2021-03-18,57739.94
2021-03-19,58126.44
2021-03-20,58057.21
2021-03-21,57343.69
2021-03-22,54151.68
2021-03-23,54355.16
2021-03-24,52394.65
2021-03-25,51455.25
2021-03-26,54912.58
2021-03-27,55799.06
2021-03-28,55770.91
2021-03-29,57670.07
2021-03-30,58696.47
2021-03-31,58818.54
2021-04-01,58956.06
2021-04-02,59049.39
2021-04-03,57103.63
2021-04-04,58177.14
2021-04-05,59062.89
2021-04-06,58090.91
2021-04-07,55904.48
2021-04-08,58069.6
2021-04-09,58143.99
2021-04-10,59762.88
2021-04-11,59864.8
2021-04-12,59858.85
2021-04-13,63629.62
2021-04-14,62992.28
2021-04-15,63231.53
2021-04-16,61561.08
2021-04-17,60061.42
2021-04-18,56288.77
2021-04-19,55685.46
2021-04-20,56486.68
2021-04-21,53820.16
2021-04-22,51756.09
2021-04-23,51183.86
2021-04-24,50072.34
2021-04-25,49053.21
2021-04-26,54058.11
2021-04-27,54973.73
2021-04-28,54812.17
2021-04-29,53577.58
