,index_price
2020-05-28,9568.86
2020-05-29,9427.62
2020-05-30,9696.43
2020-05-31,9423.06
2020-06-01,10264.92
2020-06-02,9514.49
2020-06-03,9661.29
2020-06-04,9794.86
2020-06-05,9680.24
2020-06-06,9696.87
2020-06-07,9740.12
2020-06-08,9789.86
2020-06-09,9766.23
2020-06-10,9893.15
2020-06-11,9280.44
2020-06-12,9443.82
2020-06-13,9450.86
2020-06-14,9355.32
2020-06-15,9452.44
2020-06-16,9521.59
2020-06-17,9456.89
2020-06-18,9398.65
2020-06-19,9326.8
2020-06-20,9356.72
2020-06-21,9290.26
2020-06-22,9691.46
2020-06-23,9616.17
2020-06-24,9291.31
2020-06-25,9241.03
2020-06-26,9153.4
2020-06-27,9004.77
2020-06-28,9105.6
2020-06-29,9173.61
2020-06-30,9141.68
2020-07-01,9248.08
2020-07-02,9092.93
2020-07-03,9069.38
2020-07-04,9123.58
2020-07-05,9080.34
2020-07-06,9346.69
2020-07-07,9256.62
2020-07-08,9449.69
2020-07-09,9233.91
2020-07-10,9311.21
2020-07-11,9240.33
2020-07-12,9288.96
2020-07-13,9232.89
2020-07-14,9256.72
2020-07-15,9192.18
2020-07-16,9129.89
2020-07-17,9156.46
2020-07-18,9177.25
2020-07-19,9214.53
2020-07-20,9163.42
2020-07-21,9386.51
2020-07-22,9536.42
2020-07-23,9606.24
2020-07-24,9553.37
2020-07-25,9714.63
2020-07-26,9940.99
2020-07-27,11048.71
2020-07-28,10933.0
2020-07-29,11108.39
2020-07-30,11137.14
