,index_price
2021-07-29,39549.6
2021-07-30,42095.58
2021-07-31,41896.67
2021-08-01,39866.14
2021-08-02,39213.46
2021-08-03,38305.59
2021-08-04,39825.68
2021-08-05,40901.38
2021-08-06,42732.17
2021-08-07,44721.75
2021-08-08,44132.77
2021-08-09,46213.83
2021-08-10,45597.02
2021-08-11,45721.43
2021-08-12,44234.74
2021-08-13,47672.28
2021-08-14,47001.34
2021-08-15,47021.23
2021-08-16,46147.97
2021-08-17,44808.97
2021-08-18,44678.72
2021-08-19,46542.06
2021-08-20,49083.17
2021-08-21,49313.44
2021-08-22,49340.69
2021-08-23,49467.3
2021-08-24,47753.29
2021-08-25,49002.69
2021-08-26,47214.41
2021-08-27,49067.21
2021-08-28,48845.17
2021-08-29,48918.09
2021-08-30,47030.03
2021-08-31,47275.23
2021-09-01,48812.94
2021-09-02,49561.84
2021-09-03,49731.36
2021-09-04,49947.54
2021-09-05,51641.3
2021-09-06,52690.78
2021-09-07,46804.16
2021-09-08,46074.61
2021-09-09,46572.73
2021-09-10,44731.65
2021-09-11,44995.89
2021-09-12,46216.08
2021-09-13,45007.88
2021-09-14,46972.54
2021-09-15,48198.54
2021-09-16,47796.08
2021-09-17,47081.25
2021-09-18,48202.83
2021-09-19,47314.33
2021-09-20,42851.84
2021-09-21,40691.88
2021-09-22,43636.08
2021-09-23,44871.98
2021-09-24,42781.93
2021-09-25,42667.35
2021-09-26,43210.86
2021-09-27,42338.84
2021-09-28,40968.46
2021-09-29,41463.48
2021-09-30,43813.08
2021-10-01,48158.7
2021-10-02,47743.15
2021-10-03,48208.76
2021-10-04,49104.57
2021-10-05,51577.55
2021-10-06,55393.89
2021-10-07,53734.44
2021-10-08,53835.35
2021-10-09,55008.44
2021-10-10,54676.94
2021-10-11,57479.43
2021-10-12,55966.17
2021-10-13,57359.02
2021-10-14,57375.27
2021-10-15,61666.32
2021-10-16,60989.32
2021-10-17,61513.32
2021-10-18,62025.01
2021-10-19,64261.82
2021-10-20,66042.41
2021-10-21,62422.78
2021-10-22,60698.22
2021-10-23,61289.29
2021-10-24,60898.65
2021-10-25,63001.85
2021-10-26,60319.49
2021-10-27,58488.35
2021-10-28,60512.84
