,index_price
2022-12-29,16600.74
2022-12-30,16516.83
2022-12-31,16553.22
2023-01-01,16593.46
2023-01-02,16736.62
2023-01-03,16666.39
2023-01-04,16825.44
2023-01-05,16824.4
2023-01-06,16960.51
2023-01-07,16938.43
2023-01-08,16958.95
2023-01-09,17160.82
2023-01-10,17434.3
2023-01-11,17935.75
2023-01-12,18779.22
2023-01-13,19882.87
2023-01-14,21010.28
2023-01-15,20862.19
2023-01-16,21140.98
2023-01-17,21134.19
2023-01-18,20743.96
2023-01-19,21108.9
2023-01-20,22651.85
2023-01-21,22762.28
2023-01-22,22732.93
2023-01-23,22910.94
2023-01-24,22811.53
2023-01-25,23079.8
2023-01-26,23075.54
2023-01-27,23092.1
2023-01-28,23006.04
2023-01-29,23735.86
2023-01-30,22729.05
2023-01-31,22927.0
2023-02-01,23730.06
2023-02-02,23547.12
2023-02-03,23455.15
2023-02-04,23274.86
2023-02-05,22836.34
2023-02-06,22682.03
2023-02-07,22861.78
2023-02-08,22966.85
2023-02-09,21807.0
2023-02-10,21607.36
2023-02-11,21656.19
2023-02-12,21721.52
2023-02-13,21633.18
2023-02-14,22204.72
2023-02-15,24313.32
2023-02-16,23797.0
2023-02-17,24597.54
2023-02-18,24732.76
2023-02-19,24438.32
2023-02-20,24832.83
2023-02-21,24198.63
2023-02-22,24183.28
2023-02-23,24009.27
2023-02-24,23156.72
2023-02-25,22854.69
2023-02-26,23587.33
2023-02-27,23519.73
2023-02-28,23043.98
2023-03-01,23350.49
2023-03-02,23421.59
2023-03-03,22331.21
2023-03-04,22228.61
2023-03-05,22356.23
2023-03-06,22392.96
2023-03-07,22103.82
2023-03-08,21726.59
2023-03-09,20410.31
2023-03-10,20300.42
2023-03-11,20469.17
2023-03-12,22177.46
2023-03-13,24090.71
2023-03-14,24644.63
2023-03-15,24399.48
2023-03-16,25047.75
2023-03-17,27554.09
2023-03-18,26981.86
2023-03-19,28200.55
2023-03-20,27983.61
2023-03-21,28109.32
2023-03-22,27340.18
2023-03-23,28422.73
2023-03-24,27424.71
2023-03-25,27509.83
2023-03-26,28065.92
2023-03-27,27092.53
2023-03-28,27282.41
2023-03-29,28243.98
2023-03-30,27922.65
2023-03-31,28489.43
2023-04-01,28494.24
2023-04-02,28112.89
2023-04-03,27763.38
2023-04-04,28195.62
2023-04-05,28141.22
2023-04-06,27986.41
2023-04-07,27901.71
2023-04-08,27954.77
2023-04-09,28518.11
2023-04-10,29691.4
2023-04-11,30256.83
2023-04-12,29940.14
2023-04-13,30330.22
2023-04-14,30405.14
2023-04-15,30330.69
2023-04-16,30283.18
2023-04-17,29433.44
2023-04-18,30369.23
2023-04-19,28741.72
2023-04-20,28261.93
2023-04-21,27250.65
2023-04-22,27743.24
2023-04-23,27632.15
2023-04-24,27350.15
2023-04-25,28335.54
2023-04-26,28385.25
2023-04-27,29512.08
2023-04-28,29330.37
2023-04-29,29178.04
2023-04-30,29403.62
2023-05-01,27979.38
2023-05-02,28717.1
2023-05-03,29141.48
2023-05-04,28836.08
2023-05-05,29494.89
2023-05-06,28758.11
2023-05-07,28493.17
2023-05-08,27665.79
2023-05-09,27578.41
2023-05-10,27625.18
2023-05-11,26892.07
2023-05-12,26775.09
2023-05-13,26917.37
2023-05-14,26939.3
2023-05-15,27373.57
2023-05-16,27014.85
2023-05-17,27396.94
2023-05-18,26828.8
2023-05-19,26896.6
2023-05-20,27095.52
2023-05-21,26772.07
2023-05-22,26856.32
2023-05-23,27249.21
2023-05-24,26378.05
2023-05-25,26465.32
2023-05-26,26747.22
2023-05-27,26870.17
2023-05-28,28128.11
2023-05-29,27604.6
2023-05-30,27741.58
2023-05-31,27244.89
2023-06-01,26829.17
2023-06-02,27172.66
2023-06-03,27031.06
2023-06-04,27296.11
2023-06-05,25736.49
2023-06-06,27239.49
2023-06-07,26225.59
2023-06-08,26563.16
2023-06-09,26468.93
2023-06-10,25747.64
2023-06-11,26109.59
2023-06-12,25897.4
2023-06-13,25893.94
2023-06-14,25128.45
2023-06-15,25556.35
2023-06-16,26344.57
2023-06-17,26517.66
2023-06-18,26338.85
2023-06-19,26748.66
2023-06-20,28380.93
2023-06-21,30101.51
2023-06-22,29975.68
2023-06-23,30620.3
2023-06-24,30565.37
2023-06-25,30470.88
2023-06-26,30244.21
2023-06-27,30727.76
2023-06-28,30099.96
2023-06-29,30458.99
2023-06-30,30531.92
2023-07-01,30595.83
2023-07-02,30607.07
2023-07-03,31116.27
2023-07-04,30773.9
2023-07-05,30496.15
2023-07-06,29922.37
2023-07-07,30315.27
2023-07-08,30109.13
2023-07-09,30104.28
2023-07-10,30385.7
2023-07-11,30629.82
2023-07-12,30387.8
2023-07-13,31394.17
2023-07-14,30271.21
2023-07-15,30299.26
2023-07-16,30251.45
2023-07-17,30143.21
2023-07-18,29751.02
2023-07-19,29917.59
2023-07-20,29814.02
2023-07-21,29927.13
2023-07-22,29646.38
2023-07-23,30021.02
2023-07-24,29178.18
2023-07-25,29240.46
2023-07-26,29360.23
2023-07-27,29195.46
2023-07-28,29314.85
2023-07-29,29357.49
2023-07-30,29213.27
2023-07-31,29229.69
2023-08-01,29709.06
2023-08-02,29147.13
2023-08-03,29182.17
2023-08-04,29038.48
2023-08-05,29050.15
2023-08-06,29056.1
2023-08-07,29136.58
2023-08-08,29766.38
2023-08-09,29452.27
2023-08-10,29430.78
2023-08-11,29398.5
2023-08-12,29415.95
2023-08-13,29305.99
2023-08-14,29416.24
2023-08-15,29169.55
2023-08-16,28702.64
2023-08-17,26636.84
2023-08-18,26049.72
2023-08-19,26114.73
2023-08-20,26160.7
2023-08-21,26135.49
2023-08-22,26040.98
2023-08-23,26423.58
2023-08-24,26138.53
2023-08-25,26044.76
2023-08-26,26008.3
2023-08-27,26090.02
2023-08-28,26103.83
2023-08-29,27734.41
2023-08-30,27308.27
2023-08-31,25930.33
2023-09-01,25800.33
2023-09-02,25802.78
2023-09-03,25961.34
2023-09-04,25812.3
2023-09-05,25780.65
2023-09-06,25744.47
2023-09-07,26204.65
2023-09-08,25906.23
2023-09-09,25892.99
2023-09-10,25835.71
2023-09-11,25139.09
2023-09-12,25854.06
2023-09-13,26228.19
2023-09-14,26526.2
2023-09-15,26752.42
2023-09-16,26563.15
2023-09-17,26461.62
2023-09-18,26749.55
2023-09-19,27197.83
2023-09-20,27135.6
2023-09-21,26572.45
2023-09-22,26580.24
2023-09-23,26580.44
2023-09-24,26279.06
2023-09-25,26295.78
2023-09-26,26228.8
2023-09-27,26352.82
2023-09-28,27024.76
2023-09-29,26909.87
2023-09-30,26965.9
2023-10-01,27982.94
2023-10-02,27576.62
2023-10-03,27437.55
2023-10-04,27790.02
2023-10-05,27410.24
2023-10-06,27956.61
2023-10-07,27972.26
2023-10-08,27913.31
2023-10-09,27591.53
2023-10-10,27432.01
2023-10-11,26873.18
2023-10-12,26753.4
2023-10-13,26847.08
2023-10-14,26862.65
2023-10-15,27150.72
2023-10-16,28514.51
2023-10-17,28415.63
2023-10-18,28329.34
2023-10-19,28735.5
2023-10-20,29681.92
2023-10-21,29909.81
2023-10-22,29995.93
2023-10-23,33078.69
2023-10-24,33883.19
2023-10-25,34501.0
2023-10-26,34156.88
2023-10-27,33924.17
2023-10-28,34090.69
2023-10-29,34545.8
2023-10-30,34495.93
2023-10-31,34672.94
2023-11-01,35430.84
2023-11-02,34838.4
2023-11-03,34736.26
2023-11-04,35044.62
2023-11-05,35060.04
2023-11-06,35049.83
2023-11-07,35444.58
2023-11-08,35637.54
2023-11-09,36746.21
2023-11-10,37348.15
2023-11-11,37139.87
2023-11-12,37067.09
2023-11-13,36511.05
2023-11-14,35552.74
2023-11-15,37899.83
2023-11-16,36165.52
2023-11-17,36578.21
2023-11-18,36591.25
2023-11-19,37392.98
2023-11-20,37481.97
2023-11-21,35761.22
2023-11-22,37423.51
2023-11-23,37282.67
2023-11-24,37724.66
2023-11-25,37807.82
2023-11-26,37452.01
2023-11-27,37246.95
2023-11-28,37837.27
2023-11-29,37864.98
2023-11-30,37714.58
2023-12-01,38702.23
2023-12-02,39478.78
2023-12-03,39982.54
2023-12-04,41967.61
2023-12-05,44075.37
2023-12-06,43746.25
2023-12-07,43286.76
2023-12-08,44151.57
2023-12-09,43711.87
2023-12-10,43708.2
2023-12-11,41232.06
2023-12-12,41445.6
2023-12-13,42900.65
2023-12-14,42981.57
2023-12-15,41939.54
2023-12-16,42187.74
2023-12-17,41338.65
2023-12-18,42650.17
2023-12-19,42238.01
2023-12-20,43662.01
2023-12-21,43855.91
2023-12-22,43997.13
2023-12-23,43735.24
2023-12-24,43013.58
2023-12-25,43593.6
2023-12-26,42513.61
2023-12-27,43416.13
2023-12-28,42604.66
