,index_price
2021-03-25,52313.88
2021-03-26,55038.25
2021-03-27,56222.78
2021-03-28,55014.53
2021-03-29,57447.0
2021-03-30,59079.72
2021-03-31,59036.68
2021-04-01,58976.22
2021-04-02,59156.75
2021-04-03,57314.4
2021-04-04,57781.99
2021-04-05,58978.98
2021-04-06,58118.88
2021-04-07,55551.8
2021-04-08,57849.4
2021-04-09,58068.71
2021-04-10,58869.38
2021-04-11,59868.56
2021-04-12,59901.56
2021-04-13,63650.38
2021-04-14,62812.69
2021-04-15,63574.35
2021-04-16,61966.08
2021-04-17,60808.19
2021-04-18,56379.52
2021-04-19,56543.58
2021-04-20,56300.15
2021-04-21,53834.86
2021-04-22,51741.87
2021-04-23,50443.92
2021-04-24,50077.71
2021-04-25,48233.29
2021-04-26,54028.19
2021-04-27,55408.72
2021-04-28,54763.79
2021-04-29,53095.77
2021-04-30,56981.29
2021-05-01,57928.14
2021-05-02,56584.06
2021-05-03,57244.36
2021-05-04,53271.11
2021-05-05,57513.66
2021-05-06,56412.86
2021-05-07,57164.52
2021-05-08,59049.49
2021-05-09,58015.96
2021-05-10,55686.46
2021-05-11,56816.54
2021-05-12,50175.32
2021-05-13,48732.81
2021-05-14,49856.45
2021-05-15,46858.06
2021-05-16,46456.06
2021-05-17,43084.59
2021-05-18,43098.82
2021-05-19,38209.43
2021-05-20,41338.84
2021-05-21,37200.38
2021-05-22,37497.21
2021-05-23,34769.96
2021-05-24,38571.7
2021-05-25,38209.29
2021-05-26,39159.89
2021-05-27,38865.24
2021-05-28,35050.84
2021-05-29,34829.84
2021-05-30,36273.06
2021-05-31,36706.82
2021-06-01,36632.16
2021-06-02,37855.86
2021-06-03,39145.53
2021-06-04,36816.82
2021-06-05,35320.84
2021-06-06,35521.3
2021-06-07,33577.43
2021-06-08,33640.09
2021-06-09,37077.47
2021-06-10,36864.12
2021-06-11,37347.07
2021-06-12,36011.85
2021-06-13,38923.81
2021-06-14,40407.54
2021-06-15,40082.41
2021-06-16,38871.85
2021-06-17,37719.96
2021-06-18,35649.08
2021-06-19,35435.7
2021-06-20,35599.07
2021-06-21,31708.03
2021-06-22,32350.57
2021-06-23,33436.02
2021-06-24,34879.73
2021-06-25,31416.97
2021-06-26,32240.8
2021-06-27,34501.68
2021-06-28,34467.68
2021-06-29,35863.49
2021-06-30,35114.82
2021-07-01,32799.09
2021-07-02,33767.31
2021-07-03,34813.5
2021-07-04,35390.36
2021-07-05,33821.65
2021-07-06,33893.41
2021-07-07,33924.95
2021-07-08,32598.77
2021-07-09,33902.38
2021-07-10,33149.44
2021-07-11,34276.88
2021-07-12,32863.56
2021-07-13,32559.48
2021-07-14,32980.24
2021-07-15,31724.76
2021-07-16,31511.72
2021-07-17,31696.84
2021-07-18,31864.07
2021-07-19,30735.72
2021-07-20,29824.81
2021-07-21,31724.13
2021-07-22,32353.94
2021-07-23,33553.35
2021-07-24,34260.08
2021-07-25,35261.9
2021-07-26,37138.95
2021-07-27,39296.78
2021-07-28,39858.73
2021-07-29,39718.67
2021-07-30,42238.31
2021-07-31,41976.9
2021-08-01,39694.4
2021-08-02,39359.85
2021-08-03,38381.7
2021-08-04,39879.68
2021-08-05,40819.53
2021-08-06,42732.84
2021-08-07,44731.28
2021-08-08,43740.22
