,index_price
2020-06-25,9240.52
2020-06-26,9153.99
2020-06-27,8993.45
2020-06-28,9127.96
2020-06-29,9228.6
2020-06-30,9146.14
2020-07-01,9241.42
2020-07-02,9139.45
2020-07-03,9068.98
2020-07-04,9123.2
2020-07-05,9080.43
2020-07-06,9347.36
2020-07-07,9257.13
2020-07-08,9427.23
2020-07-09,9245.42
2020-07-10,9308.65
2020-07-11,9233.26
2020-07-12,9278.67
2020-07-13,9237.06
2020-07-14,9268.26
2020-07-15,9193.68
2020-07-16,9137.07
2020-07-17,9155.08
2020-07-18,9178.25
2020-07-19,9214.91
2020-07-20,9165.79
2020-07-21,9387.49
2020-07-22,9538.77
2020-07-23,9606.59
2020-07-24,9543.74
2020-07-25,9705.57
2020-07-26,9939.51
2020-07-27,11051.12
2020-07-28,10932.83
2020-07-29,11106.82
2020-07-30,11133.2
2020-07-31,11323.83
2020-08-01,11818.22
2020-08-02,11066.32
2020-08-03,11248.96
2020-08-04,11190.46
2020-08-05,11746.97
2020-08-06,11785.87
2020-08-07,11597.38
2020-08-08,11746.44
2020-08-09,11679.01
2020-08-10,11845.31
2020-08-11,11385.38
2020-08-12,11582.75
2020-08-13,11775.46
2020-08-14,11767.46
2020-08-15,11868.9
2020-08-16,11912.39
2020-08-17,12292.92
2020-08-18,11961.17
2020-08-19,11752.68
2020-08-20,11870.37
2020-08-21,11520.61
2020-08-22,11680.5
2020-08-23,11658.93
2020-08-24,11758.43
2020-08-25,11329.16
2020-08-26,11467.62
2020-08-27,11314.26
