,index_price
2021-08-26,46857.13
2021-08-27,48944.56
2021-08-28,48719.86
2021-08-29,48964.28
2021-08-30,47590.83
2021-08-31,47193.64
2021-09-01,48317.71
2021-09-02,49350.37
2021-09-03,49745.32
2021-09-04,50061.46
2021-09-05,51774.32
2021-09-06,52626.78
2021-09-07,46861.01
2021-09-08,46271.15
2021-09-09,46355.34
2021-09-10,44772.59
2021-09-11,45150.03
2021-09-12,46320.62
2021-09-13,45134.41
2021-09-14,46923.38
2021-09-15,48112.03
2021-09-16,47799.47
2021-09-17,47157.31
2021-09-18,48062.58
2021-09-19,47338.74
2021-09-20,42824.6
2021-09-21,40592.59
2021-09-22,43474.59
2021-09-23,44859.69
2021-09-24,42840.75
2021-09-25,42813.09
2021-09-26,43057.18
2021-09-27,42295.36
2021-09-28,41013.15
2021-09-29,41123.92
2021-09-30,43805.31
2021-10-01,48130.44
2021-10-02,47645.67
2021-10-03,48239.78
2021-10-04,49166.58
2021-10-05,51487.8
2021-10-06,55498.6
2021-10-07,53651.05
2021-10-08,54032.48
2021-10-09,54985.21
2021-10-10,54538.53
2021-10-11,57496.94
2021-10-12,56041.13
2021-10-13,57400.75
2021-10-14,57267.34
2021-10-15,61658.86
2021-10-16,60871.89
2021-10-17,61657.88
2021-10-18,61950.88
2021-10-19,64232.23
2021-10-20,66091.72
2021-10-21,62210.27
2021-10-22,60697.33
2021-10-23,61256.81
2021-10-24,60918.9
2021-10-25,63028.22
2021-10-26,60342.97
2021-10-27,58519.4
2021-10-28,60507.32
2021-10-29,62285.2
2021-10-30,61881.82
2021-10-31,61378.32
2021-11-01,61101.46
2021-11-02,63223.14
2021-11-03,62991.92
2021-11-04,61357.27
2021-11-05,61040.06
2021-11-06,61482.3
2021-11-07,63282.1
2021-11-08,67543.44
2021-11-09,66989.85
2021-11-10,65003.27
2021-11-11,64874.38
2021-11-12,64265.75
2021-11-13,64357.41
2021-11-14,65474.64
2021-11-15,63737.84
2021-11-16,60193.42
2021-11-17,60385.33
2021-11-18,56907.31
2021-11-19,58115.2
2021-11-20,59858.43
2021-11-21,58697.98
2021-11-22,56308.62
2021-11-23,57676.7
2021-11-24,57149.28
2021-11-25,58922.81
