,index_price
2022-05-22,30295.4
2022-05-23,29088.44
2022-05-24,29634.81
2022-05-25,29548.39
2022-05-26,29175.9
2022-05-27,28601.8
2022-05-28,29006.6
2022-05-29,29460.39
2022-05-30,31715.02
2022-05-31,31839.48
2022-06-01,29831.76
2022-06-02,30522.3
2022-06-03,29687.08
2022-06-04,29842.94
2022-06-05,29885.0
2022-06-06,31344.82
2022-06-07,31150.6
2022-06-08,30296.49
2022-06-09,30076.28
2022-06-10,29054.2
2022-06-11,28333.8
2022-06-12,26572.29
2022-06-13,22398.66
2022-06-14,22120.47
2022-06-15,22559.61
2022-06-16,20347.15
2022-06-17,20440.23
2022-06-18,18980.22
2022-06-19,20572.57
2022-06-20,20644.11
2022-06-21,20708.7
2022-06-22,19956.51
2022-06-23,21090.54
