,index_price
2020-01-01,7211.94
2020-01-02,6958.79
2020-01-03,7272.8
2020-01-04,7342.24
2020-01-05,7341.65
2020-01-06,7781.23
2020-01-07,8164.88
2020-01-08,8033.58
2020-01-09,7814.22
2020-01-10,8177.05
2020-01-11,8040.79
2020-01-12,8162.11
2020-01-13,8120.45
2020-01-14,8856.4
2020-01-15,8831.53
2020-01-16,8730.01
2020-01-17,8906.41
2020-01-18,8944.94
2020-01-19,8657.71
2020-01-20,8643.66
2020-01-21,8715.18
2020-01-22,8641.79
2020-01-23,8364.64
2020-01-24,8415.01
2020-01-25,8378.99
2020-01-26,8582.77
2020-01-27,8893.2
2020-01-28,9391.72
2020-01-29,9287.48
2020-01-30,9473.38
2020-01-31,9338.15
2020-02-01,9358.88
2020-02-02,9331.56
2020-02-03,9248.83
2020-02-04,9164.43
2020-02-05,9611.66
2020-02-06,9722.29
2020-02-07,9792.71
2020-02-08,9907.82
2020-02-09,10165.78
2020-02-10,9841.47
2020-02-11,10282.6
2020-02-12,10349.48
2020-02-13,10226.28
2020-02-14,10362.04
2020-02-15,9899.49
2020-02-16,9946.52
2020-02-17,9714.7
2020-02-18,10184.92
2020-02-19,9614.58
2020-02-20,9627.69
2020-02-21,9712.7
2020-02-22,9672.88
2020-02-23,9978.92
2020-02-24,9634.97
2020-02-25,9308.62
2020-02-26,8786.64
2020-02-27,8809.64
