,index_price
2023-08-24,26174.18
2023-08-25,26037.43
2023-08-26,26027.59
2023-08-27,26063.95
2023-08-28,26102.08
2023-08-29,27738.25
2023-08-30,27299.92
2023-08-31,25927.42
2023-09-01,25793.99
2023-09-02,25854.37
2023-09-03,25970.83
2023-09-04,25804.9
2023-09-05,25750.34
2023-09-06,25763.92
2023-09-07,26227.95
2023-09-08,25906.19
2023-09-09,25900.71
2023-09-10,25841.4
2023-09-11,25127.07
2023-09-12,25839.38
2023-09-13,26227.16
2023-09-14,26531.76
2023-09-15,26671.55
2023-09-16,26538.1
2023-09-17,26457.24
2023-09-18,26747.54
2023-09-19,27207.26
2023-09-20,27150.06
2023-09-21,26568.79
2023-09-22,26580.47
2023-09-23,26569.77
2023-09-24,26252.66
2023-09-25,26279.41
2023-09-26,26219.81
2023-09-27,26354.38
2023-09-28,27024.36
2023-09-29,26916.31
2023-09-30,26974.73
2023-10-01,27988.03
2023-10-02,27511.56
2023-10-03,27432.54
2023-10-04,27801.42
2023-10-05,27412.39
2023-10-06,27956.27
2023-10-07,27974.82
2023-10-08,27954.19
2023-10-09,27579.45
2023-10-10,27440.82
2023-10-11,26863.13
2023-10-12,26756.58
2023-10-13,26862.35
2023-10-14,26862.33
2023-10-15,27083.42
2023-10-16,28514.96
2023-10-17,28415.77
2023-10-18,28325.08
2023-10-19,28704.72
2023-10-20,29676.0
2023-10-21,29914.89
2023-10-22,29991.04
2023-10-23,33081.52
2023-10-24,33845.33
2023-10-25,34495.35
2023-10-26,34158.87
2023-10-27,33922.4
2023-10-28,34090.72
2023-10-29,34490.4
2023-10-30,34486.93
2023-10-31,34659.05
2023-11-01,35447.38
2023-11-02,34926.34
2023-11-03,34739.3
2023-11-04,35073.08
2023-11-05,35052.25
2023-11-06,35040.99
2023-11-07,35428.32
2023-11-08,35688.63
2023-11-09,36703.82
2023-11-10,37316.37
2023-11-11,37148.57
2023-11-12,37070.14
2023-11-13,36490.33
2023-11-14,35538.71
2023-11-15,37894.13
2023-11-16,36161.45
2023-11-17,36622.43
2023-11-18,36591.25
2023-11-19,37395.35
2023-11-20,37498.42
2023-11-21,35780.07
2023-11-22,37425.74
2023-11-23,37290.27
