,index_price
2022-06-23,21111.87
2022-06-24,21310.59
2022-06-25,21472.63
2022-06-26,21003.43
2022-06-27,20861.03
2022-06-28,20213.81
2022-06-29,20266.11
2022-06-30,19790.44
2022-07-01,19237.74
2022-07-02,19279.15
2022-07-03,19139.29
2022-07-04,20254.54
2022-07-05,19437.33
2022-07-06,20421.71
2022-07-07,21722.26
2022-07-08,21883.19
2022-07-09,21718.25
2022-07-10,20946.7
2022-07-11,20081.54
2022-07-12,19348.43
2022-07-13,19000.28
2022-07-14,20649.1
2022-07-15,20992.13
2022-07-16,21242.42
2022-07-17,20764.37
2022-07-18,22514.69
2022-07-19,23385.02
2022-07-20,23673.39
2022-07-21,23135.62
2022-07-22,22710.92
2022-07-23,22526.41
2022-07-24,
2022-07-25,21408.1
2022-07-26,20907.6
2022-07-27,21137.81
2022-07-28,23857.89
2022-07-29,23867.88
2022-07-30,24515.47
2022-07-31,23290.83
2022-08-01,22898.5
2022-08-02,23029.33
2022-08-03,22777.13
2022-08-04,22606.08
2022-08-05,23015.88
2022-08-06,23208.11
2022-08-07,23340.49
2022-08-08,23919.38
2022-08-09,23079.1
2022-08-10,23854.82
2022-08-11,24134.99
2022-08-12,24209.75
2022-08-13,24401.78
2022-08-14,24177.88
2022-08-15,24100.66
2022-08-16,23894.22
2022-08-17,23357.87
2022-08-18,23161.61
2022-08-19,20845.8
2022-08-20,20904.54
2022-08-21,21737.4
2022-08-22,21079.4
2022-08-23,21559.07
2022-08-24,21675.36
2022-08-25,21542.92
2022-08-26,20164.8
2022-08-27,20010.84
2022-08-28,19540.0
2022-08-29,20128.53
2022-08-30,19932.88
2022-08-31,20198.1
2022-09-01,20101.35
2022-09-02,19896.91
2022-09-03,19726.25
2022-09-04,19857.38
2022-09-05,19721.72
2022-09-06,18895.51
2022-09-07,19131.59
2022-09-08,19396.17
2022-09-09,21302.92
2022-09-10,21736.55
2022-09-11,21746.16
2022-09-12,22394.71
2022-09-13,19962.98
2022-09-14,19967.26
2022-09-15,19810.92
2022-09-16,19730.4
2022-09-17,20086.33
2022-09-18,19382.87
2022-09-19,19339.23
2022-09-20,18873.07
2022-09-21,18222.37
2022-09-22,19326.93
2022-09-23,19246.57
2022-09-24,19123.24
2022-09-25,18767.27
2022-09-26,19176.1
2022-09-27,19023.62
2022-09-28,19637.7
2022-09-29,19502.47
2022-09-30,19381.95
2022-10-01,19300.81
2022-10-02,19008.49
2022-10-03,19606.19
2022-10-04,20342.45
2022-10-05,20148.02
2022-10-06,19927.13
2022-10-07,19450.63
2022-10-08,19268.53
2022-10-09,19472.22
2022-10-10,19232.4
2022-10-11,19042.73
2022-10-12,19110.59
