,index_price
2022-04-28,39634.8
2022-04-29,38608.95
2022-04-30,37740.24
2022-05-01,38504.1
2022-05-02,38624.37
2022-05-03,37675.43
2022-05-04,39676.09
2022-05-05,36554.53
2022-05-06,36055.61
2022-05-07,35584.87
2022-05-08,34034.99
2022-05-09,30068.21
2022-05-10,30907.47
2022-05-11,28869.77
2022-05-12,28917.99
2022-05-13,29231.61
2022-05-14,30055.49
2022-05-15,31183.12
2022-05-16,29853.81
2022-05-17,30503.24
2022-05-18,28670.75
2022-05-19,30294.56
2022-05-20,29156.86
2022-05-21,29430.33
2022-05-22,30345.2
2022-05-23,29117.07
2022-05-24,29644.95
2022-05-25,29531.78
2022-05-26,29262.31
2022-05-27,28585.78
2022-05-28,28946.82
2022-05-29,29429.61
2022-05-30,31727.58
2022-05-31,31892.53
2022-06-01,29781.48
2022-06-02,30469.13
2022-06-03,29681.63
2022-06-04,29789.2
2022-06-05,29869.62
2022-06-06,31333.85
2022-06-07,31213.65
2022-06-08,30223.95
2022-06-09,30004.78
2022-06-10,29068.77
2022-06-11,28226.24
2022-06-12,26564.73
2022-06-13,22423.02
2022-06-14,22142.6
2022-06-15,22561.41
2022-06-16,20282.72
2022-06-17,20508.59
2022-06-18,18978.32
2022-06-19,20541.45
2022-06-20,20616.16
2022-06-21,20720.87
2022-06-22,20001.62
2022-06-23,21090.94
2022-06-24,21361.77
2022-06-25,21527.43
2022-06-26,21057.39
2022-06-27,20702.11
2022-06-28,20260.08
2022-06-29,20097.21
2022-06-30,19914.16
2022-07-01,19217.25
2022-07-02,19222.56
2022-07-03,19208.96
2022-07-04,20198.99
2022-07-05,20173.76
2022-07-06,20537.94
2022-07-07,21635.99
2022-07-08,21598.07
2022-07-09,21587.19
2022-07-10,20840.73
2022-07-11,19989.8
2022-07-12,19299.23
2022-07-13,20163.59
2022-07-14,20570.23
2022-07-15,20846.62
2022-07-16,21170.16
2022-07-17,20769.79
2022-07-18,22493.12
2022-07-19,23385.11
2022-07-20,23217.13
2022-07-21,23150.7
2022-07-22,22692.37
2022-07-23,22445.52
2022-07-24,22586.85
2022-07-25,21307.95
2022-07-26,21220.45
2022-07-27,22960.53
2022-07-28,23840.55
