,index_price
2022-10-27,20392.52
2022-10-28,20612.77
2022-10-29,20894.12
2022-10-30,20615.62
2022-10-31,20442.49
2022-11-01,20468.88
2022-11-02,20128.45
2022-11-03,20165.51
2022-11-04,21155.7
2022-11-05,21279.51
2022-11-06,20919.96
2022-11-07,20558.82
2022-11-08,18541.26
2022-11-09,15807.95
2022-11-10,17557.42
2022-11-11,16757.0
2022-11-12,16803.61
2022-11-13,16304.61
2022-11-14,16646.16
2022-11-15,16858.06
2022-11-16,16681.62
2022-11-17,16662.12
2022-11-18,16690.27
2022-11-19,16699.31
2022-11-20,16223.49
2022-11-21,15785.68
2022-11-22,16113.13
2022-11-23,16477.16
2022-11-24,16560.03
2022-11-25,16533.69
2022-11-26,16448.58
2022-11-27,16431.7
2022-11-28,16204.45
2022-11-29,16435.65
2022-11-30,17184.75
2022-12-01,16955.13
2022-12-02,17028.08
2022-12-03,16910.14
2022-12-04,17198.2
2022-12-05,16981.33
2022-12-06,17058.25
2022-12-07,16852.8
2022-12-08,17232.29
2022-12-09,17124.44
2022-12-10,17127.85
2022-12-11,17090.55
2022-12-12,17177.53
2022-12-13,17781.49
2022-12-14,17816.61
2022-12-15,17334.96
2022-12-16,16618.72
2022-12-17,16777.72
2022-12-18,16750.64
2022-12-19,16423.91
2022-12-20,16892.97
2022-12-21,16775.68
2022-12-22,16802.32
2022-12-23,16778.54
2022-12-24,16838.46
2022-12-25,16816.37
2022-12-26,16926.6
2022-12-27,16698.54
2022-12-28,16532.97
2022-12-29,16633.95
2022-12-30,16585.38
2022-12-31,16516.64
2023-01-01,16614.31
2023-01-02,16666.73
2023-01-03,16664.72
2023-01-04,16854.68
2023-01-05,16828.01
2023-01-06,16952.61
2023-01-07,16942.36
2023-01-08,17116.83
2023-01-09,17191.02
2023-01-10,17433.85
2023-01-11,17944.37
2023-01-12,18863.95
2023-01-13,19932.42
2023-01-14,20965.16
2023-01-15,20882.22
2023-01-16,21169.97
2023-01-17,21154.26
2023-01-18,20669.19
2023-01-19,21113.41
2023-01-20,22677.49
2023-01-21,22782.98
2023-01-22,22722.23
2023-01-23,22954.93
2023-01-24,22640.23
2023-01-25,23070.47
2023-01-26,23017.3
