,index_price
2023-02-23,23944.11
2023-02-24,23106.58
2023-02-25,23163.47
2023-02-26,23538.91
2023-02-27,23514.91
2023-02-28,23197.46
2023-03-01,23640.22
2023-03-02,23501.58
2023-03-03,22333.21
2023-03-04,22313.63
2023-03-05,22425.6
2023-03-06,22391.73
2023-03-07,22065.64
2023-03-08,21693.63
2023-03-09,20370.8
2023-03-10,20196.16
2023-03-11,20597.3
2023-03-12,22151.5
2023-03-13,24143.37
2023-03-14,24747.86
2023-03-15,24349.54
2023-03-16,25080.97
2023-03-17,27354.39
2023-03-18,26971.31
2023-03-19,28004.97
2023-03-20,27810.3
2023-03-21,28157.98
2023-03-22,27334.32
2023-03-23,28375.74
2023-03-24,27446.86
2023-03-25,27461.51
2023-03-26,28016.26
2023-03-27,27140.69
2023-03-28,27268.43
2023-03-29,28364.51
2023-03-30,28038.45
2023-03-31,28477.56
2023-04-01,28509.07
2023-04-02,28207.41
2023-04-03,27768.0
2023-04-04,28169.32
2023-04-05,28188.63
2023-04-06,28048.44
2023-04-07,27943.74
2023-04-08,27961.99
2023-04-09,28339.36
2023-04-10,29684.43
2023-04-11,30243.03
2023-04-12,29946.03
2023-04-13,30321.61
2023-04-14,30485.2
2023-04-15,30326.26
2023-04-16,30300.62
2023-04-17,29431.84
2023-04-18,30373.56
2023-04-19,28783.05
2023-04-20,28227.97
2023-04-21,27268.51
2023-04-22,27835.47
2023-04-23,27552.24
2023-04-24,27514.67
2023-04-25,28320.97
2023-04-26,28433.37
2023-04-27,29475.9
2023-04-28,29336.07
2023-04-29,29223.38
2023-04-30,29335.32
2023-05-01,28106.92
2023-05-02,28642.54
2023-05-03,29016.82
2023-05-04,28844.78
2023-05-05,29533.13
2023-05-06,28928.45
2023-05-07,28462.68
2023-05-08,27716.76
2023-05-09,27654.5
2023-05-10,27620.84
2023-05-11,27014.67
2023-05-12,26800.73
2023-05-13,26780.47
2023-05-14,26927.45
2023-05-15,27183.37
2023-05-16,27038.57
2023-05-17,27408.88
2023-05-18,26837.7
2023-05-19,26894.62
2023-05-20,27121.57
2023-05-21,26787.42
2023-05-22,26850.24
2023-05-23,27225.28
2023-05-24,26326.26
2023-05-25,26476.96
