,index_price
2022-01-27,37105.09
2022-01-28,37921.14
2022-01-29,38147.88
2022-01-30,38047.81
2022-01-31,38475.04
2022-02-01,38698.51
2022-02-02,36959.55
2022-02-03,37119.08
2022-02-04,41732.57
2022-02-05,41468.88
2022-02-06,42487.76
2022-02-07,43844.9
2022-02-08,44197.27
2022-02-09,44523.55
2022-02-10,43505.4
2022-02-11,42417.34
2022-02-12,42106.67
2022-02-13,42152.85
2022-02-14,42731.86
2022-02-15,44722.26
2022-02-16,43939.12
2022-02-17,40576.23
2022-02-18,39963.18
2022-02-19,40023.11
2022-02-20,38539.64
2022-02-21,36977.02
2022-02-22,38246.81
2022-02-23,37322.98
2022-02-24,38318.29
2022-02-25,39555.04
2022-02-26,39099.65
2022-02-27,37727.03
2022-02-28,43185.39
2022-03-01,44470.89
2022-03-02,43946.05
2022-03-03,42474.81
2022-03-04,39242.88
2022-03-05,39348.55
2022-03-06,38352.25
2022-03-07,38119.08
2022-03-08,38580.58
2022-03-09,42008.77
2022-03-10,39428.28
2022-03-11,38863.63
2022-03-12,38810.08
2022-03-13,37798.57
2022-03-14,39626.53
2022-03-15,39453.13
2022-03-16,41098.23
2022-03-17,40938.26
2022-03-18,41782.42
2022-03-19,42091.83
2022-03-20,41288.98
2022-03-21,41066.18
2022-03-22,42380.99
2022-03-23,42973.77
2022-03-24,44011.5
2022-03-25,44332.88
2022-03-26,44581.98
2022-03-27,46846.79
2022-03-28,47033.93
2022-03-29,47506.67
2022-03-30,47064.66
2022-03-31,45414.44
2022-04-01,46300.74
2022-04-02,45828.45
2022-04-03,46408.22
2022-04-04,46682.09
2022-04-05,45540.47
2022-04-06,43136.83
2022-04-07,43448.17
2022-04-08,42318.05
2022-04-09,42775.36
2022-04-10,42242.65
2022-04-11,39528.62
2022-04-12,40166.81
2022-04-13,41152.31
2022-04-14,39942.08
2022-04-15,40577.7
2022-04-16,40391.95
2022-04-17,39642.24
2022-04-18,40799.86
2022-04-19,41518.16
2022-04-20,41392.23
2022-04-21,40545.25
2022-04-22,39718.2
2022-04-23,39551.85
2022-04-24,39457.37
2022-04-25,40440.7
2022-04-26,38126.08
2022-04-27,39209.68
2022-04-28,39701.25
