,index_price
2020-10-29,13487.03
2020-10-30,13637.95
2020-10-31,13819.44
2020-11-01,13733.56
2020-11-02,13596.2
2020-11-03,14016.05
2020-11-04,14175.2
2020-11-05,15581.76
2020-11-06,15631.83
2020-11-07,14832.44
2020-11-08,15513.16
2020-11-09,15327.15
2020-11-10,15327.83
2020-11-11,15711.0
2020-11-12,16312.3
2020-11-13,16373.82
2020-11-14,16087.91
2020-11-15,15842.17
2020-11-16,16749.25
2020-11-17,17636.96
2020-11-18,17752.14
2020-11-19,17800.36
2020-11-20,18665.11
2020-11-21,18601.97
2020-11-22,18473.65
2020-11-23,18379.12
2020-11-24,19131.01
2020-11-25,18775.75
2020-11-26,17140.47
2020-11-27,17140.38
2020-11-28,17814.65
2020-11-29,18227.8
2020-11-30,19671.88
2020-12-01,18793.54
2020-12-02,19231.82
2020-12-03,19452.08
2020-12-04,18749.23
2020-12-05,19156.45
2020-12-06,19361.1
2020-12-07,19190.77
2020-12-08,18377.63
2020-12-09,18551.28
2020-12-10,18248.09
2020-12-11,18055.78
2020-12-12,18818.82
2020-12-13,19132.95
2020-12-14,19256.13
2020-12-15,19457.4
2020-12-16,21372.56
2020-12-17,22850.21
2020-12-18,23150.11
2020-12-19,23853.35
2020-12-20,23502.62
2020-12-21,22858.98
2020-12-22,23821.72
2020-12-23,23265.81
2020-12-24,23710.42
2020-12-25,24648.11
2020-12-26,26456.42
2020-12-27,26291.84
2020-12-28,27088.67
2020-12-29,27386.13
2020-12-30,28835.18
2020-12-31,29020.39
2021-01-01,29370.45
2021-01-02,32200.28
2021-01-03,32986.24
2021-01-04,32025.93
2021-01-05,34031.2
2021-01-06,36895.88
2021-01-07,39428.97
2021-01-08,40653.0
2021-01-09,40254.5
2021-01-10,38402.7
2021-01-11,35496.33
2021-01-12,33936.39
2021-01-13,37389.11
2021-01-14,39156.01
2021-01-15,36783.06
2021-01-16,36090.07
2021-01-17,35802.27
2021-01-18,36638.99
2021-01-19,35938.3
2021-01-20,35524.2
2021-01-21,30820.95
2021-01-22,33062.7
2021-01-23,32067.09
2021-01-24,32319.98
2021-01-25,32229.63
2021-01-26,32573.32
2021-01-27,30384.11
2021-01-28,33322.01
