,index_price
2022-11-24,16590.69
2022-11-25,16562.4
2022-11-26,16463.06
2022-11-27,16406.23
2022-11-28,16210.4
2022-11-29,16433.71
2022-11-30,17197.47
2022-12-01,16955.79
2022-12-02,17075.11
2022-12-03,16906.6
2022-12-04,17104.34
2022-12-05,16940.83
2022-12-06,17066.21
2022-12-07,16842.37
2022-12-08,17232.29
2022-12-09,17126.97
2022-12-10,17177.08
2022-12-11,17123.02
2022-12-12,17204.49
2022-12-13,17786.98
2022-12-14,17797.89
2022-12-15,17345.83
2022-12-16,16579.43
2022-12-17,16746.5
2022-12-18,16800.04
2022-12-19,16412.05
2022-12-20,16915.38
2022-12-21,16760.9
2022-12-22,16815.79
2022-12-23,16779.67
2022-12-24,16833.49
2022-12-25,16816.16
2022-12-26,16894.87
2022-12-27,16698.48
2022-12-28,16536.75
2022-12-29,16631.2
2022-12-30,16602.46
2022-12-31,16513.2
2023-01-01,16605.44
2023-01-02,16680.23
2023-01-03,16663.21
2023-01-04,16853.99
2023-01-05,16826.08
2023-01-06,16968.04
2023-01-07,16944.15
2023-01-08,17098.05
2023-01-09,17189.74
2023-01-10,17431.37
2023-01-11,17934.3
2023-01-12,18869.88
2023-01-13,19917.41
2023-01-14,20958.19
2023-01-15,20880.81
2023-01-16,21214.77
2023-01-17,21150.57
2023-01-18,20666.06
2023-01-19,21067.66
2023-01-20,22680.96
2023-01-21,22781.35
2023-01-22,22766.53
2023-01-23,22940.36
2023-01-24,22588.75
2023-01-25,23167.69
2023-01-26,23014.28
2023-01-27,23078.73
2023-01-28,23007.54
2023-01-29,23755.03
2023-01-30,22824.83
2023-01-31,23155.03
2023-02-01,23721.26
2023-02-02,23429.32
2023-02-03,23453.82
2023-02-04,23306.59
2023-02-05,22957.86
2023-02-06,22757.81
2023-02-07,23280.07
2023-02-08,22949.97
2023-02-09,21786.43
2023-02-10,21635.94
2023-02-11,21865.9
2023-02-12,21780.08
2023-02-13,21814.33
2023-02-14,22207.84
2023-02-15,24333.31
2023-02-16,23602.8
2023-02-17,24569.32
2023-02-18,24638.81
2023-02-19,24296.03
2023-02-20,24820.76
2023-02-21,24431.77
2023-02-22,24185.6
2023-02-23,23938.24
