model_name,variables,filter_rule,method,variable,coefficient,p_value
model_2,Kurtosis + Median + Fear and Greed Index,T-1 Return >= -0.093502 AND T-2 Return <= 0.106004,2pt,const,-0.017946458930538124,0.2978781812522131
model_2,Kurtosis + Median + Fear and Greed Index,T-1 Return >= -0.093502 AND T-2 Return <= 0.106004,2pt,Kurtosis,0.0012045051053337097,0.7479446924682827
model_2,Kurtosis + Median + Fear and Greed Index,T-1 Return >= -0.093502 AND T-2 Return <= 0.106004,2pt,Median,-1.6584996987936013e-07,0.4457668491766049
model_2,Kurtosis + Median + Fear and Greed Index,T-1 Return >= -0.093502 AND T-2 Return <= 0.106004,2pt,Fear and Greed Index,0.0005561968279343555,0.08018225973668942
model_2,Kurtosis + Median + Fear and Greed Index,T-1 Return >= -0.093502 AND T-3 Return >= -0.093502,1pt,const,-0.007836930716895637,0.6539437080893855
model_2,Kurtosis + Median + Fear and Greed Index,T-1 Return >= -0.093502 AND T-3 Return >= -0.093502,1pt,Kurtosis,-0.0019938340431284373,0.5206820899274558
model_2,Kurtosis + Median + Fear and Greed Index,T-1 Return >= -0.093502 AND T-3 Return >= -0.093502,1pt,Median,-1.4788140498895889e-07,0.49315770285812255
model_2,Kurtosis + Median + Fear and Greed Index,T-1 Return >= -0.093502 AND T-3 Return >= -0.093502,1pt,Fear and Greed Index,0.00041136087619278645,0.20491786776698717
model_2,Kurtosis + Median + Fear and Greed Index,T-1 Return >= -0.093502 AND T-3 Return >= -0.093502,2pt,const,-0.00799195493832163,0.6466144233580393
model_2,Kurtosis + Median + Fear and Greed Index,T-1 Return >= -0.093502 AND T-3 Return >= -0.093502,2pt,Kurtosis,-0.0019742627055216165,0.5222515077293101
model_2,Kurtosis + Median + Fear and Greed Index,T-1 Return >= -0.093502 AND T-3 Return >= -0.093502,2pt,Median,-1.4574049632224202e-07,0.49832561444694556
model_2,Kurtosis + Median + Fear and Greed Index,T-1 Return >= -0.093502 AND T-3 Return >= -0.093502,2pt,Fear and Greed Index,0.00041069897749908464,0.2054238043208667
model_2,Kurtosis + Median + Fear and Greed Index,T-1 Return >= -0.093502 AND T-3 Return >= -0.036365,1pt,const,-0.0004940479205600993,0.9775232120159643
model_2,Kurtosis + Median + Fear and Greed Index,T-1 Return >= -0.093502 AND T-3 Return >= -0.036365,1pt,Kurtosis,-0.0021368060619331255,0.47334841540206196
model_2,Kurtosis + Median + Fear and Greed Index,T-1 Return >= -0.093502 AND T-3 Return >= -0.036365,1pt,Median,-2.3938228272894203e-07,0.265550119721289
model_2,Kurtosis + Median + Fear and Greed Index,T-1 Return >= -0.093502 AND T-3 Return >= -0.036365,1pt,Fear and Greed Index,0.00040626172853053765,0.2143126854056572
model_2,Kurtosis + Median + Fear and Greed Index,T-1 Return >= -0.093502 AND T-3 Return >= -0.036365,2pt,const,-0.0006383905152507189,0.9708836626354105
model_2,Kurtosis + Median + Fear and Greed Index,T-1 Return >= -0.093502 AND T-3 Return >= -0.036365,2pt,Kurtosis,-0.0021406538309947875,0.46976386321425245
model_2,Kurtosis + Median + Fear and Greed Index,T-1 Return >= -0.093502 AND T-3 Return >= -0.036365,2pt,Median,-2.3738070349208806e-07,0.2684216818070264
model_2,Kurtosis + Median + Fear and Greed Index,T-1 Return >= -0.093502 AND T-3 Return >= -0.036365,2pt,Fear and Greed Index,0.0004061926712968761,0.2141924491897159
model_2,Kurtosis + Median + Fear and Greed Index,T-1 Return >= -0.093502 AND T-3 Return <= 0.066016,1pt,const,-0.022105114716444628,0.21958236167679346
model_2,Kurtosis + Median + Fear and Greed Index,T-1 Return >= -0.093502 AND T-3 Return <= 0.066016,1pt,Kurtosis,0.0002139290794867543,0.9546672544878237
model_2,Kurtosis + Median + Fear and Greed Index,T-1 Return >= -0.093502 AND T-3 Return <= 0.066016,1pt,Median,-1.953050409023592e-07,0.39991366305072007
model_2,Kurtosis + Median + Fear and Greed Index,T-1 Return >= -0.093502 AND T-3 Return <= 0.066016,1pt,Fear and Greed Index,0.0007212439776207137,0.03095636383008975
model_2,Kurtosis + Median + Fear and Greed Index,T-1 Return >= -0.093502 AND T-3 Return <= 0.066016,2pt,const,-0.022132604286205504,0.2166989707788432
model_2,Kurtosis + Median + Fear and Greed Index,T-1 Return >= -0.093502 AND T-3 Return <= 0.066016,2pt,Kurtosis,0.00023990804507350815,0.9487659578625063
model_2,Kurtosis + Median + Fear and Greed Index,T-1 Return >= -0.093502 AND T-3 Return <= 0.066016,2pt,Median,-1.9527108546832165e-07,0.39863051893549806
model_2,Kurtosis + Median + Fear and Greed Index,T-1 Return >= -0.093502 AND T-3 Return <= 0.066016,2pt,Fear and Greed Index,0.0007209787886152424,0.030915237729956656
model_2,Kurtosis + Median + Fear and Greed Index,T-1 Return >= -0.093502 AND T-3 Return <= 0.106004,1pt,const,-0.013230454189901935,0.4237073922822724
model_2,Kurtosis + Median + Fear and Greed Index,T-1 Return >= -0.093502 AND T-3 Return <= 0.106004,1pt,Kurtosis,-0.0020526720288533335,0.509629158921433
model_2,Kurtosis + Median + Fear and Greed Index,T-1 Return >= -0.093502 AND T-3 Return <= 0.106004,1pt,Median,-2.3822827935683845e-07,0.2768481747523243
model_2,Kurtosis + Median + Fear and Greed Index,T-1 Return >= -0.093502 AND T-3 Return <= 0.106004,1pt,Fear and Greed Index,0.0006589161411791607,0.03629098789339063
model_2,Kurtosis + Median + Fear and Greed Index,T-1 Return >= -0.093502 AND T-3 Return <= 0.106004,2pt,const,-0.0134176967530221,0.41572969273469984
model_2,Kurtosis + Median + Fear and Greed Index,T-1 Return >= -0.093502 AND T-3 Return <= 0.106004,2pt,Kurtosis,-0.0020019024248027198,0.5175345932359219
model_2,Kurtosis + Median + Fear and Greed Index,T-1 Return >= -0.093502 AND T-3 Return <= 0.106004,2pt,Median,-2.3563223394007883e-07,0.28087159473970613
model_2,Kurtosis + Median + Fear and Greed Index,T-1 Return >= -0.093502 AND T-3 Return <= 0.106004,2pt,Fear and Greed Index,0.0006573649911153924,0.0365926438761609
model_2,Kurtosis + Median + Fear and Greed Index,T-1 Return >= -0.093502 AND T-4 Return >= -0.093502,1pt,const,-0.016144604640741345,0.34628430934700594
model_2,Kurtosis + Median + Fear and Greed Index,T-1 Return >= -0.093502 AND T-4 Return >= -0.093502,1pt,Kurtosis,-0.0018989237774826588,0.5315251111129373
model_2,Kurtosis + Median + Fear and Greed Index,T-1 Return >= -0.093502 AND T-4 Return >= -0.093502,1pt,Median,-1.338464674041511e-07,0.5279838561673447
model_2,Kurtosis + Median + Fear and Greed Index,T-1 Return >= -0.093502 AND T-4 Return >= -0.093502,1pt,Fear and Greed Index,0.0005138233340255191,0.11012574064774251
model_2,Kurtosis + Median + Fear and Greed Index,T-1 Return >= -0.093502 AND T-4 Return >= -0.093502,2pt,const,-0.01628123963308943,0.3408946417784827
model_2,Kurtosis + Median + Fear and Greed Index,T-1 Return >= -0.093502 AND T-4 Return >= -0.093502,2pt,Kurtosis,-0.0018847053642151578,0.5319789842414184
model_2,Kurtosis + Median + Fear and Greed Index,T-1 Return >= -0.093502 AND T-4 Return >= -0.093502,2pt,Median,-1.3182641184173511e-07,0.5331200655476593
model_2,Kurtosis + Median + Fear and Greed Index,T-1 Return >= -0.093502 AND T-4 Return >= -0.093502,2pt,Fear and Greed Index,0.000513157439346585,0.11035540503518358
model_2,Kurtosis + Median + Fear and Greed Index,T-1 Return >= -0.093502 AND T-4 Return >= -0.036365,1pt,const,-0.020063398810062923,0.2672980704072429
model_2,Kurtosis + Median + Fear and Greed Index,T-1 Return >= -0.093502 AND T-4 Return >= -0.036365,1pt,Kurtosis,-0.0019084255099658057,0.5319844608384494
model_2,Kurtosis + Median + Fear and Greed Index,T-1 Return >= -0.093502 AND T-4 Return >= -0.036365,1pt,Median,-1.6312405499855736e-07,0.45976090806184877
model_2,Kurtosis + Median + Fear and Greed Index,T-1 Return >= -0.093502 AND T-4 Return >= -0.036365,1pt,Fear and Greed Index,0.0006421579321507639,0.061339058426195824
model_2,Kurtosis + Median + Fear and Greed Index,T-1 Return >= -0.093502 AND T-4 Return >= -0.036365,2pt,const,-0.020201867229484454,0.2628200639214591
model_2,Kurtosis + Median + Fear and Greed Index,T-1 Return >= -0.093502 AND T-4 Return >= -0.036365,2pt,Kurtosis,-0.0019005072873142983,0.531042855503619
model_2,Kurtosis + Median + Fear and Greed Index,T-1 Return >= -0.093502 AND T-4 Return >= -0.036365,2pt,Median,-1.6110857399273654e-07,0.46404199997234297
model_2,Kurtosis + Median + Fear and Greed Index,T-1 Return >= -0.093502 AND T-4 Return >= -0.036365,2pt,Fear and Greed Index,0.0006416726242571153,0.061377110353620694
model_2,Kurtosis + Median + Fear and Greed Index,T-1 Return >= -0.093502 AND T-4 Return <= 0.067365,1pt,const,0.0035317546770642556,0.8432110483774664
model_2,Kurtosis + Median + Fear and Greed Index,T-1 Return >= -0.093502 AND T-4 Return <= 0.067365,1pt,Kurtosis,-0.002210033678187359,0.504459380459612
model_2,Kurtosis + Median + Fear and Greed Index,T-1 Return >= -0.093502 AND T-4 Return <= 0.067365,1pt,Median,-2.0092638799886507e-07,0.40489798292016266
model_2,Kurtosis + Median + Fear and Greed Index,T-1 Return >= -0.093502 AND T-4 Return <= 0.067365,1pt,Fear and Greed Index,0.00027963296488521907,0.40711902663953403
model_2,Kurtosis + Median + Fear and Greed Index,T-1 Return >= -0.093502 AND T-4 Return <= 0.067365,2pt,const,0.0033130613590374733,0.8523155090430319
model_2,Kurtosis + Median + Fear and Greed Index,T-1 Return >= -0.093502 AND T-4 Return <= 0.067365,2pt,Kurtosis,-0.0021476502606070404,0.5135895787440712
model_2,Kurtosis + Median + Fear and Greed Index,T-1 Return >= -0.093502 AND T-4 Return <= 0.067365,2pt,Median,-1.981927987582413e-07,0.4102701866054824
model_2,Kurtosis + Median + Fear and Greed Index,T-1 Return >= -0.093502 AND T-4 Return <= 0.067365,2pt,Fear and Greed Index,0.0002781528056855363,0.4093914315203211
model_2,Kurtosis + Median + Fear and Greed Index,T-1 Return >= -0.093502 AND T-4 Return <= 0.108559,1pt,const,-0.005440223847726619,0.7444652017011861
model_2,Kurtosis + Median + Fear and Greed Index,T-1 Return >= -0.093502 AND T-4 Return <= 0.108559,1pt,Kurtosis,-0.0017753167757040905,0.5765174318021751
model_2,Kurtosis + Median + Fear and Greed Index,T-1 Return >= -0.093502 AND T-4 Return <= 0.108559,1pt,Median,-1.6586668404342786e-07,0.4608230071338819
model_2,Kurtosis + Median + Fear and Greed Index,T-1 Return >= -0.093502 AND T-4 Return <= 0.108559,1pt,Fear and Greed Index,0.00038798877223985607,0.2227716823868547
model_2,Kurtosis + Median + Fear and Greed Index,T-1 Return >= -0.093502 AND T-4 Return <= 0.108559,2pt,const,-0.005598210514494649,0.7364495329360499
model_2,Kurtosis + Median + Fear and Greed Index,T-1 Return >= -0.093502 AND T-4 Return <= 0.108559,2pt,Kurtosis,-0.0017372997063920005,0.5822616252288269
model_2,Kurtosis + Median + Fear and Greed Index,T-1 Return >= -0.093502 AND T-4 Return <= 0.108559,2pt,Median,-1.63742391395436e-07,0.4654599094626214
model_2,Kurtosis + Median + Fear and Greed Index,T-1 Return >= -0.093502 AND T-4 Return <= 0.108559,2pt,Fear and Greed Index,0.00038689987508307687,0.2237869957432366
model_2,Kurtosis + Median + Fear and Greed Index,T-1 Return >= -0.036110 AND T-2 Return >= -0.093502,1pt,const,0.012867398085300562,0.4593191238212203
model_2,Kurtosis + Median + Fear and Greed Index,T-1 Return >= -0.036110 AND T-2 Return >= -0.093502,1pt,Kurtosis,-0.001951957628846544,0.5127244597991871
model_2,Kurtosis + Median + Fear and Greed Index,T-1 Return >= -0.036110 AND T-2 Return >= -0.093502,1pt,Median,-2.678095180409099e-07,0.2113159384152021
model_2,Kurtosis + Median + Fear and Greed Index,T-1 Return >= -0.036110 AND T-2 Return >= -0.093502,1pt,Fear and Greed Index,0.00023026437753652043,0.4680023567704469
model_2,Kurtosis + Median + Fear and Greed Index,T-1 Return >= -0.036110 AND T-2 Return >= -0.093502,2pt,const,0.012720547223041312,0.46331633488258595
model_2,Kurtosis + Median + Fear and Greed Index,T-1 Return >= -0.036110 AND T-2 Return >= -0.093502,2pt,Kurtosis,-0.0019381549296068933,0.5131480546779353
model_2,Kurtosis + Median + Fear and Greed Index,T-1 Return >= -0.036110 AND T-2 Return >= -0.093502,2pt,Median,-2.6582847234237575e-07,0.2136550629859946
model_2,Kurtosis + Median + Fear and Greed Index,T-1 Return >= -0.036110 AND T-2 Return >= -0.093502,2pt,Fear and Greed Index,0.0002298169188203079,0.46868502452337624
model_2,Kurtosis + Median + Fear and Greed Index,T-1 Return >= -0.036110 AND T-2 Return <= 0.106004,1pt,const,-0.015163255977694088,0.4159122510942692
model_2,Kurtosis + Median + Fear and Greed Index,T-1 Return >= -0.036110 AND T-2 Return <= 0.106004,1pt,Kurtosis,0.0011877637122681972,0.7592612247250252
model_2,Kurtosis + Median + Fear and Greed Index,T-1 Return >= -0.036110 AND T-2 Return <= 0.106004,1pt,Median,-1.8097155215460358e-07,0.4361680627962079
model_2,Kurtosis + Median + Fear and Greed Index,T-1 Return >= -0.036110 AND T-2 Return <= 0.106004,1pt,Fear and Greed Index,0.0005348643022046581,0.11556885414522439
model_2,Kurtosis + Median + Fear and Greed Index,T-1 Return >= -0.036110 AND T-2 Return <= 0.106004,2pt,const,-0.015097772977403369,0.41556834633345363
model_2,Kurtosis + Median + Fear and Greed Index,T-1 Return >= -0.036110 AND T-2 Return <= 0.106004,2pt,Kurtosis,0.0011921795220376172,0.7564792994929938
model_2,Kurtosis + Median + Fear and Greed Index,T-1 Return >= -0.036110 AND T-2 Return <= 0.106004,2pt,Median,-1.8207857541443093e-07,0.4321710210868006
model_2,Kurtosis + Median + Fear and Greed Index,T-1 Return >= -0.036110 AND T-2 Return <= 0.106004,2pt,Fear and Greed Index,0.0005350720848602761,0.11527562401106345
model_2,Kurtosis + Median + Fear and Greed Index,T-1 Return >= -0.036110 AND T-3 Return >= -0.093502,1pt,const,-0.0013925462009126146,0.9413954634656091
model_2,Kurtosis + Median + Fear and Greed Index,T-1 Return >= -0.036110 AND T-3 Return >= -0.093502,1pt,Kurtosis,-0.0019170260702537625,0.5482131114813088
model_2,Kurtosis + Median + Fear and Greed Index,T-1 Return >= -0.036110 AND T-3 Return >= -0.093502,1pt,Median,-1.61908512296702e-07,0.4839204843633763
model_2,Kurtosis + Median + Fear and Greed Index,T-1 Return >= -0.036110 AND T-3 Return >= -0.093502,1pt,Fear and Greed Index,0.00032731705418606464,0.3493071890023841
model_2,Kurtosis + Median + Fear and Greed Index,T-1 Return >= -0.036110 AND T-3 Return >= -0.093502,2pt,const,-0.0015572601693862858,0.934309712655904
model_2,Kurtosis + Median + Fear and Greed Index,T-1 Return >= -0.036110 AND T-3 Return >= -0.093502,2pt,Kurtosis,-0.0018868123677779872,0.5520783084027283
model_2,Kurtosis + Median + Fear and Greed Index,T-1 Return >= -0.036110 AND T-3 Return >= -0.093502,2pt,Median,-1.5973468546990666e-07,0.488770959529254
model_2,Kurtosis + Median + Fear and Greed Index,T-1 Return >= -0.036110 AND T-3 Return >= -0.093502,2pt,Fear and Greed Index,0.0003264663535715156,0.3503613152581174
model_2,Kurtosis + Median + Fear and Greed Index,T-1 Return >= -0.036110 AND T-3 Return <= 0.106004,1pt,const,-0.010979549554470513,0.5384175123155297
model_2,Kurtosis + Median + Fear and Greed Index,T-1 Return >= -0.036110 AND T-3 Return <= 0.106004,1pt,Kurtosis,-0.001951237314922755,0.5427856194303853
model_2,Kurtosis + Median + Fear and Greed Index,T-1 Return >= -0.036110 AND T-3 Return <= 0.106004,1pt,Median,-2.394501269410796e-07,0.3075178831976697
model_2,Kurtosis + Median + Fear and Greed Index,T-1 Return >= -0.036110 AND T-3 Return <= 0.106004,1pt,Fear and Greed Index,0.0006300981032704585,0.06251280683168846
model_2,Kurtosis + Median + Fear and Greed Index,T-1 Return >= -0.036110 AND T-3 Return <= 0.106004,2pt,const,-0.011177295384328809,0.529968549395447
model_2,Kurtosis + Median + Fear and Greed Index,T-1 Return >= -0.036110 AND T-3 Return <= 0.106004,2pt,Kurtosis,-0.0018885140124450858,0.5533012950641962
model_2,Kurtosis + Median + Fear and Greed Index,T-1 Return >= -0.036110 AND T-3 Return <= 0.106004,2pt,Median,-2.3681505988090317e-07,0.3117172915026906
model_2,Kurtosis + Median + Fear and Greed Index,T-1 Return >= -0.036110 AND T-3 Return <= 0.106004,2pt,Fear and Greed Index,0.0006283155770217957,0.06308076860980007
model_2,Kurtosis + Median + Fear and Greed Index,T-1 Return >= -0.036110 AND T-4 Return >= -0.093502,1pt,const,-0.012991887801969759,0.48722803949181104
model_2,Kurtosis + Median + Fear and Greed Index,T-1 Return >= -0.036110 AND T-4 Return >= -0.093502,1pt,Kurtosis,-0.0018584526577988289,0.5515077680363831
model_2,Kurtosis + Median + Fear and Greed Index,T-1 Return >= -0.036110 AND T-4 Return >= -0.093502,1pt,Median,-1.5158837404461987e-07,0.5047713182128744
model_2,Kurtosis + Median + Fear and Greed Index,T-1 Return >= -0.036110 AND T-4 Return >= -0.093502,1pt,Fear and Greed Index,0.0004809386793726413,0.16790087117039051
model_2,Kurtosis + Median + Fear and Greed Index,T-1 Return >= -0.036110 AND T-4 Return >= -0.093502,2pt,const,-0.013136432124623015,0.4813329277599535
model_2,Kurtosis + Median + Fear and Greed Index,T-1 Return >= -0.036110 AND T-4 Return >= -0.093502,2pt,Kurtosis,-0.0018379891894645451,0.5533237917624891
model_2,Kurtosis + Median + Fear and Greed Index,T-1 Return >= -0.036110 AND T-4 Return >= -0.093502,2pt,Median,-1.4954851811082832e-07,0.5094569422645168
model_2,Kurtosis + Median + Fear and Greed Index,T-1 Return >= -0.036110 AND T-4 Return >= -0.093502,2pt,Fear and Greed Index,0.0004801904438118244,0.16832767536881332
model_2,Kurtosis + Median + Fear and Greed Index,T-1 Return >= -0.036110 AND T-4 Return <= 0.108559,1pt,const,0.00019996199484824525,0.9911070068593586
model_2,Kurtosis + Median + Fear and Greed Index,T-1 Return >= -0.036110 AND T-4 Return <= 0.108559,1pt,Kurtosis,-0.0017844370602823733,0.5848054060847555
model_2,Kurtosis + Median + Fear and Greed Index,T-1 Return >= -0.036110 AND T-4 Return <= 0.108559,1pt,Median,-2.1002945608726395e-07,0.3829419649564755
model_2,Kurtosis + Median + Fear and Greed Index,T-1 Return >= -0.036110 AND T-4 Return <= 0.108559,1pt,Fear and Greed Index,0.00035035801010100884,0.3021630166850924
model_2,Kurtosis + Median + Fear and Greed Index,T-1 Return >= -0.036110 AND T-4 Return <= 0.108559,2pt,const,3.784805665836078e-05,0.9983113375351644
model_2,Kurtosis + Median + Fear and Greed Index,T-1 Return >= -0.036110 AND T-4 Return <= 0.108559,2pt,Kurtosis,-0.0017460379041263879,0.590488737666631
model_2,Kurtosis + Median + Fear and Greed Index,T-1 Return >= -0.036110 AND T-4 Return <= 0.108559,2pt,Median,-2.0790115676335304e-07,0.38667565284846195
model_2,Kurtosis + Median + Fear and Greed Index,T-1 Return >= -0.036110 AND T-4 Return <= 0.108559,2pt,Fear and Greed Index,0.0003493132214816299,0.30335899460589116
model_2,Kurtosis + Median + Fear and Greed Index,T-1 Return <= 0.061874 AND T-2 Return >= -0.093502,1pt,const,0.010348715439610329,0.5162600683162964
model_2,Kurtosis + Median + Fear and Greed Index,T-1 Return <= 0.061874 AND T-2 Return >= -0.093502,1pt,Kurtosis,-0.002711806733594898,0.23853320835921646
model_2,Kurtosis + Median + Fear and Greed Index,T-1 Return <= 0.061874 AND T-2 Return >= -0.093502,1pt,Median,-1.4829265048489443e-07,0.47751862162360525
model_2,Kurtosis + Median + Fear and Greed Index,T-1 Return <= 0.061874 AND T-2 Return >= -0.093502,1pt,Fear and Greed Index,3.8244256473876074e-05,0.902389642079016
