model_name,variables,filter_rule,num_rules,n_obs_after_filter,retention_ratio,n_oos,r2_1pt,r2_2pt,mse_1pt,mse_2pt,r2_os_1pt,r2_os_2pt,delta_1pt_minus_2pt,all_p_le_0_1_1pt,all_p_le_0_1_2pt,all_p_le_0_15_1pt,all_p_le_0_15_2pt,max_p_1pt,max_p_2pt,coef_1pt_Skewness,p_1pt_Skewness,coef_2pt_Skewness,p_2pt_Skewness,coef_1pt_Median,p_1pt_Median,coef_2pt_Median,p_2pt_Median,coef_1pt_Fear and Greed Index,p_1pt_Fear and Greed Index,coef_2pt_Fear and Greed Index,p_2pt_Fear and Greed Index,coef_1pt_Kurtosis,p_1pt_Kurtosis,coef_2pt_Kurtosis,p_2pt_Kurtosis
model_2,Kurtosis + Median + Fear and Greed Index,Kurtosis >= 1.134304 AND Std >= 905.962517,2,186,0.7018867924528301,65,0.03967649136487228,0.03954220199452696,0.007233293992289649,0.007234305479030328,-0.22764117723431565,-0.2279342810779308,0.00029310384361513897,True,True,True,True,0.0533095912878182,0.05374655178800314,,,,,-5.321192597288868e-07,0.04357633138412941,-5.289602476500314e-07,0.04457721161353382,0.000609815428601967,0.0533095912878182,0.0006085707887983644,0.05374655178800314,-0.004843694330614715,0.04899704145195974,-0.004819442677046811,0.0497437539341871
model_2,Kurtosis + Median + Fear and Greed Index,Kurtosis >= 1.134304 AND Median >= 11541.060000,2,186,0.7018867924528301,65,0.03820108467369299,0.038107579177166784,0.007316258675062814,0.007316969957212572,-0.18753741714156535,-0.18782961133599896,0.0002921941944336037,True,True,True,True,0.06472513020381723,0.06515957572205515,,,,,-4.996948474730442e-07,0.05698581654745544,-4.9656834381657e-07,0.05826707376554032,0.0005821204998904546,0.06472513020381723,0.0005810555059437343,0.06515957572205515,-0.0048929054208099055,0.04884749384810196,-0.004871276327575115,0.04936370744856434
model_2,Kurtosis + Median + Fear and Greed Index,Kurtosis >= 0.998813 AND Median >= 11541.060000,2,212,0.8,91,0.040076103729075885,0.04000955771751624,0.006818397123954592,0.006818869804273929,-0.07859588561411313,-0.07881600563876656,0.00022012002465343627,True,True,True,True,0.054345741836849766,0.05481637011858975,,,,,-5.40185427829631e-07,0.020209999376784856,-5.375093350567703e-07,0.020687355530988067,0.0005878198335291927,0.043460930227340544,0.0005869882050759013,0.04372007278342813,-0.004543140014528551,0.054345741836849766,-0.004525184347370901,0.05481637011858975
model_2,Kurtosis + Median + Fear and Greed Index,Kurtosis >= 0.998813 AND Std >= 905.962517,2,212,0.8,91,0.04149927139564946,0.04139648634106019,0.006745027504716394,0.00674575080935205,-0.09312676309033785,-0.09333999672241755,0.00021323363207970125,True,True,True,True,0.055195102253430876,0.055937015888433556,,,,,-5.665691466816486e-07,0.015231976810031895,-5.63875226883826e-07,0.015594247083152808,0.0006117631299921021,0.0356091629451976,0.0006107788832951779,0.03587294693499649,-0.004479895733915719,0.055195102253430876,-0.004459160890433478,0.055937015888433556
model_2,Kurtosis + Median + Fear and Greed Index,Kurtosis >= 1.134304 AND Mean >= 11518.911118,2,186,0.7018867924528301,65,0.03297835090445911,0.03288179295525062,0.0074170265417484145,0.007417767138272565,-0.22137447864031468,-0.22158303192651552,0.00020855328620084101,True,True,True,True,0.09236131703667984,0.09280670023004214,,,,,-4.521507345343086e-07,0.0867804354395317,-4.493501748425609e-07,0.0884284364837347,0.0005346569187704288,0.09236131703667984,0.0005338639264187686,0.09280670023004214,-0.004663857403930576,0.06163047136903097,-0.004641462397926541,0.06230900995597698
model_2,Kurtosis + Median + Fear and Greed Index,Std >= 905.962517 AND VIX <= 24.808000,2,201,0.7584905660377359,80,0.03241736473969503,0.03228988508934205,0.006614212563436928,0.006615083990304482,-0.10034626407921343,-0.10051562806715486,0.00016936398794142882,True,True,True,True,0.08090364584784251,0.08144817518187891,,,,,-4.2863465164624255e-07,0.06357124121899184,-4.2601546854568353e-07,0.06492249686828033,0.000554237518760746,0.08090364584784251,0.0005531483764599677,0.08144817518187891,-0.004452571207745166,0.05976089850781211,-0.0044304844991220815,0.0607012568896434
model_2,Kurtosis + Median + Fear and Greed Index,Kurtosis >= 0.998813 AND Mean >= 11518.911118,2,212,0.8,91,0.035007956879321345,0.03493648968751095,0.006905700443180961,0.006906211878504886,-0.09352042718875886,-0.0936801446416633,0.00015971745290443984,True,True,True,True,0.0674524617460766,0.06808547008343646,,,,,-4.993941658189919e-07,0.0326536840717781,-4.969751684146716e-07,0.033320376534827535,0.0005458874455908081,0.06268486358206725,0.0005452743861970491,0.06295372470762488,-0.0043380094745139345,0.0674524617460766,-0.004318980383703736,0.06808547008343646
model_2,Kurtosis + Median + Fear and Greed Index,Kurtosis >= 0.998813 AND Mean >= 21165.788180,2,187,0.7056603773584905,66,0.058905837375323955,0.058905460650745534,0.0067611098458668795,0.006761112552372092,-0.16218843604223032,-0.16232016818143835,0.0001317321392080295,True,True,True,True,0.05762404814061924,0.05839920190864392,,,,,-4.704615455246482e-07,0.05762404814061924,-4.6869127597603624e-07,0.05839920190864392,0.0008812613469479138,0.005525284769838391,0.0008808972583735084,0.0055398436518739914,-0.005270978611250625,0.0276023313104487,-0.005263161814471488,0.027603500349109234
model_2,Kurtosis + Median + Fear and Greed Index,Kurtosis >= 0.998813 AND Median >= 21085.300000,2,187,0.7056603773584905,66,0.058905837375323955,0.058905460650745534,0.0067611098458668795,0.006761112552372092,-0.16218843604223032,-0.16232016818143835,0.0001317321392080295,True,True,True,True,0.05762404814061924,0.05839920190864392,,,,,-4.704615455246482e-07,0.05762404814061924,-4.6869127597603624e-07,0.05839920190864392,0.0008812613469479138,0.005525284769838391,0.0008808972583735084,0.0055398436518739914,-0.005270978611250625,0.0276023313104487,-0.005263161814471488,0.027603500349109234
model_2,Kurtosis + Median + Fear and Greed Index,Std >= 1391.698789 AND VIX >= 13.498000,2,187,0.7056603773584905,66,0.03641016372805306,0.03638762974280696,0.007462892784050712,0.007463067307182396,-0.1617332465496628,-0.16178832208580074,5.507553613792737e-05,True,True,True,True,0.08201644097325929,0.08223253937838822,,,,,-4.732208806701523e-07,0.06745337112320764,-4.7216483380993076e-07,0.06792144020115969,0.000682234726270935,0.033539568924714,0.0006818527816030432,0.03361938121722095,-0.004344685263037421,0.08201644097325929,-0.004336474045893777,0.08223253937838822
model_2,Kurtosis + Median + Fear and Greed Index,Std >= 1391.698789,1,212,0.8,91,0.031895748973452265,0.03188092426631106,0.006999360982000098,0.006999468164131178,-0.13374898417206427,-0.1337941011554591,4.511698339482173e-05,True,True,True,True,0.08636834561918441,0.08653841957419023,,,,,-4.357585359073573e-07,0.07131285905443635,-4.34848963429916e-07,0.07177080510592994,0.0006103232887253519,0.03668877782183176,0.0006100924218631096,0.03674741484152838,-0.004087624998750121,0.08636834561918441,-0.004080984295214996,0.08653841957419023
model_2,Kurtosis + Median + Fear and Greed Index,Mean >= 11518.911118 AND Std >= 1391.698789,2,211,0.7962264150943397,90,0.03210395016279188,0.03208385909569522,0.007029560113580283,0.007029706029418996,-0.12642813455412227,-0.12646839633978524,4.026178566296501e-05,True,True,True,True,0.08669969950215035,0.08693016756406916,,,,,-4.3073538210644614e-07,0.07597136966362396,-4.298396129778675e-07,0.0764505711985221,0.0006184326038941492,0.0354835590424947,0.0006181302584704623,0.03555786782302872,-0.004092471000340686,0.08669969950215035,-0.00408502181600754,0.08693016756406916
model_2,Kurtosis + Median + Fear and Greed Index,Std >= 1391.698789 AND Median >= 11541.060000,2,211,0.7962264150943397,90,0.03210395016279188,0.03208385909569522,0.007029560113580283,0.007029706029418996,-0.12642813455412227,-0.12646839633978524,4.026178566296501e-05,True,True,True,True,0.08669969950215035,0.08693016756406916,,,,,-4.3073538210644614e-07,0.07597136966362396,-4.298396129778675e-07,0.0764505711985221,0.0006184326038941492,0.0354835590424947,0.0006181302584704623,0.03555786782302872,-0.004092471000340686,0.08669969950215035,-0.00408502181600754,0.08693016756406916
model_2,Kurtosis + Median + Fear and Greed Index,Kurtosis >= 0.998813 AND Std >= 1391.698789,2,192,0.7245283018867924,71,0.046641363431173644,0.046620555453602,0.00710252857364809,0.007102683593227914,-0.16517071215322465,-0.16520752609195521,3.681393873056216e-05,True,True,True,True,0.05407435888001928,0.054207109227457126,,,,,-5.886416818047163e-07,0.020786520196104094,-5.876044733231954e-07,0.020952704615037742,0.0006964855003826009,0.024498754683378483,0.0006962178720784839,0.024545716758730206,-0.004685100640604917,0.05407435888001928,-0.004677342606482757,0.054207109227457126
