model_name,variables,filter_rule,num_rules,n_obs_after_filter,retention_ratio,n_oos,r2_1pt,r2_2pt,mse_1pt,mse_2pt,r2_os_1pt,r2_os_2pt,delta_1pt_minus_2pt,all_p_le_0_1_1pt,all_p_le_0_1_2pt,all_p_le_0_15_1pt,all_p_le_0_15_2pt,max_p_1pt,max_p_2pt,coef_1pt_Skewness,p_1pt_Skewness,coef_2pt_Skewness,p_2pt_Skewness,coef_1pt_Median,p_1pt_Median,coef_2pt_Median,p_2pt_Median,coef_1pt_Fear and Greed Index,p_1pt_Fear and Greed Index,coef_2pt_Fear and Greed Index,p_2pt_Fear and Greed Index,coef_1pt_Kurtosis,p_1pt_Kurtosis,coef_2pt_Kurtosis,p_2pt_Kurtosis
model_1,Skewness + Median + Fear and Greed Index,Kurtosis <= 1.921191,1,185,0.6981132075471698,64,0.04150220511625824,0.04149780879069109,0.0060987182239494245,0.006098746196836789,-0.27217914831285506,-0.27232346710726696,0.00014431879441190176,False,False,False,False,0.6068397261035872,0.6074025265554082,0.010577668487079065,0.6068397261035872,0.01061261695435628,0.6074025265554082,-3.1110877626525725e-07,0.1629848111005495,-3.1107142465759437e-07,0.1630460365163888,0.0008060110948233671,0.016579317752923022,0.0008057263738708359,0.01669421641437788,,,,
model_1,Skewness + Median + Fear and Greed Index,Kurtosis <= 2.295363,1,212,0.8,91,0.008102628568763093,0.008096166970577467,0.007417673269991299,0.007417721591547057,-0.1924757133784747,-0.19243290799179813,-4.2805386676558754e-05,False,False,False,False,0.8451838539872178,0.8479187512902864,-0.0039705885375107865,0.8451838539872178,-0.003915049391426944,0.8479187512902864,-1.2115228526040675e-07,0.5983942452305597,-1.2109138915881552e-07,0.5986064367187409,0.0004325123134783969,0.20577379878560392,0.00043219221332281034,0.2064168605520454,,,,
model_1,Skewness + Median + Fear and Greed Index,Kurtosis <= 3.240887,1,238,0.8981132075471698,117,0.005832835232076006,0.005872682290446241,0.00737022318929152,0.007369927784530601,-0.09215776778672602,-0.09215588047598211,-1.8873107439087988e-06,False,False,False,False,0.47285106173509206,0.46885859478630765,-0.01207117478885416,0.47285106173509206,-0.01222393482209814,0.46885859478630765,-1.6824286758392802e-07,0.4343157434010806,-1.6850547609445054e-07,0.4336270956293763,0.00033668034983527225,0.2991358365669416,0.0003379005894199056,0.29772235442750156,,,,
model_1,Skewness + Median + Fear and Greed Index,Mean >= 11518.911118,1,238,0.8981132075471698,117,0.016464302954691146,0.016463111711020217,0.006897871997616499,0.006897880352215507,-0.07480462973945001,-0.0746986655291697,-0.00010596421028030711,False,False,False,False,0.29882793535655816,0.29889124659939204,-0.010720234548973594,0.29882793535655816,-0.01071302863514663,0.29889124659939204,-3.043018395664773e-07,0.16685207625987555,-3.0431951291976517e-07,0.16683413566481017,0.0005683016239696405,0.06624803264333586,0.0005682989880362321,0.06625604232597443,,,,
model_1,Skewness + Median + Fear and Greed Index,Mean >= 21165.788180,1,212,0.8,91,0.027162777760558088,0.027162931939068602,0.006846433618954242,0.006846432533908445,-0.14546392995172464,-0.14569159051815816,0.0002276605664335296,False,False,False,False,0.5348739940418032,0.5348565570230746,-0.006833653209987037,0.5348739940418032,-0.006831005523448111,0.5348565570230746,-2.2896270847155572e-07,0.33013488939644353,-2.2907516860806042e-07,0.329969477946371,0.0007646766766658064,0.01906620271196454,0.0007647098912768016,0.019068643829066517,,,,
model_1,Skewness + Median + Fear and Greed Index,Mean >= 26613.907988,1,185,0.6981132075471698,64,0.01675689079566789,0.016743086604948165,0.006910636830187304,0.006910733851715252,-0.0895016083186535,-0.08954072593700868,3.91176183551778e-05,False,False,False,False,0.6784337066293696,0.6806810218887507,-0.00518281531750484,0.6784337066293696,-0.005145709191881945,0.6806810218887507,-2.679514760463189e-07,0.30875285843822753,-2.678171112080499e-07,0.3090575428769023,0.0005807942639142583,0.103736514149887,0.000580321944574808,0.10409209472917426,,,,
model_1,Skewness + Median + Fear and Greed Index,Mean <= 58086.787674,1,185,0.6981132075471698,65,0.017698571071570246,0.017755209940087724,0.009247524410085894,0.009246991203776964,0.011209825109613991,0.0113392455851129,-0.00012942047549890923,False,False,False,False,0.888952667344576,0.8892586004245551,-0.010970477702587638,0.33623930072573116,-0.011050265120136566,0.3335345799570928,-7.45166801185608e-08,0.888952667344576,-7.43083644767218e-08,0.8892586004245551,0.0006967053530687284,0.07558683461044989,0.0006980370868206085,0.07516414840666014,,,,
model_1,Skewness + Median + Fear and Greed Index,Mean <= 66374.485907,1,212,0.8,92,0.01378875896936127,0.013816913016211907,0.008736744549725714,0.008736495135903256,-0.002294887473468288,-0.0022174075146412786,-7.74799588270092e-05,False,False,False,False,0.5060770386247422,0.5032416878869329,-0.00720093883253908,0.5060770386247422,-0.007260306421897178,0.5032416878869329,-4.436255141463887e-07,0.2804373400761595,-4.4362869890314406e-07,0.28042684803447127,0.0005646754990058175,0.11725707233478254,0.0005655735349713532,0.11682144193985493,,,,
model_1,Skewness + Median + Fear and Greed Index,Mean <= 96175.901226,1,238,0.8981132075471698,118,0.007940358143914583,0.00796364080313916,0.008300801219187063,0.008300606407587108,-0.01848225660116376,-0.018417351933624815,-6.49046675389453e-05,False,False,False,False,0.5295673681580859,0.5267270658184507,-0.006501145683857276,0.5295673681580859,-0.00655584503143665,0.5267270658184507,-2.0170898851587896e-07,0.49026868575784555,-2.0171083271291055e-07,0.4902596081749897,0.00042535110104171864,0.1892315015177303,0.0004261365926638417,0.18858886331672112,,,,
model_1,Skewness + Median + Fear and Greed Index,Std >= 905.962517,1,238,0.8981132075471698,117,0.017834559306412312,0.017852212915542953,0.0067853659269369905,0.006785243965612634,-0.07670609375804549,-0.07654829737951996,-0.00015779637852553208,False,False,False,False,0.4419468716597319,0.4403311394177223,-0.007627417936826631,0.4419468716597319,-0.007651054173747277,0.4403311394177223,-3.3896023736210486e-07,0.12093456083822539,-3.3904150788384824e-07,0.12084018130664424,0.0005754136040350473,0.05980348531284966,0.0005757920943474675,0.059635534510209094,,,,
model_1,Skewness + Median + Fear and Greed Index,Std >= 1391.698789,1,212,0.8,91,0.021779874257274456,0.02182303833433419,0.007072498413957593,0.007072186339140777,-0.1477359135047076,-0.14788049247678958,0.0001445789720819768,False,False,False,False,0.37597302097723373,0.3731993584281236,-0.009498983096242322,0.37597302097723373,-0.009545020014087217,0.3731993584281236,-3.7923570401412653e-07,0.1142308925038707,-3.795053784201642e-07,0.11398269503216561,0.0006444481451672068,0.04764809458947545,0.0006453199834689818,0.04737844701337638,,,,
model_1,Skewness + Median + Fear and Greed Index,Std >= 1942.592835,1,185,0.6981132075471698,64,0.023918935147543174,0.02390494666540255,0.006971918703979121,0.0069720186204346194,-0.28475792540424494,-0.2849429300966486,0.00018500469240367856,False,False,False,False,0.5364525519971397,0.5378347991161327,-0.0068441553299583005,0.5364525519971397,-0.006816711320598958,0.5378347991161327,-3.0713899410014353e-07,0.23348218903184917,-3.070904122401831e-07,0.23357146418493702,0.0006685724342743254,0.0439984325049513,0.0006682298574580305,0.04409555135833635,,,,
model_1,Skewness + Median + Fear and Greed Index,Std <= 4990.499057,1,185,0.6981132075471698,65,0.010755324134785638,0.010751211979147968,0.008391375284913804,0.00839141016672012,0.0327416689911606,0.03305111753385137,-0.00030944854269077116,False,False,False,False,0.9356113024622419,0.9394178782588698,0.0011212756170232761,0.9356113024622419,0.0010575802273606156,0.9394178782588698,-8.277959917694222e-08,0.8167029197835388,-8.271025460400801e-08,0.8168555455483775,0.0004807177438283963,0.2070507463134393,0.0004813435400219417,0.20671283588150247,,,,
model_1,Skewness + Median + Fear and Greed Index,Std <= 5554.505438,1,212,0.8,91,0.008159834912483177,0.008154613738819205,0.007867919717259975,0.00786796113499709,-0.02580725836087172,-0.02550255114979927,-0.00030470721107245247,False,False,False,False,0.9024568179886476,0.9060533956182909,0.0015820942469461793,0.9024568179886476,0.0015271003198279115,0.9060533956182909,-9.378746766786448e-08,0.7159422281600984,-9.381704889932176e-08,0.7158585963112407,0.0004085331791009383,0.24771926071098255,0.00040907701053353226,0.24734035430233084,,,,
model_1,Skewness + Median + Fear and Greed Index,Std <= 6617.949372,1,238,0.8981132075471698,117,0.012069632786400053,0.012067504791991257,0.007381312180645765,0.007381328079935405,-0.025559184702478976,-0.02549515509227751,-6.402961020146591e-05,False,False,False,False,0.956254968397542,0.9600747831346699,0.0006680761446577157,0.956254968397542,0.000611065312087904,0.9600747831346699,-2.15309968025977e-07,0.3255993824806953,-2.1535104013086822e-07,0.3255123613932658,0.000469392652393151,0.1417059510136595,0.0004699681565347408,0.1414260500144134,,,,
model_1,Skewness + Median + Fear and Greed Index,Median >= 11541.060000,1,238,0.8981132075471698,117,0.01864982129864423,0.01866450413499432,0.006837778294840376,0.006837675988872659,-0.06561915936130269,-0.06543072917441273,-0.00018843018688996516,False,False,False,False,0.3121252451361879,0.311299333796989,-0.010195663897453196,0.3121252451361879,-0.010211639529810737,0.311299333796989,-3.287595780460046e-07,0.13198023716669172,-3.2891533567241994e-07,0.13181952736226155,0.0005878418799149641,0.05282605221916461,0.0005882351244778093,0.05272221221023707,,,,
model_1,Skewness + Median + Fear and Greed Index,Median >= 21085.300000,1,212,0.8,91,0.027162777760558088,0.027162931939068602,0.006846433618954242,0.006846432533908445,-0.14546392995172464,-0.14569159051815816,0.0002276605664335296,False,False,False,False,0.5348739940418032,0.5348565570230746,-0.006833653209987037,0.5348739940418032,-0.006831005523448111,0.5348565570230746,-2.2896270847155572e-07,0.33013488939644353,-2.2907516860806042e-07,0.329969477946371,0.0007646766766658064,0.01906620271196454,0.0007647098912768016,0.019068643829066517,,,,
model_1,Skewness + Median + Fear and Greed Index,Median >= 26584.620000,1,185,0.6981132075471698,64,0.01675689079566789,0.016743086604948165,0.006910636830187304,0.006910733851715252,-0.0895016083186535,-0.08954072593700868,3.91176183551778e-05,False,False,False,False,0.6784337066293696,0.6806810218887507,-0.00518281531750484,0.6784337066293696,-0.005145709191881945,0.6806810218887507,-2.679514760463189e-07,0.30875285843822753,-2.678171112080499e-07,0.3090575428769023,0.0005807942639142583,0.103736514149887,0.000580321944574808,0.10409209472917426,,,,
model_1,Skewness + Median + Fear and Greed Index,Median <= 58011.240000,1,185,0.6981132075471698,65,0.01822446108815723,0.01827998355975613,0.00933071194665582,0.009330184265766938,-0.006360136798570171,-0.0062691175443416736,-9.10192542284971e-05,False,False,False,False,0.6028557828984826,0.6030689791602969,-0.011155523465243873,0.33070129504124035,-0.011234068744949584,0.32810621032310017,-2.8023573439838057e-07,0.6028557828984826,-2.8006386735354206e-07,0.6030689791602969,0.0007131624983869817,0.07162805448733478,0.0007144845297263727,0.07123420205697138,,,,
model_1,Skewness + Median + Fear and Greed Index,Median <= 66247.920000,1,212,0.8,92,0.01378875896936127,0.013816913016211907,0.008736744549725714,0.008736495135903256,-0.002294887473468288,-0.0022174075146412786,-7.74799588270092e-05,False,False,False,False,0.5060770386247422,0.5032416878869329,-0.00720093883253908,0.5060770386247422,-0.007260306421897178,0.5032416878869329,-4.436255141463887e-07,0.2804373400761595,-4.4362869890314406e-07,0.28042684803447127,0.0005646754990058175,0.11725707233478254,0.0005655735349713532,0.11682144193985493,,,,
model_1,Skewness + Median + Fear and Greed Index,Median <= 96165.020000,1,238,0.8981132075471698,118,0.007940358143914583,0.00796364080313916,0.008300801219187063,0.008300606407587108,-0.01848225660116376,-0.018417351933624815,-6.49046675389453e-05,False,False,False,False,0.5295673681580859,0.5267270658184507,-0.006501145683857276,0.5295673681580859,-0.00655584503143665,0.5267270658184507,-2.0170898851587896e-07,0.49026868575784555,-2.0171083271291055e-07,0.4902596081749897,0.00042535110104171864,0.1892315015177303,0.0004261365926638417,0.18858886331672112,,,,
model_1,Skewness + Median + Fear and Greed Index,Fear and Greed Index >= 22.000000,1,240,0.9056603773584906,119,0.006858156724689257,0.006880152806618134,0.0073908686980312015,0.007390705005247026,-0.00960036178596324,-0.009546409092995756,-5.395269296748495e-05,False,False,False,False,0.5594194922106116,0.5564282889877814,-0.005817799584868584,0.5594194922106116,-0.0058708913538273785,0.5564282889877814,-1.8499033588274207e-07,0.37315235652239886,-1.8512319863153873e-07,0.37282134054094884,0.00038803216320506834,0.24893491541941207,0.0003887124578401357,0.2482112090131221,,,,
model_1,Skewness + Median + Fear and Greed Index,Fear and Greed Index >= 27.000000,1,216,0.8150943396226416,95,0.015225748997225508,0.015309758330833478,0.00678977495227429,0.0067891957286923274,-0.018871730427052924,-0.018930761759376136,5.903133232321167e-05,False,False,False,False,0.3299948265639747,0.3293093985319645,-0.012911126061078852,0.1949935162064485,-0.01300217882245644,0.19261211384996912,-1.9806609547358718e-07,0.3299948265639747,-1.9834967320937085e-07,0.3293093985319645,0.0005667506788245387,0.1251321469462908,0.0005678119644227001,0.12446607946520936,,,,
model_1,Skewness + Median + Fear and Greed Index,Fear and Greed Index >= 34.600000,1,185,0.6981132075471698,64,0.032589266702295894,0.03265357499396537,0.00648173512538207,0.006481304254296378,-0.07862339770857751,-0.07853810846727183,-8.528924130568605e-05,False,False,False,False,0.1985980635291372,0.19811856826537821,-0.013526257480548422,0.19220086219499585,-0.013598516825396405,0.1906399036024799,-2.769397249263292e-07,0.1985980635291372,-2.7725228348425556e-07,0.19811856826537821,0.0011655386074499315,0.017007611253739622,0.0011663933564096717,0.016926171717565205,,,,
model_1,Skewness + Median + Fear and Greed Index,Fear and Greed Index <= 66.000000,1,186,0.7018867924528301,65,0.0021523777487358897,0.0021363751416920707,0.007671674162575227,0.007671797194172689,-0.0778391913913381,-0.07792413826714717,8.494687580906657e-05,False,False,False,False,0.9151094246053887,0.9142135758904237,0.0038148175676328963,0.772418388637652,0.003753618546864124,0.7763059395531464,-1.4474033263887372e-07,0.5824694198311837,-1.4468621970219087e-07,0.5826110900082999,4.952086260176659e-05,0.9151094246053887,5.0078218015683866e-05,0.9142135758904237,,,,
model_1,Skewness + Median + Fear and Greed Index,Fear and Greed Index <= 72.200000,1,212,0.8,91,0.0017827314791220017,0.001770546228962111,0.007084471866552937,0.007084558346785916,-0.0563448265713371,-0.05625610947568349,-8.871709565361208e-05,False,False,False,False,0.9266004030877685,0.9259548348786991,0.004100780999880663,0.7388603596161111,0.004059504394772304,0.7417461107036951,-1.1702757694293496e-07,0.6186655273506148,-1.1699024668660497e-07,0.6187841866291077,3.504587116308743e-05,0.9266004030877685,3.537849316811396e-05,0.9259548348786991,,,,
model_1,Skewness + Median + Fear and Greed Index,Fear and Greed Index <= 76.000000,1,240,0.9056603773584906,119,0.0011969224393307831,0.0011897438362460377,0.006908923208810743,0.006908972864662406,-0.04451848668667591,-0.04448530639944259,-3.318028723331423e-05,False,False,False,False,0.8277591510565684,0.8308189184705397,0.0025734122695594617,0.8277591510565684,0.002531493435487926,0.8308189184705397,-8.142033328042659e-08,0.6999153162743978,-8.146306106279904e-08,0.6997735523309738,0.00010288424516125845,0.7614327580367553,0.00010331380513843748,0.7605729870880578,,,,
model_1,Skewness + Median + Fear and Greed Index,VIX >= 13.498000,1,238,0.8981132075471698,117,0.010224176912275396,0.010257500817038578,0.008074249159667719,0.008073977314767333,-0.004232928749713372,-0.004169572662623189,-6.335608709018281e-05,False,False,False,False,0.4396128503309029,0.43661813041778097,-0.00781758314599921,0.4396128503309029,-0.007880508311965833,0.43661813041778097,-2.5260707779580976e-07,0.24694228246789116,-2.52760985721941e-07,0.2466590610515105,0.00045025823564016524,0.16815608926898312,0.00045114987554813516,0.16746110048871285,,,,
model_1,Skewness + Median + Fear and Greed Index,VIX >= 14.938000,1,212,0.8,92,0.010752025730070502,0.010804194888479168,0.008467654012795084,0.008467207461075967,-0.048787965800747735,-0.048778043500626644,-9.922300121090188e-06,False,False,False,False,0.3911174690749054,0.3876158228362735,-0.009725319819235849,0.3911174690749054,-0.00981843940336016,0.3876158228362735,-2.2277669082097482e-07,0.3532592959081725,-2.2300077806089753e-07,0.3527789013580023,0.0004961284731620271,0.15848447441790423,0.0004974156152474572,0.15760249737359314,,,,
model_1,Skewness + Median + Fear and Greed Index,VIX >= 16.392000,1,185,0.6981132075471698,65,0.013067646941890776,0.013141228302787633,0.008963781895746224,0.00896311359536208,-0.07842471154516617,-0.07842758388980364,2.872344637472324e-06,False,False,False,False,0.49776567883763045,0.4973240516827284,-0.012606520443335692,0.2941842286958797,-0.012711293543896466,0.2912506814025114,-1.8141337883544676e-07,0.49776567883763045,-1.8159632777219044e-07,0.4973240516827284,0.0005605643487110503,0.14894154411484103,0.0005621568311837023,0.14800348746812533,,,,
model_1,Skewness + Median + Fear and Greed Index,VIX <= 21.908000,1,185,0.6981132075471698,64,0.02103452691088903,0.021030650965291664,0.00622304740772757,0.006223072046178942,-0.12313084797112395,-0.12337143490179558,0.00024058693067163794,False,False,False,False,0.8223046114997381,0.8235471100513959,0.00287419387574312,0.8223046114997381,0.0028532716513367303,0.8235471100513959,-3.5245140190994813e-07,0.12603511285817934,-3.524900948351832e-07,0.1260503765984069,0.0004902231883164469,0.1644809881803391,0.0004904156455463568,0.16432648004104647,,,,
model_1,Skewness + Median + Fear and Greed Index,VIX <= 24.808000,1,212,0.8,91,0.011214174429258539,0.011243504997344611,0.006684155172129746,0.006683956898587285,-0.03041271408795132,-0.030369533374555724,-4.318071339559637e-05,False,False,False,False,0.39164368152260864,0.38966474910232574,-0.008941492519335573,0.39164368152260864,-0.008983179174751475,0.38966474910232574,-2.708582116351734e-07,0.20923066708351223,-2.7101821215444606e-07,0.20897069807317625,0.00037826005500678347,0.2420676819691096,0.00037873910412437406,0.2414907717175067,,,,
model_1,Skewness + Median + Fear and Greed Index,VIX <= 29.206000,1,238,0.8981132075471698,117,0.015613286826445139,0.015681506080601038,0.006785229326354008,0.006784759101311626,-0.02091986418823799,-0.020705495861132128,-0.00021436832710586273,False,False,False,False,0.31220491558682306,0.30840187176220724,-0.010016913769979891,0.31220491558682306,-0.010103192115618297,0.30840187176220724,-3.09046805794509e-07,0.13791756146552955,-3.0931848755573174e-07,0.13757041184090035,0.0005162135094127568,0.09776992059990919,0.0005174049153370825,0.09703732190160241,,,,
model_1,Skewness + Median + Fear and Greed Index,T-1 Return >= -0.093502,1,238,0.8981132075471698,117,0.008583028787506608,0.008582632078324881,0.007244559341475407,0.007244562240339652,-0.0994389088372638,-0.09915626680181688,-0.0002826420354469228,False,False,False,False,0.9575620590578331,0.958267430021016,0.0006210967376056288,0.9575620590578331,0.0006122993717737205,0.958267430021016,-1.7143091468413086e-07,0.40850091196055793,-1.7143996006529938e-07,0.40849578368557704,0.0003960810340465087,0.2100234291649879,0.0003961676587498878,0.2101685585797171,,,,
model_1,Skewness + Median + Fear and Greed Index,T-1 Return >= -0.036110,1,212,0.8,91,0.007463225791753625,0.007463199319317049,0.007539006253120752,0.007539006454197297,-0.11382931002899688,-0.11371531108326294,-0.00011399894573393965,False,False,False,False,0.9975428396834813,0.9984143217252386,3.717642197278255e-05,0.9975428396834813,2.40524713815346e-05,0.9984143217252386,-1.9098063782562283e-07,0.3888495079133917,-1.9100050599976954e-07,0.38881648703632166,0.00036265398201027247,0.2818186467001342,0.00036279491775323907,0.28188815694276925,,,,
model_1,Skewness + Median + Fear and Greed Index,T-1 Return >= -0.019819,1,185,0.6981132075471698,64,0.004417466578022666,0.0044188696783789005,0.00738474742498846,0.007384737017471855,-0.08511907785811701,-0.0850331924036205,-8.588545449650375e-05,False,False,False,False,0.960938352363816,0.9589209778684331,-0.0006712313939566847,0.960938352363816,-0.0007089116858085353,0.9589209778684331,-2.0422738675781006e-07,0.38628619818605847,-2.0432581387079064e-07,0.3861223150996448,0.0001905373131776274,0.6061315788862756,0.00019095421895289936,0.6056308623044011,,,,
model_1,Skewness + Median + Fear and Greed Index,T-1 Return <= 0.034220,1,185,0.6981132075471698,64,0.004583383011658837,0.004580012338307626,0.005642325964110711,0.005642345070118631,-0.09360851682641735,-0.09361817348570001,9.656659282653024e-06,False,False,False,False,0.6384823593996507,0.6382515378833982,-0.006226988537176136,0.5310111596190357,-0.006227442412208546,0.5313312109506692,-1.4116184466147912e-07,0.49788143058178846,-1.4124210167914618e-07,0.49764540340411667,0.0001517046373278692,0.6384823593996507,0.00015186825264990107,0.6382515378833982,,,,
model_1,Skewness + Median + Fear and Greed Index,T-1 Return <= 0.061874,1,212,0.8,91,0.002461360326405093,0.0024832830788298343,0.007129440378454309,0.007129283695845608,-0.04595094745463957,-0.04603422751202757,8.328005738800215e-05,False,False,False,False,0.7152860174284215,0.7149400920652034,-0.006453245066062132,0.5536284954325574,-0.006503512251233849,0.5510625440200041,-7.98362584350428e-08,0.7152860174284215,-7.993863810392287e-08,0.7149400920652034,0.00018067204020475843,0.5955859568404237,0.0001813781308732832,0.5942949010753369,,,,
model_1,Skewness + Median + Fear and Greed Index,T-1 Return <= 0.106004,1,238,0.8981132075471698,117,0.0038342135631395102,0.0038590199385721835,0.0072237001599078044,0.007223520276377752,-0.02309055485390732,-0.02295632297483241,-0.00013423187907490863,False,False,False,False,0.5607152589091178,0.5573679479102538,-0.006126172959318899,0.5607152589091178,-0.006187107156632012,0.5573679479102538,-1.5033997856821957e-07,0.47344473016308963,-1.5046436067217848e-07,0.47308704785263,0.0002348750033089308,0.46058585143508346,0.00023567224268133998,0.4592408182062565,,,,
model_1,Skewness + Median + Fear and Greed Index,T-2 Return >= -0.093502,1,238,0.8981132075471698,117,0.00877984075751126,0.008795230327107717,0.006876558206272051,0.006876451441624346,-0.018885175746207405,-0.018893155615983037,7.979869775631698e-06,False,False,False,False,0.8028632461291763,0.7973319003843949,-0.0023666199234939392,0.8028632461291763,-0.002437793643031435,0.7973319003843949,-2.7317613894273013e-07,0.17661423805945195,-2.7334143378010654e-07,0.17636574246093892,0.00029842340871037075,0.32815728706672964,0.00029933830147791643,0.32679832638226536,,,,
