,10000,15000,16000,18000,20000,22000,24000,25000,26000,27000,28000,29000,30000,31000,32000,33000,34000,35000,36000,37000,38000,39000,40000,41000,42000,43000,44000,45000,46000,47000,48000,49000,50000,50500,51000,51500,52000,52500,53000,53500,54000,55000,56000,58000,60000,62000,64000,65000,66000,68000,70000,72000,75000,80000,85000,90000,95000
2023-11-23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6755.257864000001,0,0,0,0,0,0,0,3518.67192,3080.06655,2816.342525,2573.81316,2368.6395350000003,2182.1178600000003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,465.8305,0,0,278.16209999999995,0,0,0
2023-11-24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7476.595220000001,0,6236.140715,0,0,4466.51744,4317.34188,3896.11508,3353.413745,3587.309825,2898.83594,2563.043265,2543.09421,2286.77779,0,1946.47237,0,1682.29135,0,0,0,0,0,0,0,1145.827965,0,1077.425115,992.13764,855.991125,716.5209699999999,0,651.1792200000001,0,0,473.038625,0,380.2334,285.8763,0,0,0
2023-11-25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2452.6866,2222.4061,0,1929.40905,0,0,0,0,0,0,0,0,0,0,0,0,0,775.200735,0,0,529.1291600000001,0,0,415.71761,0,321.14861500000006,245.206715,0,0,0
2023-11-26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4765.54752,0,0,0,0,0,0,2502.792005,2296.01926,0,0,1772.95365,0,0,0,0,0,0,0,0,0,1042.63264,0,0,0,0,0,585.985715,0,0,0,395.130645,0,0,245.24695,0,0,0
2023-11-27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4428.862893,4058.865993,3556.92438,0,2979.3685950000004,2686.81829,2515.31932,2176.96194,1995.04188,1904.96646,0,1475.2252,0,1400.241,0,0,0,1194.90464,0,0,0,1067.22924,0,0,0,0,516.09992,462.0327500000001,0,0,0,0,0,0,0,155.33028,0,0
2023-11-28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4897.121495,4028.970645,4174.125765000001,3934.24852,3569.67387,2631.68245,2862.924,2189.91893,2366.2554200000004,2091.0021,0,1700.8159500000002,0,1290.8106000000002,0,0,0,1189.103895,0,0,0,868.947515,0,913.35312,776.923555,0,520.32834,0,516.92202,0,0,315.038815,0,284.946,0,165.768372,0,0
2023-11-29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4989.007430000001,4396.045950000001,0,3596.29125,0,3007.903965,2744.472275,0,2450.04864,2177.61546,0,1719.18383,0,1413.291,0,0,0,1277.50106,0,0,0,1153.3600460000002,0,887.31911,771.925245,678.63006,602.96576,570.64605,572.89875,0,0,397.60959,0,302.83944,267.63401,188.499,0,0
2023-11-30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3510.17061,3168.79416,2848.16955,2541.742875,0,2093.82963,1908.58185,0,1783.79241,0,1458.8554749999998,0,0,0,1129.8186,0,0,0,961.808235,0,758.0592389999999,686.841064,566.0061,564.006,489.71767,470.271,0,0,320.00375,0,263.81131,207.258975,154.635272,0,0
2023-12-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8624.843149999999,0,0,0,0,4867.006890000001,4871.86667,4217.5243,0,3526.92488,3401.22125,2918.3126,2705.4384000000005,2276.960875,2279.78301,0,1881.0317600000003,0,1554.5364000000002,0,0,0,1341.9623700000002,0,0,0,1139.069045,0,951.910995,708.676355,677.5076000000001,512.6241600000001,0,459.70872,0,0,369.470865,0,268.81673,231.35148,192.028,0,0
