,39000,40000,41000,42000,43000,44000,45000,46000,47000,48000
2022-03-25,0,0,0,0,1855.242145,797.4296999999999,266.1093,110.992875,22.199855,22.4573
2022-03-26,0,0,0,0,0,555.278,66.6645,22.22114,22.103745,0
