,38500,39000,39500,40000,40500,40750,41000,41250,41500,41750,42000,42250,42500,42750,43000,43250,43500,43750,44000,44250,44500,44750,45000,45250,45500,46000,46500,47000,47500,48000,48500,49000,49500,50000,51500,53000,54000,55000
2023-12-09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,925.99542,592.01442,370.912885,305.92632000000003,262.7796,192.372488,131.0883,96.127966,162.60578700000002,52.53509999999999,48.16928600000001,57.04088,26.296152,21.94675,17.580572,17.562052,8.775148,8.785234,8.77959,0,0,0
2023-12-10,0,0,0,0,0,0,2869.917215,0,0,0,0,0,0,1224.43804,0,0,679.259445,503.68321,349.39376000000004,261.82446000000004,196.267725,153.144985,109.211575,78.838038,61.184648,34.950256,21.853075,17.48872,13.140695999999998,8.772652,4.400008000000001,0,4.374332,0,0,0,0,0
2023-12-11,0,2113.443095,1620.769135,1642.2101300000002,551.94669,367.17318,349.93378,226.64235,131.736416,74.130246,41.24641,24.744864,16.487476,8.240258,4.121285,4.050889,4.0548660000000005,4.063038,4.082791,4.080779000000001,4.192425,4.181962,4.203337,12.686759999999998,4.162099,4.138834,8.389776,4.203131,8.464802,4.221885,0,0,0,0,0,8.388044,8.389850000000001,8.388044
