,12000,13000,14000,15000,16000,17000,18000,18500,19000,19500,20000,20500,21000,21500,22000,22500,23000,23250,23500,23750,24000,24250,24500,24750,25000,25250,25500,25750,26000,26500,27000,28000,29000,30000,31000,32000,33000,34000,35000,36000,37000,39000,40000
2023-02-23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1693.3712999999998,0,1396.207215,0,1131.671825,0,1108.29318,0,815.1741400000001,0,669.3957200000001,0,627.88804,456.26125,333.51234000000005,227.04316,154.86360499999998,107.305425,96.371,72.73944,48.072120000000005,0,0,0,24.43821,0,12.17891
2023-02-24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1321.327575,1055.03208,0,952.10692,0,779.852865,0,519.39315,0,462.7572,0,347.8104,0,242.62896,256.16261,186.492699,114.69885,93.25284,69.67596,46.25832,35.636070000000004,35.6649,0,11.58308,11.54255,0,0,0
2023-02-25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1267.70325,1014.1604,0,768.2273600000001,0,596.7226199999999,0,446.5250400000001,0,355.9978,0,323.5484,0,229.9673,149.390995,114.9108,103.725675,57.778225000000006,46.27424,34.53228,0,0,11.548075,11.59392,0,0,0,0
2023-02-26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1428.659145,1266.0575399999998,0,1098.632715,0,846.3765599999999,0,659.1732000000001,0,505.492305,0,349.99455,0,268.1248,234.6647,139.21128000000002,129.029065,70.61655,46.73836,23.16962,0,11.6163,0,11.5399,0,0,0,0
2023-02-27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1447.06698,1193.3724599999998,0,848.1556099999999,0,713.041505,0,600.592575,0,446.15838,0,301.92851,0,232.0657,173.764725,152.51626,93.09496,71.22261,59.596475,23.57577,23.54189,11.788585,0,0,0,0,0,0
2023-02-28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1172.711,0,763.1052000000001,0,590.53461,0,452.49165,0,323.68812,0,267.673425,0,197.321465,138.91638,116.5889,70.30206,34.579245,35.10369,23.43842,0,0,0,0,0,0,0,0
2023-03-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1180.155205,0,935.9192,0,813.14844,0,661.77916,0,507.886545,0,376.63648,0,294.232,235.5664,188.45872,117.5328,82.60497,59.380025,47.5666,23.70686,11.7198,11.88802,0,0,0,0,0
2023-03-02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1046.5974,0,892.14842,0,693.391305,0,504.771625,0,349.07445,0,293.214625,0,222.86924,176.0754,129.16210999999998,82.13954,46.9763,35.1795,0,11.733535,0,0,0,0,0,0,0
2023-03-03,0,0,0,0,0,0,0,0,3436.0079600000004,0,0,0,1699.3311199999998,1232.914185,959.76473,714.1750400000001,513.96214,0,380.11847,0,267.26244,0,189.92842,0,133.40538,0,111.6099,0,77.85365,55.794225,55.7821,22.403650000000003,22.29654,11.173465,11.15834,0,0,0,0,0,0,0,0
2023-03-04,0,0,0,0,0,0,0,0,0,0,0,0,0,1166.4282,994.62306,670.4235,422.76083,0,323.877365,0,211.49432,0,156.36732999999998,0,100.202175,0,78.09501,0,66.97044,44.66604,33.330075,0,11.189995,0,0,0,0,0,0,0,0,0,0
2023-03-05,0,0,0,0,0,0,0,0,0,0,0,0,0,1225.01115,941.09484,672.4515,459.545425,0,302.81985,0,201.67947,0,145.52889,0,112.4519,0,78.75679,0,56.309875000000005,0,44.86028,0,22.614220000000003,0,0,0,0,0,0,0,0,0,0
2023-03-06,0,0,0,0,0,0,0,0,0,0,0,0,0,1266.112455,1002.0594549999998,638.2062000000001,459.909505,0,302.47344,0,213.120245,0,134.59956,0,100.9251,0,78.38901,0,55.8653,44.76714,22.38975,11.19204,11.23905,0,0,0,0,0,0,0,0,0,0
2023-03-07,0,0,0,0,0,0,0,0,0,0,2223.654379,0,0,967.68628,752.8732200000001,544.141815,366.135825,0,232.034775,0,155.25916,0,99.48212999999998,0,77.207515,0,55.822325,0,44.17146,33.632445000000004,33.498735,22.28874,0,0,0,0,0,0,0,0,0,0,0
2023-03-08,0,0,0,0,0,0,0,0,0,0,0,1705.6448,1053.00775,715.78188,477.8081,282.20348,162.72675,0,108.52435,0,65.13629999999999,0,54.454350000000005,0,43.46634,0,33.03189,0,21.71562,10.845385,10.857795,0,0,0,0,0,0,0,0,0,0,0,0
2023-03-09,0,0,0,0,0,0,0,0,1567.7523399999998,1150.125865,779.7416549999999,519.2570099999999,327.571888,193.33241,111.95173,81.55532000000001,50.957425,0,30.502605,0,30.28089,0,20.6186,0,20.946720000000003,0,20.23255,0,10.459855,10.86301,10.44183,10.20971,10.804200000000002,0,0,0,0,0,0,0,0,0,0
2023-03-10,0,0,0,0,0,0,1807.18636,1383.231855,1197.2232,959.388375,625.6798200000001,374.29514499999993,202.2102,121.18590000000002,70.87143,30.36342,10.1364,0,19.92448,0,10.06576,0,9.958595,0,9.95933,0,9.823075,0,10.03577,0,10.04934,0,0,0,0,0,0,0,0,0,0,0,0
2023-03-11,0,0,0,0,0,0,2582.163755,0,1434.083445,1117.4462,887.5844999999999,567.64125,308.73165,175.198515,102.99275,51.419225,41.064440000000005,0,20.4672,0,20.48439,0,10.303845,0,10.122315,0,10.13116,0,0,10.107745,20.06501,0,0,0,0,0,0,0,0,0,0,0,0
