,10000,15000,18000,19000,20000,21000,22000,23000,24000,25000,26000,27000,28000,29000,30000,31000,32000,33000,34000,35000,36000,37000,38000,39000,40000,41000,42000,43000,44000,45000,46000,47000,48000,49000,50000,51000,52000,53000,54000,55000,56000,57000,58000,59000,60000,62000,65000,70000,75000,80000,85000,90000,95000,100000,105000,110000,115000,120000,125000,130000,140000,160000,180000,200000,240000
2023-09-28,0,0,0,0,0,0,0,0,0,0,0,0,5703.6819,5224.42582,5097.241875,4837.36716,4302.79917,0,0,3580.469325,3482.42453,0,0,0,2977.1736,0,0,0,0,0,0,0,0,0,1874.75074,0,0,0,0,1637.10628,0,0,0,0,1351.475,0,1293.84206,1157.99,0,940.902295,0,0,0,664.31825,0,0,0,0,0,0,0,0,0,0,0
2023-09-29,0,0,0,0,0,0,0,0,0,0,0,0,5847.159345,0,4848.3486,0,4392.603870000001,3930.94634,3727.911705,3506.69446,3349.24875,0,0,0,2702.6118300000003,0,0,0,0,2326.67582,0,0,0,0,1855.9157700000003,0,0,0,0,1635.66925,0,0,0,0,1405.373025,0,1255.716225,1104.12057,981.751815,887.6066099999999,0,0,0,713.71019,0,0,0,0,0,0,0,0,0,0,0
2023-09-30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4626.0753,4356.32361,4117.309375,3888.37872,3672.59704,0,0,0,0,2931.269635,0,0,0,0,0,0,0,0,0,1956.234875,0,0,0,0,1440.509435,0,0,0,0,1310.49037,0,0,0,878.851675,0,0,0,0,579.82705,0,0,0,0,0,0,0,0,0,0,0
2023-10-01,0,0,0,0,0,0,0,0,0,0,0,6029.661225,0,5377.71234,5303.595245,0,0,0,0,3642.07725,3473.89696,0,0,0,3100.2106200000003,0,0,0,0,2460.72034,0,0,0,0,0,0,0,0,0,1776.99404,0,0,0,0,0,0,0,1112.09179,1072.72678,1018.4534999999998,0,0,0,719.543635,0,0,0,0,0,0,0,0,0,0,0
2023-10-02,18831.58254,0,0,0,0,10181.39133,9664.332150000002,0,0,0,0,0,5998.836655,6232.758400000001,5613.745365000001,5405.135375,4994.907289999999,4615.5615,4492.9774800000005,4128.24615,3920.055375,3647.52994,0,0,3368.4876,0,0,0,0,2664.6949,0,0,0,0,2207.5755,0,0,0,0,1837.6868400000003,0,0,0,0,1618.29156,0,1406.850885,1217.97586,1091.10309,1022.35536,0,0,0,673.69752,0,0,0,433.245615,0,0,0,0,0,0,0
2023-10-03,0,0,0,0,0,0,0,0,0,0,0,0,5970.5970800000005,5582.312284999999,5260.08461,4815.61872,0,0,0,3889.929876,0,3468.4478400000003,0,0,0,0,0,0,0,2384.501875,0,0,0,0,1989.07334,0,0,0,0,1716.6517199999998,0,0,0,0,1533.53984,0,0,0,0,0,0,0,0,602.37672,0,0,0,424.556005,0,0,0,0,0,0,0
2023-10-04,0,0,0,0,0,0,0,0,0,0,0,0,5965.261575,0,5367.153560000001,0,4578.45762,0,4295.593763999999,0,0,0,0,0,0,0,0,0,0,2576.31018,0,0,0,0,2076.87375,0,0,0,0,1893.93458,0,0,0,0,1579.02882,0,0,0,0,916.55531,0,0,0,692.5375,0,0,0,512.4875549999999,0,0,0,0,0,0,0
2023-10-05,0,0,11817.69885,0,0,0,0,0,0,0,0,0,6028.080695000001,5903.4675,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2473.8048,0,0,0,0,2150.548875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,932.25944,0,0,678.098015,0,0,0,473.0542400000001,0,0,0,0,0,0,0
2023-10-06,0,0,0,0,0,0,0,0,0,0,0,6449.756880000001,0,0,5398.32755,4987.26936,0,4507.878864,0,0,3573.8935300000003,0,0,0,3098.82474,0,0,0,0,2408.17218,0,0,0,0,2001.00884,0,0,0,0,1764.645752,0,0,0,0,1575.38196,0,0,0,0,928.913157,833.938015,0,0,643.8670999999999,0,0,0,478.06839,0,0,0,0,0,0,0
2023-10-07,0,14584.607975,0,0,0,0,0,0,0,0,7328.73212,6532.659855000001,0,5578.9400000000005,0,0,0,0,0,0,0,3512.27814,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1133.95059,895.1667199999999,0,0,0,601.591285,0,0,0,418.8507,0,0,0,0,0,0,0
2023-10-08,0,0,0,0,0,0,0,0,0,0,0,0,6247.41057,0,0,0,0,0,0,4039.59576,0,0,0,0,3129.9016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,797.4040650000001,0,0,0,0,0,0,418.9323,0,0,0,0,0,0,0
2023-10-09,0,0,0,0,0,0,0,0,0,0,0,6225.626225,5986.46363,0,0,5148.175455,0,0,0,3909.234318,0,3409.37256,0,0,2959.076175,0,0,0,0,2414.482875,0,0,0,0,2015.92785,0,0,0,0,0,0,0,0,0,1515.79505,0,0,0,1032.276,0,0,0,0,627.8481,0,0,0,481.07377500000007,0,0,0,0,0,0,0
2023-10-10,0,0,0,0,0,0,0,0,0,0,0,0,6001.56249,0,0,0,0,4260.14358,0,0,0,0,0,0,2848.99576,0,0,0,0,2401.189875,0,0,0,0,0,0,0,0,0,1695.9697,0,0,0,0,1463.2542099999998,0,1289.78199,1199.263245,0,0,0,0,0,603.88856,0,0,0,0,0,0,0,0,0,0,0
2023-10-11,0,0,0,0,0,0,0,0,0,0,0,0,5268.203977,4945.115948000001,4613.435979999999,4543.486080000001,0,3952.1397,3787.5544,3412.679025,3366.460565,3153.173855,0,0,2609.695725,0,0,0,0,2140.472,0,0,0,0,1806.697575,0,0,0,0,1609.9386,0,0,0,0,1423.373175,0,0,1038.04467,0,881.339225,0,0,0,560.5208700000001,0,0,0,400.52535,0,0,0,0,0,0,0
2023-10-12,0,13165.150475,0,0,0,0,0,0,0,0,0,0,5354.734,0,4559.93217,4273.156815,0,0,0,0,3224.26643,3136.63662,0,0,2724.06918,0,0,0,0,2139.9584,0,0,0,0,1819.3604,0,0,0,0,0,0,0,0,0,0,0,1146.8259099999998,1027.033315,0,771.07926,0,0,0,563.7282,0,0,0,388.51024500000005,0,0,0,0,0,0,0
2023-10-13,0,0,0,0,0,0,0,0,7049.04288,0,0,5643.50517,0,0,4659.43986,0,0,0,3548.6600500000004,3434.063687,3173.89215,3030.18879,0,0,2627.2878800000003,0,0,0,0,2128.932885,0,0,0,0,1823.586075,0,0,0,0,1606.0032,0,0,0,0,0,0,0,0,858.992,0,0,0,0,590.15594,0,0,0,0,0,0,0,0,0,0,0
2023-10-14,0,0,0,0,0,0,0,0,0,0,0,0,5310.69066,0,4632.1149,4449.128225,4107.044599999999,3878.13024,3545.7140400000003,3343.877025,3076.405465,3017.482875,0,0,2539.249965,0,0,0,0,0,0,0,0,0,1830.1486,0,0,0,0,0,0,0,0,0,0,0,1223.0982399999998,0,0,0,0,0,0,538.281,0,0,0,363.31254,0,0,0,0,0,0,0
2023-10-15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3521.63077,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1788.233545,0,0,0,0,1516.23024,0,0,0,0,1286.072475,0,0,1074.7872,0,0,686.13003,0,0,496.971235,0,0,0,349.20925,0,0,0,0,0,0,0
2023-10-16,19353.616425,0,0,0,0,0,0,0,0,0,0,6308.7613,6985.35816,6584.301,5510.1432,5080.521199999999,4757.45895,4462.04362,4360.690935,3803.81733,3330.3377,3617.8441,0,0,3006.41193,0,0,0,0,2605.97636,0,0,0,0,1997.857905,0,0,0,0,1678.976035,0,0,0,0,1505.10052,0,1239.64736,0,984.5493,882.39175,998.469845,0,0,644.72611,0,0,0,491.96268,0,0,0,0,0,0,0
2023-10-17,0,0,0,0,0,0,0,0,0,0,0,0,6335.52589,0,0,0,0,0,4319.91144,3959.741005,3943.02984,0,3392.67192,0,3190.79824,0,0,0,0,2469.14091,0,0,0,0,2114.3745,0,0,0,0,0,0,0,0,0,1624.2720000000002,0,0,1192.8819,1112.81352,0,0,0,0,0,0,0,0,483.12708,0,0,0,0,0,0,0
2023-10-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5564.58665,0,4855.488300000001,4609.1072,4101.757035,4012.296888,3799.22285,3581.20488,0,0,3016.888335,0,0,0,0,2510.486125,0,0,0,0,2085.487648,0,0,0,0,0,0,0,0,0,1525.904688,0,1369.67472,1182.81806,0,0,0,0,0,609.907055,0,0,0,427.82625,0,0,0,0,0,0,0
2023-10-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5249.38255,4916.354310000001,0,0,4199.36517,0,0,0,0,3180.44637,0,0,0,0,2642.035965,0,0,0,0,0,0,0,0,0,1837.82464,0,0,0,0,1597.81322,0,1370.9136,1270.939135,1081.46518,0,0,0,0,631.11312,0,0,0,444.91913,0,0,0,0,0,0,0
