,17000,18000,19000,19500,20000,20500,21000,21500,22000,22500,23000,23500,24000
2022-07-26,0,0,0,0,1154.3828999999998,666.81984,494.89731,273.77298,170.0044,0,42.56548,0,10.43428
2022-07-27,0,0,0,0,0,2201.18414,1435.29728,1348.80785,772.8397200000002,434.16672,149.08127000000002,57.36430000000001,11.4768
