,26000,28000,29000,30000,31000,32000,33000,34000
2021-07-18,0,0,0,1891.931615,869.377575,315.6976,95.38206,15.782375
2021-07-19,0,0,0,908.558995,247.04616,30.85302,15.40322,15.637725
