,36000,37000,38000,39000,40000,41000,42000,43000
2022-04-17,0,0,0,831.08235,337.022535,79.23855999999999,19.810815,20.22394
2022-04-18,0,0,2925.916565,1858.788295,941.4544,163.2632,41.0242,20.458285
