,16000,16250,16500,16750,17000,17250,17500
2022-12-24,851.1901250000001,606.789,362.24275,158.31480000000002,42.10575,8.41475,8.419004999999999
2022-12-25,0,0,0,50.31783,8.415180000000001,8.386095,0
