,30000,32000,33000,34000,35000,36000,37000,38000,39000,40000,41000
2022-02-22,0,0,0,0,0,1419.1889250000002,1489.18458,666.4988750000001,189.15485,57.01521,57.30555
2022-02-23,0,0,0,0,2311.7196000000004,0,522.66648,74.6352,18.657845,19.03382,19.331105
