,21500,22000,22500,23000,23500,24000,24500,25000,26000,27000,28000
2022-08-08,0,0,0,0,571.00488,433.32372,203.74066500000004,47.6355,11.975105,12.081655,11.943125
2022-08-09,0,0,670.3031000000001,243.236385,57.948325,11.5934,11.534605,11.537395,0,0,0
