,40000,42000,43000,44000,45000,46000,47000,48000,49000,50000,51000,52000,53000,54000,55000,56000
2021-04-23,0,0,0,0,0,0,0,2102.68665,2077.8759,1633.74464,890.7239250000001,507.485,280.08673,152.99682,101.4455,25.420845000000003
2021-04-24,0,0,0,0,0,0,0,1941.05067,1984.79073,500.9294,276.959815,50.00975,49.516290000000005,25.413310000000003,50.91302,50.99514
