,29000,30000,31000,32000,33000,34000,35000,36000,37000
2021-07-11,0,0,0,1763.0654999999997,1239.784915,826.29864,309.88287,103.6182,34.3397
2021-07-12,0,0,0,918.79368,297.1107,49.37094,16.425305,16.71075,16.640665000000002
