,39000,40000,41000,42000,43000,44000,45000,46000,47000
2022-01-16,0,0,0,1180.447125,626.827315,193.994415,43.14151,21.58594,21.653625
2022-01-17,0,0,772.09898,400.942465,21.10082,20.84711,21.23986,21.431105,0
