,50000,52000,53000,54000,55000,56000,57000,58000,59000,60000,61000,62000,63000,64000,65000,66000,68000
2021-03-18,0,0,0,0,0,2852.38898,1437.74625,917.9408,752.2723,1193.3758,201.959065,115.3758,144.941325,118.0446,118.99102,28.798605,29.57359
2021-03-19,0,5896.003919999999,0,4021.8211350000006,0,1619.68692,1638.8106,758.98329,233.01868,87.790605,29.152085,29.58662,29.409835,29.0535,0,0,0
