,10000,12000,13000,15000,16000,17000,17500,18000,18500,19000,19500,20000,20500,21000,21500,22000,22500,23000,23500,24000,25000,26000,28000,30000,32000,34000,35000,36000,40000,45000,50000,55000,60000,65000,70000,80000,90000,100000,120000,150000,200000,250000,300000,350000,400000
2021-09-23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14163.32067,0,0,0,11129.19344,9489.294675,0,7122.57636,0,4212.12672,2825.492684,2063.50434,0,0,0
2021-09-24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13245.9072,0,11879.813,0,9076.994735,8346.46326,0,6801.90588,0,3794.2866,2302.15216,1897.48575,0,0,0
2021-09-25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13704.21699,0,10666.5225,0,0,8474.1364,0,6567.635865,0,3462.290335,2299.70124,2002.1154,0,0,0
2021-09-26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13167.81294,0,0,0,9776.02098,8133.7651,0,5890.551,0,3916.750405,2149.797375,1816.7826600000003,0,0,0
2021-09-27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14228.96868,0,11641.248185,0,9678.7215,0,0,6628.7805,0,3716.86185,2358.289665,1864.23146,0,0,0
2021-09-28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12485.4,0,0,0,9380.79584,7662.4521,0,0,0,0,0,0,0,0,0
2021-09-29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10286.86884,0,9256.89162,0,0,0,0,0,2132.538745,1684.3072,0,0,0
2021-09-30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13993.27569,0,0,0,0,0,0,6565.543659999999,0,3576.0219,2313.13349,1554.5538,0,0,0
2021-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15995.56635,0,13436.2956,0,11634.7176,0,0,7620.2384,0,4458.71645,3086.83765,2339.354335,0,0,0
