,36000,37000,38000,39000,40000,41000,42000,43000
2022-04-12,0,0,0,994.008,480.16248,119.86446,39.61668,20.042405
2022-04-13,0,0,0,2180.90071,1152.3013600000002,370.72998,20.58029,20.553545
