,30000,31000,32000,33000,34000,35000,36000,37000,38000,39000,40000,41000,42000
2021-06-12,0,0,3305.32576,0,1729.91854,1365.58244,682.8727299999999,231.62334,107.09337,72.05304,53.58723,0,17.77522
2021-06-13,0,0,0,0,5162.19924,4077.41235,2306.375555,1922.05728,1087.30552,447.1407,155.23964,77.78924,19.413625
