,17000,18000,18250,18500,18750,19000,19250,19500,19750,20000,20250,20500,21000
2022-09-25,0,0,0,468.6575,0,178.5734,0,56.35851,0,37.82152,0,0,9.54446
2022-09-26,0,1250.8626000000002,0,680.859115,498.71978,259.05096,86.527035,19.12471,0,9.59047,0,0,0
