,36000,38000,39000,40000,41000,42000,43000,44000,45000,46000,47000,48000,49000
2022-02-10,0,0,0,0,0,0,957.5456,434.3111,286.386295,65.2476,21.84917,21.861935000000003,22.161005000000003
2022-02-11,0,0,0,0,0,420.5938,106.06385,21.121245,21.2493,21.259345000000003,21.740675,21.50397,0
