,10000,15000,20000,25000,28000,29000,30000,31000,32000,33000,34000,35000,36000,37000,38000,39000,40000,41000,42000,43000,44000,45000,46000,47000,48000,49000,50000,51000,52000,53000,54000,55000,56000,57000,58000,59000,60000,61000,62000,63000,65000,70000,75000,80000,85000,90000,95000,100000,105000,110000,115000,120000,125000,130000,135000,140000,150000,160000,180000,200000,240000,300000
2023-12-28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11226.61863,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6974.530680000001,0,0,0,5996.7268650000005,5369.59029,4514.69264,4201.94893,3677.53028,0,0,0,0,2384.04992,1830.42655,0,0,0,0,0,0,904.42989,767.9100599999999,0,0,0
2023-12-29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12155.74275,0,0,11247.43278,11436.826075,10682.2356,10727.43127,9999.09162,10188.12519,0,9207.26004,0,8228.88825,8302.681095,0,0,0,0,0,0,6441.14547,0,0,0,5603.58654,0,4700.369625,4069.3516,0,3208.6642500000003,2934.5112300000005,2473.97787,0,0,0,1713.454,1741.8813100000002,0,0,1261.7739,0,967.19761,862.2527550000001,0,0,0
2023-12-30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10949.2632,10781.21304,10188.65012,10022.5424,0,9469.5888,0,0,0,0,0,0,0,0,0,6914.931070000001,0,0,0,0,5076.303599999999,0,4003.44026,4011.58359,3084.3196499999995,0,2650.63113,2450.776185,0,0,0,0,0,0,0,0,1056.94325,850.8410000000001,0,0,0
2023-12-31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13107.878595,0,0,0,11533.85142,11236.0636,0,0,10165.397085,9922.925745,9262.27282,0,0,0,0,0,0,0,0,0,7013.194560000001,0,0,0,0,5352.81625,0,0,3523.03045,0,0,2744.6736600000004,0,0,0,0,0,0,0,0,0,0,831.0722549999999,0,0,0
2024-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11830.199100000002,0,0,0,10413.67112,0,10753.5436,0,0,0,9455.34306,8860.168185,0,0,0,0,7991.97898,0,0,0,6752.8164750000005,6000.039375,0,4986.53556,0,0,3583.937100000001,2887.364475,0,2649.321,2539.005075,2182.746555,1986.9273,0,0,1545.8432399999997,0,1359.13486,1001.38343,0,0,0
2024-01-02,0,0,0,0,0,21393.225,0,0,0,0,0,0,0,0,0,0,15153.8175,0,0,0,0,12967.4863,0,0,0,0,11865.60828,10852.18508,10638.9294,10712.569699999998,10169.944015,10235.551275,9329.07248,9688.38728,9018.03524,8981.3482,8237.41776,8337.293249999999,0,0,7341.28528,7113.4617800000005,5902.66899,4996.67721,4541.190945,4134.904215,3703.26842,3149.9699,3079.8339800000003,0,2634.02573,2204.04058,2014.61379,0,0,1794.8436,0,1235.953675,1039.34608,0,0,0
2024-01-03,0,0,0,23856.5488,0,0,0,0,0,0,0,0,0,0,0,0,13044.870690000002,0,0,12093.22545,11960.960385,12685.387049999998,11787.05266,0,10874.0425,9792.7399,9665.7978,0,0,0,10025.86525,0,8864.534,0,0,0,7389.658214999999,0,0,0,6307.92063,5845.841820000001,0,4381.039624999999,3627.9428400000006,3634.5303,3369.78832,2976.3476050000004,0,0,0,2180.903605,0,0,0,0,0,1090.819875,959.841,0,0,0
2024-01-04,0,0,0,0,0,0,19272.576475,19770.21525,0,0,0,0,0,0,0,0,14932.1213,0,0,0,0,0,11997.65616,0,0,0,10882.2036,0,0,10075.22283,0,0,9384.0327,8847.76,0,0,0,0,0,0,6590.31416,6005.618995000001,4924.6358,4553.98755,0,3481.42617,0,3137.8275499999995,2577.297,2339.891555,2122.740675,2185.0730550000003,1777.15699,1672.64253,0,0,0,1275.33068,1055.54232,0,0,0
2024-01-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13983.7472,0,0,0,0,0,0,0,10901.66,0,10404.9804,0,0,0,0,0,0,8408.902135,0,0,0,7641.270559999999,0,0,6905.32943,0,5529.67625,4571.719359999999,4091.81865,3858.36528,0,3067.1375000000003,0,0,0,2124.65599,1956.225785,0,0,0,0,1138.32498,1029.97915,0,0,0
