,46000,48000,49000,50000,51000,52000,53000,54000,55000,56000,57000,58000,59000,60000,61000
2021-04-20,0,0,0,0,0,0,0,1702.19481,1773.735075,1040.56691,591.6708,282.32855,83.83182,28.214575,55.727230000000006
2021-04-21,0,0,0,0,0,0,1214.0426249999998,349.86704999999995,107.8009,27.085040000000003,26.9997,27.811075,27.02526,27.665835,0
