,28000,29000,30000,31000,32000,33000,34000,35000,36000
2021-07-13,0,0,0,0,890.32295,474.289635,179.83889,65.33606,0
2021-07-14,0,0,0,1149.39864,1004.60473,313.31836,16.41459,16.415215,0
