,20000,21000,21500,22000,22500,22750,23000,23250,23500,23750,24000,24250,24500,24750,25000,25250,25500,25750,26000,26500,27000,27500,28000
2023-02-16,0,3961.33077,3463.7229300000004,2658.19968,0,0,2005.90383,0,729.04089,366.1926150000001,235.8418,165.10704,178.72507499999998,293.43684,58.95165,47.23114,59.818875,23.57095,23.77828,11.773705,12.00989,12.26147,12.44522
2023-02-17,0,0,0,2591.84171,0,0,0,0,1365.3266,182.54475,740.3193,493.0972,258.08832,147.42516,110.80746,49.17398000000001,49.30178,24.6433,24.60621,12.2561,12.38703,12.47201,0
